,zipcode,major_city,county,state,population,population_density,land_area_in_sqmi,housing_units,median_household_income,population_by_age,population_by_gender,population_by_race,educational_attainment_for_population_25_and_over,school_enrollment_age_3_to_17
0,78724,Austin,Travis County,TX,21696,889.0,24.4,6138,38479,"[{'key': 'Male', 'values': [{'x': 0, 'y': 1163}, {'x': 1, 'y': 1168}, {'x': 2, 'y': 1030}, {'x': 3, 'y': 866}, {'x': 4, 'y': 955}, {'x': 5, 'y': 1167}, {'x': 6, 'y': 1060}, {'x': 7, 'y': 903}, {'x': 8, 'y': 727}, {'x': 9, 'y': 624}, {'x': 10, 'y': 518}, {'x': 11, 'y': 355}, {'x': 12, 'y': 293}, {'x': 13, 'y': 140}, {'x': 14, 'y': 109}, {'x': 15, 'y': 54}, {'x': 16, 'y': 31}, {'x': 17, 'y': 18}]}, {'key': 'Female', 'values': [{'x': 0, 'y': 1186}, {'x': 1, 'y': 1087}, {'x': 2, 'y': 1000}, {'x': 3, 'y': 905}, {'x': 4, 'y': 785}, {'x': 5, 'y': 915}, {'x': 6, 'y': 965}, {'x': 7, 'y': 827}, {'x': 8, 'y': 638}, {'x': 9, 'y': 574}, {'x': 10, 'y': 470}, {'x': 11, 'y': 406}, {'x': 12, 'y': 296}, {'x': 13, 'y': 180}, {'x': 14, 'y': 122}, {'x': 15, 'y': 77}, {'x': 16, 'y': 47}, {'x': 17, 'y': 35}]}, {'key': 'Total', 'color': '#000000', 'values': [{'x': 0, 'y': 2349}, {'x': 1, 'y': 2255}, {'x': 2, 'y': 2030}, {'x': 3, 'y': 1771}, {'x': 4, 'y': 1740}, {'x': 5, 'y': 2082}, {'x': 6, 'y': 2025}, {'x': 7, 'y': 1730}, {'x': 8, 'y': 1365}, {'x': 9, 'y': 1198}, {'x': 10, 'y': 988}, {'x': 11, 'y': 761}, {'x': 12, 'y': 589}, {'x': 13, 'y': 320}, {'x': 14, 'y': 231}, {'x': 15, 'y': 131}, {'x': 16, 'y': 78}, {'x': 17, 'y': 53}]}]","[{'key': 'Data', 'values': [{'x': 'Male', 'y': 11181}, {'x': 'Female', 'y': 10515}]}]","[{'key': 'Data', 'values': [{'x': 'White', 'y': 8339}, {'x': 'Black Or African American', 'y': 6167}, {'x': 'American Indian Or Alaskan Native', 'y': 239}, {'x': 'Asian', 'y': 100}, {'x': 'Native Hawaiian & Other Pacific Islander', 'y': 6}, {'x': 'Other Race', 'y': 6165}, {'x': 'Two Or More Races', 'y': 680}]}]","[{'key': 'Data', 'values': [{'x': 'Less Than High School Diploma', 'y': 4341}, {'x': 'High School Graduate', 'y': 5270}, {'x': ""Associate's Degree"", 'y': 683}, {'x': ""Bachelor's Degree"", 'y': 915}, {'x': ""Master's Degree"", 'y': 245}, {'x': 'Professional School Degree', 'y': 18}, {'x': 'Doctorate Degree', 'y': 71}]}]","[{'key': 'Data', 'values': [{'x': 'Enrolled In Public School', 'y': 5160}, {'x': 'Enrolled In Private School', 'y': 210}, {'x': 'Not Enrolled In School', 'y': 788}]}]"
1,78660,Pflugerville,Travis County,TX,68789,1519.0,45.3,23950,76007,"[{'key': 'Male', 'values': [{'x': 0, 'y': 2928}, {'x': 1, 'y': 3255}, {'x': 2, 'y': 3021}, {'x': 3, 'y': 2710}, {'x': 4, 'y': 1639}, {'x': 5, 'y': 2367}, {'x': 6, 'y': 2862}, {'x': 7, 'y': 3218}, {'x': 8, 'y': 2876}, {'x': 9, 'y': 2556}, {'x': 10, 'y': 2188}, {'x': 11, 'y': 1455}, {'x': 12, 'y': 1046}, {'x': 13, 'y': 640}, {'x': 14, 'y': 357}, {'x': 15, 'y': 222}, {'x': 16, 'y': 129}, {'x': 17, 'y': 96}]}, {'key': 'Female', 'values': [{'x': 0, 'y': 2848}, {'x': 1, 'y': 3103}, {'x': 2, 'y': 2956}, {'x': 3, 'y': 2386}, {'x': 4, 'y': 1693}, {'x': 5, 'y': 2646}, {'x': 6, 'y': 3229}, {'x': 7, 'y': 3306}, {'x': 8, 'y': 3034}, {'x': 9, 'y': 2765}, {'x': 10, 'y': 2249}, {'x': 11, 'y': 1623}, {'x': 12, 'y': 1248}, {'x': 13, 'y': 753}, {'x': 14, 'y': 483}, {'x': 15, 'y': 346}, {'x': 16, 'y': 286}, {'x': 17, 'y': 270}]}, {'key': 'Total', 'color': '#000000', 'values': [{'x': 0, 'y': 5776}, {'x': 1, 'y': 6358}, {'x': 2, 'y': 5977}, {'x': 3, 'y': 5096}, {'x': 4, 'y': 3332}, {'x': 5, 'y': 5013}, {'x': 6, 'y': 6091}, {'x': 7, 'y': 6524}, {'x': 8, 'y': 5910}, {'x': 9, 'y': 5321}, {'x': 10, 'y': 4437}, {'x': 11, 'y': 3078}, {'x': 12, 'y': 2294}, {'x': 13, 'y': 1393}, {'x': 14, 'y': 840}, {'x': 15, 'y': 568}, {'x': 16, 'y': 415}, {'x': 17, 'y': 366}]}]","[{'key': 'Data', 'values': [{'x': 'Male', 'y': 33565}, {'x': 'Female', 'y': 35224}]}]","[{'key': 'Data', 'values': [{'x': 'White', 'y': 42256}, {'x': 'Black Or African American', 'y': 10731}, {'x': 'American Indian Or Alaskan Native', 'y': 452}, {'x': 'Asian', 'y': 5723}, {'x': 'Native Hawaiian & Other Pacific Islander', 'y': 85}, {'x': 'Other Race', 'y': 6942}, {'x': 'Two Or More Races', 'y': 2600}]}]","[{'key': 'Data', 'values': [{'x': 'Less Than High School Diploma', 'y': 4517}, {'x': 'High School Graduate', 'y': 20539}, {'x': ""Associate's Degree"", 'y': 4886}, {'x': ""Bachelor's Degree"", 'y': 11731}, {'x': ""Master's Degree"", 'y': 4151}, {'x': 'Professional School Degree', 'y': 282}, {'x': 'Doctorate Degree', 'y': 402}]}]","[{'key': 'Data', 'values': [{'x': 'Enrolled In Public School', 'y': 15438}, {'x': 'Enrolled In Private School', 'y': 1554}, {'x': 'Not Enrolled In School', 'y': 2779}]}]"
2,78747,Austin,Travis County,TX,14808,623.0,23.78,5491,61599,"[{'key': 'Male', 'values': [{'x': 0, 'y': 599}, {'x': 1, 'y': 589}, {'x': 2, 'y': 596}, {'x': 3, 'y': 491}, {'x': 4, 'y': 526}, {'x': 5, 'y': 693}, {'x': 6, 'y': 743}, {'x': 7, 'y': 652}, {'x': 8, 'y': 444}, {'x': 9, 'y': 417}, {'x': 10, 'y': 376}, {'x': 11, 'y': 307}, {'x': 12, 'y': 325}, {'x': 13, 'y': 208}, {'x': 14, 'y': 123}, {'x': 15, 'y': 117}, {'x': 16, 'y': 84}, {'x': 17, 'y': 55}]}, {'key': 'Female', 'values': [{'x': 0, 'y': 596}, {'x': 1, 'y': 568}, {'x': 2, 'y': 551}, {'x': 3, 'y': 480}, {'x': 4, 'y': 506}, {'x': 5, 'y': 754}, {'x': 6, 'y': 733}, {'x': 7, 'y': 588}, {'x': 8, 'y': 465}, {'x': 9, 'y': 408}, {'x': 10, 'y': 394}, {'x': 11, 'y': 402}, {'x': 12, 'y': 322}, {'x': 13, 'y': 258}, {'x': 14, 'y': 151}, {'x': 15, 'y': 118}, {'x': 16, 'y': 100}, {'x': 17, 'y': 69}]}, {'key': 'Total', 'color': '#000000', 'values': [{'x': 0, 'y': 1195}, {'x': 1, 'y': 1157}, {'x': 2, 'y': 1147}, {'x': 3, 'y': 971}, {'x': 4, 'y': 1032}, {'x': 5, 'y': 1447}, {'x': 6, 'y': 1476}, {'x': 7, 'y': 1240}, {'x': 8, 'y': 909}, {'x': 9, 'y': 825}, {'x': 10, 'y': 770}, {'x': 11, 'y': 709}, {'x': 12, 'y': 647}, {'x': 13, 'y': 466}, {'x': 14, 'y': 274}, {'x': 15, 'y': 235}, {'x': 16, 'y': 184}, {'x': 17, 'y': 124}]}]","[{'key': 'Data', 'values': [{'x': 'Male', 'y': 7345}, {'x': 'Female', 'y': 7463}]}]","[{'key': 'Data', 'values': [{'x': 'White', 'y': 9664}, {'x': 'Black Or African American', 'y': 1052}, {'x': 'American Indian Or Alaskan Native', 'y': 183}, {'x': 'Asian', 'y': 351}, {'x': 'Native Hawaiian & Other Pacific Islander', 'y': 12}, {'x': 'Other Race', 'y': 2998}, {'x': 'Two Or More Races', 'y': 548}]}]","[{'key': 'Data', 'values': [{'x': 'Less Than High School Diploma', 'y': 1556}, {'x': 'High School Graduate', 'y': 5071}, {'x': ""Associate's Degree"", 'y': 584}, {'x': ""Bachelor's Degree"", 'y': 2354}, {'x': ""Master's Degree"", 'y': 406}, {'x': 'Professional School Degree', 'y': 133}, {'x': 'Doctorate Degree', 'y': 118}]}]","[{'key': 'Data', 'values': [{'x': 'Enrolled In Public School', 'y': 3176}, {'x': 'Enrolled In Private School', 'y': 204}, {'x': 'Not Enrolled In School', 'y': 392}]}]"
3,78732,Austin,Travis County,TX,14060,1061.0,13.25,5033,131216,"[{'key': 'Male', 'values': [{'x': 0, 'y': 771}, {'x': 1, 'y': 949}, {'x': 2, 'y': 705}, {'x': 3, 'y': 328}, {'x': 4, 'y': 88}, {'x': 5, 'y': 165}, {'x': 6, 'y': 379}, {'x': 7, 'y': 885}, {'x': 8, 'y': 921}, {'x': 9, 'y': 605}, {'x': 10, 'y': 360}, {'x': 11, 'y': 290}, {'x': 12, 'y': 206}, {'x': 13, 'y': 142}, {'x': 14, 'y': 70}, {'x': 15, 'y': 46}, {'x': 16, 'y': 39}, {'x': 17, 'y': 29}]}, {'key': 'Female', 'values': [{'x': 0, 'y': 673}, {'x': 1, 'y': 966}, {'x': 2, 'y': 731}, {'x': 3, 'y': 287}, {'x': 4, 'y': 129}, {'x': 5, 'y': 236}, {'x': 6, 'y': 543}, {'x': 7, 'y': 976}, {'x': 8, 'y': 863}, {'x': 9, 'y': 523}, {'x': 10, 'y': 333}, {'x': 11, 'y': 238}, {'x': 12, 'y': 219}, {'x': 13, 'y': 168}, {'x': 14, 'y': 69}, {'x': 15, 'y': 48}, {'x': 16, 'y': 47}, {'x': 17, 'y': 33}]}, {'key': 'Total', 'color': '#000000', 'values': [{'x': 0, 'y': 1444}, {'x': 1, 'y': 1915}, {'x': 2, 'y': 1436}, {'x': 3, 'y': 615}, {'x': 4, 'y': 217}, {'x': 5, 'y': 401}, {'x': 6, 'y': 922}, {'x': 7, 'y': 1861}, {'x': 8, 'y': 1784}, {'x': 9, 'y': 1128}, {'x': 10, 'y': 693}, {'x': 11, 'y': 528}, {'x': 12, 'y': 425}, {'x': 13, 'y': 310}, {'x': 14, 'y': 139}, {'x': 15, 'y': 94}, {'x': 16, 'y': 86}, {'x': 17, 'y': 62}]}]","[{'key': 'Data', 'values': [{'x': 'Male', 'y': 6978}, {'x': 'Female', 'y': 7082}]}]","[{'key': 'Data', 'values': [{'x': 'White', 'y': 11767}, {'x': 'Black Or African American', 'y': 239}, {'x': 'American Indian Or Alaskan Native', 'y': 42}, {'x': 'Asian', 'y': 1379}, {'x': 'Native Hawaiian & Other Pacific Islander', 'y': 5}, {'x': 'Other Race', 'y': 239}, {'x': 'Two Or More Races', 'y': 389}]}]","[{'key': 'Data', 'values': [{'x': 'Less Than High School Diploma', 'y': 3}, {'x': 'High School Graduate', 'y': 1757}, {'x': ""Associate's Degree"", 'y': 434}, {'x': ""Bachelor's Degree"", 'y': 4010}, {'x': ""Master's Degree"", 'y': 1914}, {'x': 'Professional School Degree', 'y': 466}, {'x': 'Doctorate Degree', 'y': 462}]}]","[{'key': 'Data', 'values': [{'x': 'Enrolled In Public School', 'y': 3901}, {'x': 'Enrolled In Private School', 'y': 735}, {'x': 'Not Enrolled In School', 'y': 358}]}]"
4,78728,Austin,Travis County,TX,20299,2503.0,8.11,10240,48612,"[{'key': 'Male', 'values': [{'x': 0, 'y': 883}, {'x': 1, 'y': 607}, {'x': 2, 'y': 510}, {'x': 3, 'y': 514}, {'x': 4, 'y': 959}, {'x': 5, 'y': 1326}, {'x': 6, 'y': 1239}, {'x': 7, 'y': 928}, {'x': 8, 'y': 768}, {'x': 9, 'y': 665}, {'x': 10, 'y': 518}, {'x': 11, 'y': 408}, {'x': 12, 'y': 273}, {'x': 13, 'y': 147}, {'x': 14, 'y': 112}, {'x': 15, 'y': 73}, {'x': 16, 'y': 44}, {'x': 17, 'y': 41}]}, {'key': 'Female', 'values': [{'x': 0, 'y': 748}, {'x': 1, 'y': 622}, {'x': 2, 'y': 482}, {'x': 3, 'y': 541}, {'x': 4, 'y': 1027}, {'x': 5, 'y': 1388}, {'x': 6, 'y': 1018}, {'x': 7, 'y': 846}, {'x': 8, 'y': 758}, {'x': 9, 'y': 656}, {'x': 10, 'y': 642}, {'x': 11, 'y': 483}, {'x': 12, 'y': 318}, {'x': 13, 'y': 226}, {'x': 14, 'y': 160}, {'x': 15, 'y': 127}, {'x': 16, 'y': 109}, {'x': 17, 'y': 133}]}, {'key': 'Total', 'color': '#000000', 'values': [{'x': 0, 'y': 1631}, {'x': 1, 'y': 1229}, {'x': 2, 'y': 992}, {'x': 3, 'y': 1055}, {'x': 4, 'y': 1986}, {'x': 5, 'y': 2714}, {'x': 6, 'y': 2257}, {'x': 7, 'y': 1774}, {'x': 8, 'y': 1526}, {'x': 9, 'y': 1321}, {'x': 10, 'y': 1160}, {'x': 11, 'y': 891}, {'x': 12, 'y': 591}, {'x': 13, 'y': 373}, {'x': 14, 'y': 272}, {'x': 15, 'y': 200}, {'x': 16, 'y': 153}, {'x': 17, 'y': 174}]}]","[{'key': 'Data', 'values': [{'x': 'Male', 'y': 10015}, {'x': 'Female', 'y': 10284}]}]","[{'key': 'Data', 'values': [{'x': 'White', 'y': 12596}, {'x': 'Black Or African American', 'y': 2843}, {'x': 'American Indian Or Alaskan Native', 'y': 137}, {'x': 'Asian', 'y': 1976}, {'x': 'Native Hawaiian & Other Pacific Islander', 'y': 25}, {'x': 'Other Race', 'y': 1848}, {'x': 'Two Or More Races', 'y': 874}]}]","[{'key': 'Data', 'values': [{'x': 'Less Than High School Diploma', 'y': 1147}, {'x': 'High School Graduate', 'y': 5940}, {'x': ""Associate's Degree"", 'y': 1370}, {'x': ""Bachelor's Degree"", 'y': 3850}, {'x': ""Master's Degree"", 'y': 1475}, {'x': 'Professional School Degree', 'y': 199}, {'x': 'Doctorate Degree', 'y': 138}]}]","[{'key': 'Data', 'values': [{'x': 'Enrolled In Public School', 'y': 2813}, {'x': 'Enrolled In Private School', 'y': 195}, {'x': 'Not Enrolled In School', 'y': 347}]}]"
5,78741,Austin,Travis County,TX,44935,5915.0,7.6,20500,30871,"[{'key': 'Male', 'values': [{'x': 0, 'y': 1986}, {'x': 1, 'y': 1422}, {'x': 2, 'y': 1084}, {'x': 3, 'y': 1643}, {'x': 4, 'y': 5170}, {'x': 5, 'y': 3406}, {'x': 6, 'y': 2356}, {'x': 7, 'y': 1772}, {'x': 8, 'y': 1318}, {'x': 9, 'y': 1074}, {'x': 10, 'y': 943}, {'x': 11, 'y': 704}, {'x': 12, 'y': 450}, {'x': 13, 'y': 252}, {'x': 14, 'y': 145}, {'x': 15, 'y': 131}, {'x': 16, 'y': 67}, {'x': 17, 'y': 46}]}, {'key': 'Female', 'values': [{'x': 0, 'y': 1978}, {'x': 1, 'y': 1436}, {'x': 2, 'y': 1032}, {'x': 3, 'y': 1585}, {'x': 4, 'y': 4703}, {'x': 5, 'y': 2565}, {'x': 6, 'y': 1747}, {'x': 7, 'y': 1295}, {'x': 8, 'y': 976}, {'x': 9, 'y': 907}, {'x': 10, 'y': 804}, {'x': 11, 'y': 707}, {'x': 12, 'y': 423}, {'x': 13, 'y': 302}, {'x': 14, 'y': 182}, {'x': 15, 'y': 143}, {'x': 16, 'y': 97}, {'x': 17, 'y': 84}]}, {'key': 'Total', 'color': '#000000', 'values': [{'x': 0, 'y': 3964}, {'x': 1, 'y': 2858}, {'x': 2, 'y': 2116}, {'x': 3, 'y': 3228}, {'x': 4, 'y': 9873}, {'x': 5, 'y': 5971}, {'x': 6, 'y': 4103}, {'x': 7, 'y': 3067}, {'x': 8, 'y': 2294}, {'x': 9, 'y': 1981}, {'x': 10, 'y': 1747}, {'x': 11, 'y': 1411}, {'x': 12, 'y': 873}, {'x': 13, 'y': 554}, {'x': 14, 'y': 327}, {'x': 15, 'y': 274}, {'x': 16, 'y': 164}, {'x': 17, 'y': 130}]}]","[{'key': 'Data', 'values': [{'x': 'Male', 'y': 23969}, {'x': 'Female', 'y': 20966}]}]","[{'key': 'Data', 'values': [{'x': 'White', 'y': 24139}, {'x': 'Black Or African American', 'y': 4743}, {'x': 'American Indian Or Alaskan Native', 'y': 550}, {'x': 'Asian', 'y': 1831}, {'x': 'Native Hawaiian & Other Pacific Islander', 'y': 39}, {'x': 'Other Race', 'y': 11893}, {'x': 'Two Or More Races', 'y': 1740}]}]","[{'key': 'Data', 'values': [{'x': 'Less Than High School Diploma', 'y': 8387}, {'x': 'High School Graduate', 'y': 10832}, {'x': ""Associate's Degree"", 'y': 1107}, {'x': ""Bachelor's Degree"", 'y': 3866}, {'x': ""Master's Degree"", 'y': 1351}, {'x': 'Professional School Degree', 'y': 225}, {'x': 'Doctorate Degree', 'y': 237}]}]","[{'key': 'Data', 'values': [{'x': 'Enrolled In Public School', 'y': 6353}, {'x': 'Enrolled In Private School', 'y': 98}, {'x': 'Not Enrolled In School', 'y': 1615}]}]"
6,78735,Austin,Travis County,TX,16131,785.0,20.55,7572,79984,"[{'key': 'Male', 'values': [{'x': 0, 'y': 549}, {'x': 1, 'y': 545}, {'x': 2, 'y': 482}, {'x': 3, 'y': 371}, {'x': 4, 'y': 432}, {'x': 5, 'y': 712}, {'x': 6, 'y': 710}, {'x': 7, 'y': 638}, {'x': 8, 'y': 536}, {'x': 9, 'y': 559}, {'x': 10, 'y': 531}, {'x': 11, 'y': 444}, {'x': 12, 'y': 429}, {'x': 13, 'y': 288}, {'x': 14, 'y': 154}, {'x': 15, 'y': 132}, {'x': 16, 'y': 122}, {'x': 17, 'y': 163}]}, {'key': 'Female', 'values': [{'x': 0, 'y': 532}, {'x': 1, 'y': 501}, {'x': 2, 'y': 495}, {'x': 3, 'y': 360}, {'x': 4, 'y': 461}, {'x': 5, 'y': 706}, {'x': 6, 'y': 693}, {'x': 7, 'y': 627}, {'x': 8, 'y': 564}, {'x': 9, 'y': 618}, {'x': 10, 'y': 570}, {'x': 11, 'y': 540}, {'x': 12, 'y': 420}, {'x': 13, 'y': 285}, {'x': 14, 'y': 190}, {'x': 15, 'y': 180}, {'x': 16, 'y': 202}, {'x': 17, 'y': 390}]}, {'key': 'Total', 'color': '#000000', 'values': [{'x': 0, 'y': 1081}, {'x': 1, 'y': 1046}, {'x': 2, 'y': 977}, {'x': 3, 'y': 731}, {'x': 4, 'y': 893}, {'x': 5, 'y': 1418}, {'x': 6, 'y': 1403}, {'x': 7, 'y': 1265}, {'x': 8, 'y': 1100}, {'x': 9, 'y': 1177}, {'x': 10, 'y': 1101}, {'x': 11, 'y': 984}, {'x': 12, 'y': 849}, {'x': 13, 'y': 573}, {'x': 14, 'y': 344}, {'x': 15, 'y': 312}, {'x': 16, 'y': 324}, {'x': 17, 'y': 553}]}]","[{'key': 'Data', 'values': [{'x': 'Male', 'y': 7797}, {'x': 'Female', 'y': 8334}]}]","[{'key': 'Data', 'values': [{'x': 'White', 'y': 13526}, {'x': 'Black Or African American', 'y': 260}, {'x': 'American Indian Or Alaskan Native', 'y': 92}, {'x': 'Asian', 'y': 926}, {'x': 'Native Hawaiian & Other Pacific Islander', 'y': 7}, {'x': 'Other Race', 'y': 910}, {'x': 'Two Or More Races', 'y': 410}]}]","[{'key': 'Data', 'values': [{'x': 'Less Than High School Diploma', 'y': 643}, {'x': 'High School Graduate', 'y': 2763}, {'x': ""Associate's Degree"", 'y': 605}, {'x': ""Bachelor's Degree"", 'y': 4952}, {'x': ""Master's Degree"", 'y': 1822}, {'x': 'Professional School Degree', 'y': 766}, {'x': 'Doctorate Degree', 'y': 437}]}]","[{'key': 'Data', 'values': [{'x': 'Enrolled In Public School', 'y': 1445}, {'x': 'Enrolled In Private School', 'y': 1627}, {'x': 'Not Enrolled In School', 'y': 136}]}]"
7,78746,Austin,Travis County,TX,26928,1197.0,22.49,11520,128936,"[{'key': 'Male', 'values': [{'x': 0, 'y': 614}, {'x': 1, 'y': 998}, {'x': 2, 'y': 1161}, {'x': 3, 'y': 1114}, {'x': 4, 'y': 518}, {'x': 5, 'y': 725}, {'x': 6, 'y': 597}, {'x': 7, 'y': 772}, {'x': 8, 'y': 957}, {'x': 9, 'y': 1172}, {'x': 10, 'y': 1149}, {'x': 11, 'y': 1179}, {'x': 12, 'y': 1002}, {'x': 13, 'y': 559}, {'x': 14, 'y': 290}, {'x': 15, 'y': 237}, {'x': 16, 'y': 142}, {'x': 17, 'y': 133}]}, {'key': 'Female', 'values': [{'x': 0, 'y': 612}, {'x': 1, 'y': 925}, {'x': 2, 'y': 1096}, {'x': 3, 'y': 975}, {'x': 4, 'y': 638}, {'x': 5, 'y': 751}, {'x': 6, 'y': 629}, {'x': 7, 'y': 860}, {'x': 8, 'y': 1055}, {'x': 9, 'y': 1233}, {'x': 10, 'y': 1261}, {'x': 11, 'y': 1243}, {'x': 12, 'y': 882}, {'x': 13, 'y': 481}, {'x': 14, 'y': 330}, {'x': 15, 'y': 224}, {'x': 16, 'y': 196}, {'x': 17, 'y': 218}]}, {'key': 'Total', 'color': '#000000', 'values': [{'x': 0, 'y': 1226}, {'x': 1, 'y': 1923}, {'x': 2, 'y': 2257}, {'x': 3, 'y': 2089}, {'x': 4, 'y': 1156}, {'x': 5, 'y': 1476}, {'x': 6, 'y': 1226}, {'x': 7, 'y': 1632}, {'x': 8, 'y': 2012}, {'x': 9, 'y': 2405}, {'x': 10, 'y': 2410}, {'x': 11, 'y': 2422}, {'x': 12, 'y': 1884}, {'x': 13, 'y': 1040}, {'x': 14, 'y': 620}, {'x': 15, 'y': 461}, {'x': 16, 'y': 338}, {'x': 17, 'y': 351}]}]","[{'key': 'Data', 'values': [{'x': 'Male', 'y': 13319}, {'x': 'Female', 'y': 13609}]}]","[{'key': 'Data', 'values': [{'x': 'White', 'y': 23983}, {'x': 'Black Or African American', 'y': 214}, {'x': 'American Indian Or Alaskan Native', 'y': 93}, {'x': 'Asian', 'y': 1788}, {'x': 'Native Hawaiian & Other Pacific Islander', 'y': 12}, {'x': 'Other Race', 'y': 309}, {'x': 'Two Or More Races', 'y': 529}]}]","[{'key': 'Data', 'values': [{'x': 'Less Than High School Diploma', 'y': 170}, {'x': 'High School Graduate', 'y': 3210}, {'x': ""Associate's Degree"", 'y': 625}, {'x': ""Bachelor's Degree"", 'y': 8101}, {'x': ""Master's Degree"", 'y': 3972}, {'x': 'Professional School Degree', 'y': 2097}, {'x': 'Doctorate Degree', 'y': 966}]}]","[{'key': 'Data', 'values': [{'x': 'Enrolled In Public School', 'y': 4992}, {'x': 'Enrolled In Private School', 'y': 1281}, {'x': 'Not Enrolled In School', 'y': 191}]}]"
8,78751,Austin,Travis County,TX,14385,6001.0,2.4,8375,39032,"[{'key': 'Male', 'values': [{'x': 0, 'y': 295}, {'x': 1, 'y': 193}, {'x': 2, 'y': 136}, {'x': 3, 'y': 280}, {'x': 4, 'y': 1943}, {'x': 5, 'y': 1401}, {'x': 6, 'y': 872}, {'x': 7, 'y': 667}, {'x': 8, 'y': 448}, {'x': 9, 'y': 410}, {'x': 10, 'y': 339}, {'x': 11, 'y': 332}, {'x': 12, 'y': 183}, {'x': 13, 'y': 132}, {'x': 14, 'y': 35}, {'x': 15, 'y': 40}, {'x': 16, 'y': 33}, {'x': 17, 'y': 27}]}, {'key': 'Female', 'values': [{'x': 0, 'y': 248}, {'x': 1, 'y': 178}, {'x': 2, 'y': 116}, {'x': 3, 'y': 210}, {'x': 4, 'y': 1924}, {'x': 5, 'y': 1197}, {'x': 6, 'y': 714}, {'x': 7, 'y': 416}, {'x': 8, 'y': 335}, {'x': 9, 'y': 275}, {'x': 10, 'y': 263}, {'x': 11, 'y': 246}, {'x': 12, 'y': 172}, {'x': 13, 'y': 101}, {'x': 14, 'y': 61}, {'x': 15, 'y': 50}, {'x': 16, 'y': 33}, {'x': 17, 'y': 80}]}, {'key': 'Total', 'color': '#000000', 'values': [{'x': 0, 'y': 543}, {'x': 1, 'y': 371}, {'x': 2, 'y': 252}, {'x': 3, 'y': 490}, {'x': 4, 'y': 3867}, {'x': 5, 'y': 2598}, {'x': 6, 'y': 1586}, {'x': 7, 'y': 1083}, {'x': 8, 'y': 783}, {'x': 9, 'y': 685}, {'x': 10, 'y': 602}, {'x': 11, 'y': 578}, {'x': 12, 'y': 355}, {'x': 13, 'y': 233}, {'x': 14, 'y': 96}, {'x': 15, 'y': 90}, {'x': 16, 'y': 66}, {'x': 17, 'y': 107}]}]","[{'key': 'Data', 'values': [{'x': 'Male', 'y': 7766}, {'x': 'Female', 'y': 6619}]}]","[{'key': 'Data', 'values': [{'x': 'White', 'y': 11762}, {'x': 'Black Or African American', 'y': 432}, {'x': 'American Indian Or Alaskan Native', 'y': 70}, {'x': 'Asian', 'y': 895}, {'x': 'Native Hawaiian & Other Pacific Islander', 'y': 8}, {'x': 'Other Race', 'y': 730}, {'x': 'Two Or More Races', 'y': 488}]}]","[{'key': 'Data', 'values': [{'x': 'Less Than High School Diploma', 'y': 240}, {'x': 'High School Graduate', 'y': 2381}, {'x': ""Associate's Degree"", 'y': 438}, {'x': ""Bachelor's Degree"", 'y': 3468}, {'x': ""Master's Degree"", 'y': 1893}, {'x': 'Professional School Degree', 'y': 277}, {'x': 'Doctorate Degree', 'y': 488}]}]","[{'key': 'Data', 'values': [{'x': 'Enrolled In Public School', 'y': 744}, {'x': 'Enrolled In Private School', 'y': 146}, {'x': 'Not Enrolled In School', 'y': 98}]}]"
