index_id_intake,animal_id_intake,datetime_intake,monthyear_intake,found_location,intake_type,intake_condition,animal_type_intake,sex_upon_intake,age_upon_intake,breed_intake,color_intake,Age_Upon_Intake(days),Age_Upon_Intake(years),age_range_intake,intake_month,intake_year,intake_weekday,intake_hour,intake_frequency,order_of_intake,breed_intake_subtype,breed_contains_pitbull,sex_upon_intake_subtype,time_in_shelter,days_in_shelter
143521,A864179,2022-08-22 13:39:00,Aug-22,2425 Cromwell Circle in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd Mix,Tan/Black,730,2,"(-0.001, 2.5]",8,2022,Monday,13,1,1,Mix,N,Female,16 days 10:55:47.648944,16
143400,A864180,2022-08-22 12:51:00,Aug-22,15524 Cottage Orchid Lane in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Australian Shepherd/Siberian Husky,Tan/Black,279,0.76,"(-0.001, 2.5]",8,2022,Monday,12,1,1,Purebreed,N,Female,16 days 11:43:47.648944,16
4942,A864256,2022-08-23 13:10:00,Aug-22,1606 Westmoor in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Torbie/White,31,0.08,"(-0.001, 2.5]",8,2022,Tuesday,13,1,1,Purebreed,N,Female,15 days 11:24:47.648944,15
99289,A864264,2022-08-23 13:45:00,Aug-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Pit Bull,Brown Brindle/White,1095,3,"(2.5, 5.0]",8,2022,Tuesday,13,1,1,Purebreed,Y,Female,15 days 10:49:47.648944,15
143362,A864268,2022-08-23 14:59:00,Aug-22,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby/White,31,0.08,"(-0.001, 2.5]",8,2022,Tuesday,14,1,1,Purebreed,N,Female,15 days 09:35:47.648944,15
143359,A864269,2022-08-23 14:59:00,Aug-22,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby/White,31,0.08,"(-0.001, 2.5]",8,2022,Tuesday,14,1,1,Purebreed,N,Female,15 days 09:35:47.648944,15
143360,A864270,2022-08-23 14:59:00,Aug-22,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby/White,31,0.08,"(-0.001, 2.5]",8,2022,Tuesday,14,1,1,Purebreed,N,Female,15 days 09:35:47.648944,15
143409,A864190,2022-08-22 13:25:00,Aug-22,7000 Onion Creek Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky,Black/White,730,2,"(-0.001, 2.5]",8,2022,Monday,13,1,1,Purebreed,N,Male,16 days 11:09:47.648944,16
143475,A864064,2022-08-19 18:13:00,Aug-22,3409 Dunliegh Drive in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,Pit Bull,Brown Brindle/White,730,2,"(-0.001, 2.5]",8,2022,Friday,18,1,1,Purebreed,Y,Female,19 days 06:21:47.648944,19
99201,A864193,2022-08-22 14:01:00,Aug-22,Burnet Rd And Teakwood Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair,Black,31,0.08,"(-0.001, 2.5]",8,2022,Monday,14,1,1,Purebreed,N,Male,16 days 10:33:47.648944,16
143361,A864271,2022-08-23 14:59:00,Aug-22,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby/White,31,0.08,"(-0.001, 2.5]",8,2022,Tuesday,14,1,1,Purebreed,N,Female,15 days 09:35:47.648944,15
143485,A864273,2022-08-23 15:12:00,Aug-22,6308 Waynesburg Cv in Austin (TX),Stray,Normal,Cat,Unknown,5 months,Domestic Shorthair,Gray Tabby/White,155,0.42,"(-0.001, 2.5]",8,2022,Tuesday,15,1,1,Purebreed,N,Male,15 days 09:22:47.648944,15
143487,A864274,2022-08-23 15:44:00,Aug-22,1001 W Rundberg Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,White/Gray,365,1,"(-0.001, 2.5]",8,2022,Tuesday,15,1,1,Purebreed,N,Male,15 days 08:50:47.648944,15
51375,A864197,2022-08-22 14:24:00,Aug-22,2525 Ih 35 Frontage Road in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Blue/White,124,0.34,"(-0.001, 2.5]",8,2022,Monday,14,1,1,Purebreed,N,Female,16 days 10:10:47.648944,16
143331,A864065,2022-08-19 17:48:00,Aug-22,4806 Navarro Creek in Travis (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby,28,0.08,"(-0.001, 2.5]",8,2022,Friday,17,1,1,Purebreed,N,Male,19 days 06:46:47.648944,19
115772,A864199,2022-08-22 14:24:00,Aug-22,2525 Ih 35 Frontage Road in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Black/White,124,0.34,"(-0.001, 2.5]",8,2022,Monday,14,1,1,Purebreed,N,Female,16 days 10:10:47.648944,16
126164,A864275,2022-08-23 15:28:00,Aug-22,7810 Old Bee Caves Rd in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,German Shepherd/Great Pyrenees,Sable/Cream,155,0.42,"(-0.001, 2.5]",8,2022,Tuesday,15,1,1,Purebreed,N,Female,15 days 09:06:47.648944,15
143527,A864200,2022-08-22 15:17:00,Aug-22,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,5 months,Domestic Shorthair,Cream Tabby/White,155,0.42,"(-0.001, 2.5]",8,2022,Monday,15,1,1,Purebreed,N,Female,16 days 09:17:47.648944,16
143332,A864066,2022-08-19 17:48:00,Aug-22,4806 Navarro Creek in Travis (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby,28,0.08,"(-0.001, 2.5]",8,2022,Friday,17,1,1,Purebreed,N,Male,19 days 06:46:47.648944,19
143477,A864205,2022-08-22 15:43:00,Aug-22,1156 W Cesar Chavez in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Labrador Retriever/Boxer,Black/White,155,0.42,"(-0.001, 2.5]",8,2022,Monday,15,1,1,Purebreed,N,Male,16 days 08:51:47.648944,16
94868,A864276,2022-08-23 15:28:00,Aug-22,7810 Old Bee Caves Rd in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,German Shepherd/Great Pyrenees,Black/Cream,155,0.42,"(-0.001, 2.5]",8,2022,Tuesday,15,1,1,Purebreed,N,Female,15 days 09:06:47.648944,15
143328,A864067,2022-08-19 17:48:00,Aug-22,4806 Navarro Creek in Travis (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Brown Tabby,28,0.08,"(-0.001, 2.5]",8,2022,Friday,17,1,1,Purebreed,N,Male,19 days 06:46:47.648944,19
100603,A864281,2022-08-23 16:02:00,Aug-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,7 months,Dalmatian Mix,White,217,0.59,"(-0.001, 2.5]",8,2022,Tuesday,16,1,1,Mix,N,Female,15 days 08:32:47.648944,15
143364,A864283,2022-08-23 16:56:00,Aug-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Yellow,62,0.17,"(-0.001, 2.5]",8,2022,Tuesday,16,1,1,Mix,N,Female,15 days 07:38:47.648944,15
143526,A864206,2022-08-22 15:43:00,Aug-22,1156 W Cesar Chavez in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pembroke Welsh Corgi/Labrador Retriever,Tan/White,730,2,"(-0.001, 2.5]",8,2022,Monday,15,1,1,Purebreed,N,Male,16 days 08:51:47.648944,16
143326,A864068,2022-08-19 17:48:00,Aug-22,4806 Navarro Creek in Travis (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Longhair,Brown Tabby,28,0.08,"(-0.001, 2.5]",8,2022,Friday,17,1,1,Purebreed,N,Male,19 days 06:46:47.648944,19
143314,A864312,2022-08-24 11:26:00,Aug-22,609 Clayton Ln in Austin (TX),Public Assist,Injured,Dog,Intact Male,1 year,German Shepherd,Brown,365,1,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebreed,N,Male,14 days 13:08:47.648944,14
143536,A864284,2022-08-23 16:39:00,Aug-22,9201 Quail Rock Circle Dr in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Brown Brindle,730,2,"(-0.001, 2.5]",8,2022,Tuesday,16,1,1,Purebreed,Y,Female,15 days 07:55:47.648944,15
143368,A864071,2022-08-19 17:48:00,Aug-22,4806 Navarro Creek in Travis (TX),Stray,Normal,Dog,Intact Female,3 months,Labrador Retriever Mix,White/Tan,93,0.25,"(-0.001, 2.5]",8,2022,Friday,17,1,1,Mix,N,Female,19 days 06:46:47.648944,19
143512,A864290,2022-08-23 17:40:00,Aug-22,6934 E Ben White Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Black,365,1,"(-0.001, 2.5]",8,2022,Tuesday,17,1,1,Purebreed,N,Male,15 days 06:54:47.648944,15
143373,A864396,2022-08-25 11:05:00,Aug-22,Parker Ln And Woodward St in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Alaskan Malamute,White/Black,365,1,"(-0.001, 2.5]",8,2022,Thursday,11,1,1,Purebreed,N,Male,13 days 13:29:47.648944,13
143422,A864400,2022-08-25 11:46:00,Aug-22,1104 E 2Nd St in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue/White,28,0.08,"(-0.001, 2.5]",8,2022,Thursday,11,1,1,Purebreed,N,Male,13 days 12:48:47.648944,13
143355,A864313,2022-08-24 11:15:00,Aug-22,E Martin Luther King Jr Blvd And Broadhill Dr in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,German Shepherd,Black/Tan,93,0.25,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebreed,N,Male,14 days 13:19:47.648944,14
143683,A864319,2022-08-24 11:36:00,Aug-22,9700 Us 290 in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,German Shepherd/Siberian Husky,Black/Red,217,0.59,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebreed,N,Male,14 days 12:58:47.648944,14
143532,A864321,2022-08-24 11:53:00,Aug-22,E Rundberg Lane And Aberdeen Way in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd,Red/Black,730,2,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebreed,N,Female,14 days 12:41:47.648944,14
143327,A864322,2022-08-24 11:24:00,Aug-22,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Tortie,124,0.34,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebreed,N,Female,14 days 13:10:47.648944,14
143330,A864323,2022-08-24 11:24:00,Aug-22,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,7 months,Domestic Medium Hair,Blue Tabby,217,0.59,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebreed,N,Female,14 days 13:10:47.648944,14
143425,A864401,2022-08-25 11:46:00,Aug-22,1104 E 2Nd St in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Black,28,0.08,"(-0.001, 2.5]",8,2022,Thursday,11,1,1,Purebreed,N,Male,13 days 12:48:47.648944,13
143325,A864324,2022-08-24 11:24:00,Aug-22,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Shorthair,White/Blue Tabby,365,1,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebreed,N,Male,14 days 13:10:47.648944,14
143690,A864460,2022-08-26 11:39:00,Aug-22,Bolm Road in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Chihuahua Shorthair,Red/Black,155,0.42,"(-0.001, 2.5]",8,2022,Friday,11,1,1,Purebreed,N,Male,12 days 12:55:47.648944,12
143329,A864325,2022-08-24 11:24:00,Aug-22,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Orange Tabby/White,365,1,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebreed,N,Female,14 days 13:10:47.648944,14
143335,A864327,2022-08-24 11:24:00,Aug-22,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Torbie/White,365,1,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebreed,N,Female,14 days 13:10:47.648944,14
143429,A864402,2022-08-25 11:46:00,Aug-22,1104 E 2Nd St in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Tortie,28,0.08,"(-0.001, 2.5]",8,2022,Thursday,11,1,1,Purebreed,N,Female,13 days 12:48:47.648944,13
143421,A864461,2022-08-26 11:25:00,Aug-22,12809 Shadowlawn Terrace in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black/White,62,0.17,"(-0.001, 2.5]",8,2022,Friday,11,1,1,Purebreed,N,Male,12 days 13:09:47.648944,12
143424,A864414,2022-08-25 13:54:00,Aug-22,Airport Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Black/White,28,0.08,"(-0.001, 2.5]",8,2022,Thursday,13,1,1,Purebreed,N,Male,13 days 10:40:47.648944,13
143349,A864328,2022-08-24 11:24:00,Aug-22,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,5 months,Domestic Shorthair,Torbie,155,0.42,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebreed,N,Female,14 days 13:10:47.648944,14
143382,A864415,2022-08-25 13:55:00,Aug-22,15702 Pocmont Trail in Austin (TX),Public Assist,Injured,Dog,Intact Male,2 years,Great Pyrenees Mix,Tan/White,730,2,"(-0.001, 2.5]",8,2022,Thursday,13,1,1,Mix,N,Male,13 days 10:39:47.648944,13
143522,A864330,2022-08-24 11:24:00,Aug-22,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Medium Hair,Blue Tabby/White,365,1,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebreed,N,Male,14 days 13:10:47.648944,14
143418,A864462,2022-08-26 11:25:00,Aug-22,12809 Shadowlawn Terrace in Travis (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Black/White,93,0.25,"(-0.001, 2.5]",8,2022,Friday,11,1,1,Purebreed,N,Male,12 days 13:09:47.648944,12
143531,A864335,2022-08-24 12:26:00,Aug-22,183 And 71 Highway in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Great Pyrenees,White/Black,365,1,"(-0.001, 2.5]",8,2022,Wednesday,12,1,1,Purebreed,N,Female,14 days 12:08:47.648944,14
143406,A864416,2022-08-26 10:50:00,Aug-22,12201 Briarcreek Loop in Travis (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Orange Tabby,365,1,"(-0.001, 2.5]",8,2022,Friday,10,1,1,Purebreed,N,Male,12 days 13:44:47.648944,12
143427,A864463,2022-08-26 12:12:00,Aug-22,1520 Ruthford Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Bulldog,Chocolate/White,730,2,"(-0.001, 2.5]",8,2022,Friday,12,1,1,Purebreed,N,Male,12 days 12:22:47.648944,12
143387,A864420,2022-08-25 14:19:00,Aug-22,San Marcos St And E 8Th St in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Orange Tabby,124,0.34,"(-0.001, 2.5]",8,2022,Thursday,14,1,1,Purebreed,N,Female,13 days 10:15:47.648944,13
143612,A864338,2022-08-24 13:41:00,Aug-22,10010 Anderson Mill Rd in Austin (TX),Stray,Normal,Dog,Intact Female,11 months,Labrador Retriever,Black,341,0.93,"(-0.001, 2.5]",8,2022,Wednesday,13,1,1,Purebreed,N,Female,14 days 10:53:47.648944,14
143392,A864423,2022-08-25 15:16:00,Aug-22,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby,365,1,"(-0.001, 2.5]",8,2022,Thursday,15,1,1,Purebreed,N,Male,13 days 09:18:47.648944,13
143688,A864464,2022-08-26 12:21:00,Aug-22,5201 Ross Rd in Travis (TX),Stray,Normal,Dog,Intact Female,3 months,Plott Hound,Brown Brindle,93,0.25,"(-0.001, 2.5]",8,2022,Friday,12,1,1,Purebreed,N,Female,12 days 12:13:47.648944,12
143390,A864427,2022-08-25 15:41:00,Aug-22,Parkfield Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Toy Fox Terrier,Tricolor,730,2,"(-0.001, 2.5]",8,2022,Thursday,15,1,1,Purebreed,N,Male,13 days 08:53:47.648944,13
143416,A864346,2022-08-24 15:05:00,Aug-22,124 W Anderson Ln in Austin (TX),Stray,Neonatal,Cat,Intact Female,4 weeks,Domestic Shorthair,White/Black,28,0.08,"(-0.001, 2.5]",8,2022,Wednesday,15,1,1,Purebreed,N,Female,14 days 09:29:47.648944,14
143420,A864347,2022-08-24 15:05:00,Aug-22,124 W Anderson Ln in Austin (TX),Stray,Neonatal,Cat,Intact Male,4 weeks,Domestic Shorthair,White/Black,28,0.08,"(-0.001, 2.5]",8,2022,Wednesday,15,1,1,Purebreed,N,Male,14 days 09:29:47.648944,14
143430,A864466,2022-08-26 12:29:00,Aug-22,Carson Creek Blvd And Thornberry Rd in Travis (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever,Buff,62,0.17,"(-0.001, 2.5]",8,2022,Friday,12,1,1,Purebreed,N,Male,12 days 12:05:47.648944,12
143419,A864349,2022-08-24 15:05:00,Aug-22,124 W Anderson Ln in Austin (TX),Stray,Neonatal,Cat,Intact Female,1 month,Domestic Shorthair,Black,31,0.08,"(-0.001, 2.5]",8,2022,Wednesday,15,1,1,Purebreed,N,Female,14 days 09:29:47.648944,14
143346,A864355,2022-08-24 17:48:00,Aug-22,502 Longspur Blvd in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull,Gray,730,2,"(-0.001, 2.5]",8,2022,Wednesday,17,1,1,Purebreed,Y,Male,14 days 06:46:47.648944,14
143337,A864356,2022-08-24 15:22:00,Aug-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Catahoula,Black/White,365,1,"(-0.001, 2.5]",8,2022,Wednesday,15,1,1,Purebreed,N,Female,14 days 09:12:47.648944,14
143340,A864358,2022-08-24 15:22:00,Aug-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Catahoula,Tricolor,365,1,"(-0.001, 2.5]",8,2022,Wednesday,15,1,1,Purebreed,N,Female,14 days 09:12:47.648944,14
143396,A864431,2022-08-25 16:40:00,Aug-22,6908 Cameron Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Black Mouth Cur,Tan/Black,62,0.17,"(-0.001, 2.5]",8,2022,Thursday,16,1,1,Purebreed,N,Female,13 days 07:54:47.648944,13
143691,A864435,2022-08-25 17:29:00,Aug-22,8800 North Ih35 in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Plott Hound Mix,Brown Brindle/White,155,0.42,"(-0.001, 2.5]",8,2022,Thursday,17,1,1,Mix,N,Female,13 days 07:05:47.648944,13
143611,A864437,2022-08-25 17:53:00,Aug-22,Decker Ln And Loyola Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Beagle,Buff,62,0.17,"(-0.001, 2.5]",8,2022,Thursday,17,1,1,Purebreed,N,Male,13 days 06:41:47.648944,13
143608,A864438,2022-08-25 17:53:00,Aug-22,Decker Ln And Loyola Ln in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Beagle,Tan,62,0.17,"(-0.001, 2.5]",8,2022,Thursday,17,1,1,Purebreed,N,Female,13 days 06:41:47.648944,13
143616,A864439,2022-08-25 17:53:00,Aug-22,Decker Ln And Loyola Ln in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Boxer/Labrador Retriever,Tricolor,93,0.25,"(-0.001, 2.5]",8,2022,Thursday,17,1,1,Purebreed,N,Male,13 days 06:41:47.648944,13
143402,A864444,2022-08-26 08:25:00,Aug-22,6603 Mira Loma Ln in Austin (TX),Stray,Injured,Dog,Intact Female,1 year,Pit Bull Mix,Black/White,365,1,"(-0.001, 2.5]",8,2022,Friday,8,1,1,Mix,Y,Female,12 days 16:09:47.648944,12
143423,A864450,2022-08-26 11:00:00,Aug-22,9414 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,American Bulldog,Brown Brindle,1460,4,"(2.5, 5.0]",8,2022,Friday,11,1,1,Purebreed,N,Female,12 days 13:34:47.648944,12
143407,A864451,2022-08-26 11:00:00,Aug-22,415 Blorage Dr in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair,Black,365,1,"(-0.001, 2.5]",8,2022,Friday,11,1,1,Purebreed,N,Male,12 days 13:34:47.648944,12
143412,A864452,2022-08-26 11:00:00,Aug-22,415 Blorage Dr in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair,Black,365,1,"(-0.001, 2.5]",8,2022,Friday,11,1,1,Purebreed,N,Male,12 days 13:34:47.648944,12
143415,A864459,2022-08-26 11:25:00,Aug-22,12809 Shadowlawn Terrace in Travis (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Calico,62,0.17,"(-0.001, 2.5]",8,2022,Friday,11,1,1,Purebreed,N,Female,12 days 13:09:47.648944,12
143559,A864615,2022-08-29 13:18:00,Aug-22,1201 Peyton Gin in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,German Shepherd Mix,Brown/Black,155,0.42,"(-0.001, 2.5]",8,2022,Monday,13,1,1,Mix,N,Female,9 days 11:16:47.648944,9
143687,A864617,2022-08-29 12:57:00,Aug-22,Fletcher Ln And Hwy 71 in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Black/White,365,1,"(-0.001, 2.5]",8,2022,Monday,12,1,1,Purebreed,Y,Male,9 days 11:37:47.648944,9
143557,A864619,2022-08-29 13:18:00,Aug-22,1201 Peyton Gin in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,German Shepherd Mix,Black Brindle/Brown,155,0.42,"(-0.001, 2.5]",8,2022,Monday,13,1,1,Mix,N,Female,9 days 11:16:47.648944,9
143573,A864621,2022-08-29 14:44:00,Aug-22,2200 Willow Creek Drive in Austin (TX),Stray,Sick,Cat,Intact Male,3 weeks,Domestic Medium Hair,Blue,21,0.06,"(-0.001, 2.5]",8,2022,Monday,14,1,1,Purebreed,N,Male,9 days 09:50:47.648944,9
143567,A864622,2022-08-29 14:46:00,Aug-22,2200 Willow Creek Drive in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Longhair,Brown Tabby,21,0.06,"(-0.001, 2.5]",8,2022,Monday,14,1,1,Purebreed,N,Male,9 days 09:48:47.648944,9
143570,A864624,2022-08-29 14:15:00,Aug-22,Walnut Creek Park in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Blue/White,730,2,"(-0.001, 2.5]",8,2022,Monday,14,1,1,Purebreed,Y,Male,9 days 10:19:47.648944,9
143620,A864628,2022-08-29 14:52:00,Aug-22,16601 Round Mountain Rd in Travis (TX),Stray,Normal,Dog,Intact Female,5 months,Australian Cattle Dog,Blue Tick,155,0.42,"(-0.001, 2.5]",8,2022,Monday,14,1,1,Purebreed,N,Female,9 days 09:42:47.648944,9
143352,A864361,2022-08-24 16:48:00,Aug-22,3900 Threadgill St in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Blue,93,0.25,"(-0.001, 2.5]",8,2022,Wednesday,16,1,1,Purebreed,N,Male,14 days 07:46:47.648944,14
143774,A864364,2022-08-24 17:15:00,Aug-22,1901 Onion Creek Parkway in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Great Dane Mix,Brown Merle,155,0.42,"(-0.001, 2.5]",8,2022,Wednesday,17,1,1,Mix,N,Male,14 days 07:19:47.648944,14
143358,A864370,2022-08-24 17:50:00,Aug-22,N Interstate 35 Frontage Rd And E Anderson Ln in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Snowshoe,Lilac Point,28,0.08,"(-0.001, 2.5]",8,2022,Wednesday,17,1,1,Purebreed,N,Male,14 days 06:44:47.648944,14
143530,A864378,2022-08-24 18:38:00,Aug-22,24601 Anderson Trl in Travis (TX),Stray,Normal,Dog,Intact Female,5 years,German Shepherd,Sable,1825,5,"(2.5, 5.0]",8,2022,Wednesday,18,1,1,Purebreed,N,Female,14 days 05:56:47.648944,14
143499,A864526,2022-08-27 14:54:00,Aug-22,6500 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,German Shepherd/Labrador Retriever,Tan/Black,365,1,"(-0.001, 2.5]",8,2022,Saturday,14,1,1,Purebreed,N,Female,11 days 09:40:47.648944,11
143498,A864527,2022-08-27 14:54:00,Aug-22,6500 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,German Shepherd/Labrador Retriever,Tan/Black,365,1,"(-0.001, 2.5]",8,2022,Saturday,14,1,1,Purebreed,N,Female,11 days 09:40:47.648944,11
143528,A864531,2022-08-27 16:50:00,Aug-22,2240 Braker in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Mastiff/Labrador Retriever,Brown/White,1825,5,"(2.5, 5.0]",8,2022,Saturday,16,1,1,Purebreed,N,Female,11 days 07:44:47.648944,11
143513,A864532,2022-08-27 16:50:00,Aug-22,2240 Braker in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Labrador Retriever,Black/White,1825,5,"(2.5, 5.0]",8,2022,Saturday,16,1,1,Purebreed,N,Male,11 days 07:44:47.648944,11
143514,A864535,2022-08-27 17:06:00,Aug-22,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,5 months,Anatol Shepherd Mix,White/Tricolor,155,0.42,"(-0.001, 2.5]",8,2022,Saturday,17,1,1,Mix,N,Male,11 days 07:28:47.648944,11
143699,A864537,2022-08-27 18:01:00,Aug-22,Outside Jurisdiction,Stray,Normal,Dog,Intact Male,2 months,Treeing Walker Coonhound Mix,Tricolor,62,0.17,"(-0.001, 2.5]",8,2022,Saturday,18,1,1,Mix,N,Male,11 days 06:33:47.648944,11
143698,A864538,2022-08-27 18:01:00,Aug-22,Outside Jurisdiction,Stray,Normal,Dog,Intact Female,2 months,Treeing Walker Coonhound Mix,Brown Brindle,62,0.17,"(-0.001, 2.5]",8,2022,Saturday,18,1,1,Mix,N,Female,11 days 06:33:47.648944,11
143686,A864539,2022-08-27 18:11:00,Aug-22,27209 S Pleasant Valley in Austin (TX),Stray,Normal,Dog,Intact Female,4 months,Siberian Husky Mix,Red,124,0.34,"(-0.001, 2.5]",8,2022,Saturday,18,1,1,Mix,N,Female,11 days 06:23:47.648944,11
143511,A864543,2022-08-27 19:09:00,Aug-22,9024 Northgate Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,11 months,German Shepherd,Tan,341,0.93,"(-0.001, 2.5]",8,2022,Saturday,19,1,1,Purebreed,N,Male,11 days 05:25:47.648944,11
143515,A864554,2022-08-28 11:56:00,Aug-22,Ceasar Chavez in Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Staffordshire Mix,Tan/Black,1460,4,"(2.5, 5.0]",8,2022,Sunday,11,1,1,Mix,N,Male,10 days 12:38:47.648944,10
143524,A864561,2022-08-28 16:11:00,Aug-22,7707 Peaceful Hill Lane in Austin (TX),Stray,Injured,Dog,Intact Male,1 year,Pit Bull,Blue/White,365,1,"(-0.001, 2.5]",8,2022,Sunday,16,1,1,Purebreed,Y,Male,10 days 08:23:47.648944,10
