index_id_intake,animal_id_intake,datetime_intake,monthyear_intake,found_location,intake_type,intake_condition,animal_type_intake,sex_upon_intake,age_upon_intake,breed_intake,color_intake,Age_Upon_Intake(days),Age_Upon_Intake(years),age_range_intake,intake_month,intake_year,intake_weekday,intake_hour,intake_frequency,order_of_intake,breed_intake_subtype,breed_contains_pitbull,sex_upon_intake_subtype,time_in_shelter,days_in_shelter
143744,A552059,2022-08-31 15:56:00,Aug-22,Austin (TX),Stray,Aged,Dog,Intact Female,13 years,English Foxhound Mix,Brown/White,4745,13,"(12.5, 15.0]",8,2022,Wednesday,15,2,2,Mix,N,Female,7 days 08:38:47.648944,7
143746,A605245,2022-08-31 15:22:00,Aug-22,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,11 years,Pit Bull Mix,Brown Merle,4015,11,"(10.0, 12.5]",8,2022,Wednesday,15,1,1,Mix,Y,Female,7 days 09:12:47.648944,7
5820,A636629,2014-09-07 16:31:00,Sep-14,706 Terrace Mountain Drive in Austin (TX),Stray,Normal,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Tortie,1460,4,"(2.5, 5.0]",9,2014,Sunday,16,1,1,Mix,N,Female,2922 days 08:03:47.648944,2922
33808,A645513,2015-05-18 07:30:00,May-15,3001 Sauls in Austin (TX),Stray,Injured,Cat,Neutered Male,6 years,Domestic Longhair Mix,Cream Tabby/White,2190,6,"(5.0, 7.5]",5,2015,Monday,7,1,1,Mix,N,Male,2669 days 17:04:47.648944,2669
41202,A635918,2022-06-19 20:09:00,Jun-22,1212 W Ben White Apt 217 in Austin (TX),Public Assist,Normal,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,Red,3650,10,"(7.5, 10.0]",6,2022,Sunday,20,1,1,Mix,N,Male,80 days 04:25:47.648944,80
64486,A650409,2022-07-05 11:52:00,Jul-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,10 years,Australian Kelpie/Pit Bull,Black,3650,10,"(7.5, 10.0]",7,2022,Tuesday,11,6,6,Purebreed,Y,Female,64 days 12:42:47.648944,64
55914,A650532,2022-06-09 17:13:00,Jun-22,Baylor Street At Parkway in Austin (TX),Stray,Normal,Dog,Intact Male,9 years,Pit Bull,Black Brindle/White,3285,9,"(7.5, 10.0]",6,2022,Thursday,17,1,1,Purebreed,Y,Male,90 days 07:21:47.648944,90
74777,A668976,2022-07-26 13:12:00,Jul-22,Austin (TX),Stray,Normal,Dog,Neutered Male,11 years,Rhod Ridgeback Mix,Brown,4015,11,"(10.0, 12.5]",7,2022,Tuesday,13,2,2,Mix,N,Male,43 days 11:22:47.648944,43
94807,A655093,2021-10-01 12:13:00,Oct-21,Manor (TX),Owner Surrender,Normal,Dog,Neutered Male,9 years,Labrador Retriever/Chow Chow,Brown/Black,3285,9,"(7.5, 10.0]",10,2021,Friday,12,1,1,Purebreed,N,Male,341 days 12:21:47.648944,341
143764,A663813,2022-09-01 09:33:00,Sep-22,6813 Crystalbrook Dr in Austin (TX),Stray,Sick,Dog,Neutered Male,9 years,Pit Bull Mix,Fawn/White,3285,9,"(7.5, 10.0]",9,2022,Thursday,9,1,1,Mix,Y,Male,6 days 15:01:47.648944,6
45103,A715704,2022-07-14 14:22:00,Jul-22,11213 Metric Blvd in Austin (TX),Stray,Injured,Dog,Neutered Male,8 years,Boxer/Beagle,White/Brown,2920,8,"(7.5, 10.0]",7,2022,Thursday,14,3,3,Purebreed,N,Male,55 days 10:12:47.648944,55
11851,A710738,2022-05-04 15:16:00,May-22,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Blue Tabby,2190,6,"(5.0, 7.5]",5,2022,Wednesday,15,3,3,Mix,N,Female,126 days 09:18:47.648944,126
107403,A714669,2021-11-08 17:01:00,Nov-21,1141 Richardine Avenue in Austin (TX),Stray,Injured,Dog,Intact Male,8 years,Pit Bull Mix,Black/White,2920,8,"(7.5, 10.0]",11,2021,Monday,17,7,7,Mix,Y,Male,303 days 06:33:47.648944,303
507,A728040,2021-10-06 11:47:00,Oct-21,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Labrador Retriever Mix,Chocolate/White,1825,5,"(2.5, 5.0]",10,2021,Wednesday,11,3,3,Mix,N,Male,336 days 12:47:47.648944,336
108601,A728833,2022-06-26 13:14:00,Jun-22,124 W Anderson Ln in Austin (TX),Stray,Normal,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Brown Tabby,2190,6,"(5.0, 7.5]",6,2022,Sunday,13,2,2,Mix,N,Female,73 days 11:20:47.648944,73
98423,A745344,2021-04-14 15:10:00,Apr-21,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Pit Bull Mix,White/Brown Brindle,2190,6,"(5.0, 7.5]",4,2021,Wednesday,15,2,2,Mix,Y,Female,511 days 09:24:47.648944,511
134687,A732175,2022-06-07 18:18:00,Jun-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,7 years,Pit Bull Mix,White/Gray,2555,7,"(5.0, 7.5]",6,2022,Tuesday,18,2,2,Mix,Y,Female,92 days 06:16:47.648944,92
34430,A734396,2021-08-05 18:06:00,Aug-21,2323 San Antonio Road in Austin (TX),Public Assist,Normal,Cat,Spayed Female,12 years,Domestic Shorthair Mix,Torbie,4380,12,"(10.0, 12.5]",8,2021,Thursday,18,3,3,Mix,N,Female,398 days 06:28:47.648944,398
143752,A760881,2022-08-31 16:44:00,Aug-22,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Belgian Malinois Mix,Tan/Black,1825,5,"(2.5, 5.0]",8,2022,Wednesday,16,2,2,Mix,N,Male,7 days 07:50:47.648944,7
132069,A756739,2022-05-26 16:53:00,May-22,13838 The Lakes in Travis (TX),Stray,Normal,Dog,Neutered Male,4 years,Pit Bull Mix,White/Brown,1460,4,"(2.5, 5.0]",5,2022,Thursday,16,2,2,Mix,Y,Male,104 days 07:41:47.648944,104
85527,A766043,2022-06-04 16:07:00,Jun-22,6402 Ponca Street in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Pit Bull Mix,Blue,1825,5,"(2.5, 5.0]",6,2022,Saturday,16,2,2,Mix,Y,Male,95 days 08:27:47.648944,95
25170,A764602,2021-06-02 16:17:00,Jun-21,8403 Colony Loop in Austin (TX),Stray,Sick,Dog,Intact Male,8 years,Pit Bull Mix,Black,2920,8,"(7.5, 10.0]",6,2021,Wednesday,16,2,2,Mix,Y,Male,462 days 08:17:47.648944,462
89184,A762495,2021-06-21 12:42:00,Jun-21,13713 Fallsprings Way in Travis (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Boxer/Black Mouth Cur,Red,1095,3,"(2.5, 5.0]",6,2021,Monday,12,1,1,Purebreed,N,Female,443 days 11:52:47.648944,443
7082,A764237,2017-12-26 12:08:00,Dec-17,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,10 years,Domestic Shorthair Mix,Brown Tabby,3650,10,"(7.5, 10.0]",12,2017,Tuesday,12,1,1,Mix,N,Female,1716 days 11:26:47.648944,1716
107736,A781500,2021-09-15 17:17:00,Sep-21,1408 Cool Shadow Drive in Travis (TX),Public Assist,Normal,Dog,Intact Female,4 years,Staffordshire,Black/White,1460,4,"(2.5, 5.0]",9,2021,Wednesday,17,2,2,Purebreed,N,Female,357 days 07:17:47.648944,357
10679,A766708,2022-08-23 13:45:00,Aug-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,5 years,Pit Bull Mix,White/Blue,1825,5,"(2.5, 5.0]",8,2022,Tuesday,13,3,3,Mix,Y,Male,15 days 10:49:47.648944,15
60394,A770617,2022-01-20 16:25:00,Jan-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Pit Bull Mix,Fawn/White,2190,6,"(5.0, 7.5]",1,2022,Thursday,16,2,2,Mix,Y,Female,230 days 07:09:47.648944,230
52562,A787167,2022-08-11 12:17:00,Aug-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Australian Shepherd Mix,Tan/White,1095,3,"(2.5, 5.0]",8,2022,Thursday,12,3,3,Mix,N,Male,27 days 12:17:47.648944,27
31278,A783382,2021-03-05 16:30:00,Mar-21,Outside Jurisdiction,Owner Surrender,Normal,Dog,Neutered Male,3 years,Pit Bull Mix,White/Black,1095,3,"(2.5, 5.0]",3,2021,Friday,16,2,2,Mix,Y,Male,551 days 07:04:47.648944,551
143599,A784942,2022-08-19 12:45:00,Aug-22,5611 Nancy Dr in Austin (TX),Stray,Normal,Cat,Spayed Female,4 years,Domestic Shorthair Mix,Torbie,1460,4,"(2.5, 5.0]",8,2022,Friday,12,2,2,Mix,N,Female,19 days 11:49:47.648944,19
73628,A785878,2022-05-14 18:36:00,May-22,1301 Crossing Place in Austin (TX),Stray,Normal,Dog,Neutered Male,5 years,Australian Cattle Dog/Labrador Retriever,Red Tick/White,1825,5,"(2.5, 5.0]",5,2022,Saturday,18,2,2,Purebreed,N,Male,116 days 05:58:47.648944,116
133116,A781644,2022-02-14 14:50:00,Feb-22,2207 Lou Neff in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Pit Bull Mix,Tan/White,1460,4,"(2.5, 5.0]",2,2022,Monday,14,2,2,Mix,Y,Female,205 days 08:44:47.648944,205
33138,A785294,2022-03-29 11:35:00,Mar-22,Ptarmigan Drive And Braker in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Brown Brindle/White,1095,3,"(2.5, 5.0]",3,2022,Tuesday,11,2,2,Mix,Y,Male,162 days 12:59:47.648944,162
115588,A801778,2022-06-29 11:05:00,Jun-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,American Pit Bull Terrier,Chocolate/White,1460,4,"(2.5, 5.0]",6,2022,Wednesday,11,3,3,Purebreed,Y,Female,70 days 13:29:47.648944,70
49113,A797692,2020-02-05 13:50:00,Feb-20,Austin (TX),Public Assist,Normal,Dog,Neutered Male,2 years,Pit Bull,Black/White,730,2,"(-0.001, 2.5]",2,2020,Wednesday,13,2,2,Purebreed,Y,Male,945 days 09:44:47.648944,945
92610,A799377,2022-06-29 13:07:00,Jun-22,6301 Harold Court in Austin (TX),Stray,Normal,Dog,Neutered Male,3 years,Labrador Retriever Mix,Fawn/Black,1095,3,"(2.5, 5.0]",6,2022,Wednesday,13,3,3,Mix,N,Male,70 days 11:27:47.648944,70
3397,A788916,2021-09-13 18:22:00,Sep-21,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Boxer Mix,Brown Brindle/White,730,2,"(-0.001, 2.5]",9,2021,Monday,18,3,3,Mix,N,Male,359 days 06:12:47.648944,359
133048,A789320,2022-07-07 13:40:00,Jul-22,Braker Lane And Parkfield in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Pit Bull Mix,White/Black,1460,4,"(2.5, 5.0]",7,2022,Thursday,13,2,2,Mix,Y,Male,62 days 10:54:47.648944,62
43879,A794544,2021-07-29 18:16:00,Jul-21,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Pit Bull Mix,Yellow Brindle/White,1460,4,"(2.5, 5.0]",7,2021,Thursday,18,4,4,Mix,Y,Male,405 days 06:18:47.648944,405
21458,A794579,2022-08-16 10:43:00,Aug-22,Austin (TX),Public Assist,Normal,Dog,Intact Male,5 years,Dachshund/Boston Terrier,Brown Brindle,1825,5,"(2.5, 5.0]",8,2022,Tuesday,10,2,2,Purebreed,N,Male,22 days 13:51:47.648944,22
105732,A806429,2022-08-18 13:53:00,Aug-22,1700 Teri Rd in Austin (TX),Public Assist,Normal,Dog,Neutered Male,4 years,Boxer,Brown Brindle/White,1460,4,"(2.5, 5.0]",8,2022,Thursday,13,3,3,Purebreed,N,Male,20 days 10:41:47.648944,20
143578,A802591,2022-08-29 16:06:00,Aug-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Boxer,Tan/White,1095,3,"(2.5, 5.0]",8,2022,Monday,16,2,2,Purebreed,N,Female,9 days 08:28:47.648944,9
110397,A804219,2022-04-29 16:43:00,Apr-22,204 W Parsons in Manor (TX),Public Assist,Injured,Dog,Intact Male,3 years,Pit Bull,Brown/White,1095,3,"(2.5, 5.0]",4,2022,Friday,16,2,2,Purebreed,Y,Male,131 days 07:51:47.648944,131
16043,A812967,2022-07-13 13:00:00,Jul-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Treeing Walker Coonhound Mix,White/Brown,1095,3,"(2.5, 5.0]",7,2022,Wednesday,13,3,3,Mix,N,Female,56 days 11:34:47.648944,56
143662,A809170,2022-08-30 16:07:00,Aug-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Australian Cattle Dog Mix,White/Black,1095,3,"(2.5, 5.0]",8,2022,Tuesday,16,2,2,Mix,N,Female,8 days 08:27:47.648944,8
75709,A810081,2020-01-21 12:36:00,Jan-20,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Pit Bull,Tan/White,365,1,"(-0.001, 2.5]",1,2020,Tuesday,12,2,2,Purebreed,Y,Female,960 days 10:58:47.648944,960
115379,A811989,2022-02-01 10:54:00,Feb-22,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 years,Catahoula/Boxer,Brown Brindle/White,1825,5,"(2.5, 5.0]",2,2022,Tuesday,10,2,2,Purebreed,N,Female,218 days 12:40:47.648944,218
87873,A812875,2022-01-04 11:15:00,Jan-22,8214 East Riverside in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,Pit Bull,Brown/White,1460,4,"(2.5, 5.0]",1,2022,Tuesday,11,4,4,Purebreed,Y,Female,246 days 12:19:47.648944,246
143762,A809273,2022-08-29 11:09:00,Aug-22,Loyola And Bryn Mawr in Austin (TX),Stray,Normal,Dog,Intact Male,4 years,Mastiff,White/Brown Brindle,1460,4,"(2.5, 5.0]",8,2022,Monday,11,3,3,Purebreed,N,Male,9 days 13:25:47.648944,9
35801,A809594,2022-08-22 11:26:00,Aug-22,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Labrador Retriever,Black,1095,3,"(2.5, 5.0]",8,2022,Monday,11,2,2,Purebreed,N,Female,16 days 13:08:47.648944,16
92197,A818370,2022-02-02 09:21:00,Feb-22,2301 Lawnmont Avenue in Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,9 years,Domestic Shorthair,Tortie/Tortie,3285,9,"(7.5, 10.0]",2,2022,Wednesday,9,2,2,Purebreed,N,Female,217 days 14:13:47.648944,217
141971,A821835,2021-03-02 15:19:00,Mar-21,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,5 years,Pit Bull,Blue Tiger/White,1825,5,"(2.5, 5.0]",3,2021,Tuesday,15,3,3,Purebreed,Y,Female,554 days 08:15:47.648944,554
84584,A825750,2022-03-01 13:26:00,Mar-22,1300 Parker Lane in Austin (TX),Owner Surrender,Injured,Dog,Neutered Male,5 years,Pit Bull Mix,Black/White,1825,5,"(2.5, 5.0]",3,2022,Tuesday,13,1,1,Mix,Y,Male,190 days 10:08:47.648944,190
132868,A822018,2022-08-17 11:19:00,Aug-22,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,2 years,Domestic Shorthair,Brown Tabby/White,730,2,"(-0.001, 2.5]",8,2022,Wednesday,11,2,2,Purebreed,N,Male,21 days 13:15:47.648944,21
40156,A823587,2021-12-09 13:34:00,Dec-21,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,American Pit Bull Terrier,Black/White,1825,5,"(2.5, 5.0]",12,2021,Thursday,13,2,2,Purebreed,Y,Female,272 days 10:00:47.648944,272
66680,A827054,2022-06-10 12:51:00,Jun-22,2405 Devonshire in Austin (TX),Public Assist,Normal,Dog,Neutered Male,3 years,Labrador Retriever,Tan/White,1095,3,"(2.5, 5.0]",6,2022,Friday,12,2,2,Purebreed,N,Male,89 days 11:43:47.648944,89
75208,A826905,2022-05-10 15:25:00,May-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Catahoula/Pit Bull,Blue Merle/White,1095,3,"(2.5, 5.0]",5,2022,Tuesday,15,5,5,Purebreed,Y,Female,120 days 09:09:47.648944,120
10332,A828658,2021-01-22 15:52:00,Jan-21,6104 Old Fredericksburg Road in Austin (TX),Stray,Injured,Cat,Intact Male,2 years,Domestic Shorthair,Brown Tabby,730,2,"(-0.001, 2.5]",1,2021,Friday,15,1,1,Purebreed,N,Male,593 days 07:42:47.648944,593
35055,A827672,2022-04-12 14:12:00,Apr-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Border Collie Mix,White/Brown,1460,4,"(2.5, 5.0]",4,2022,Tuesday,14,2,2,Mix,N,Female,148 days 10:22:47.648944,148
85328,A827522,2020-12-23 15:06:00,Dec-20,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Australian Shepherd/Labrador Retriever,Tan/White,1460,4,"(2.5, 5.0]",12,2020,Wednesday,15,1,1,Purebreed,N,Male,623 days 08:28:47.648944,623
143371,A833537,2022-08-25 11:18:00,Aug-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 years,German Shepherd,Black/Brown,2190,6,"(5.0, 7.5]",8,2022,Thursday,11,5,5,Purebreed,N,Male,13 days 13:16:47.648944,13
130526,A829344,2021-02-08 15:09:00,Feb-21,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 years,Black Mouth Cur/Pit Bull,Brown,2190,6,"(5.0, 7.5]",2,2021,Monday,15,1,1,Purebreed,Y,Male,576 days 08:25:47.648944,576
107143,A829757,2021-02-22 15:07:00,Feb-21,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,8 years,Domestic Shorthair,Orange Tabby/White,2920,8,"(7.5, 10.0]",2,2021,Monday,15,1,1,Purebreed,N,Female,562 days 08:27:47.648944,562
92043,A832508,2021-09-18 17:00:00,Sep-21,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,German Shepherd/Siberian Husky,Black/Tan,730,2,"(-0.001, 2.5]",9,2021,Saturday,17,2,2,Purebreed,N,Female,354 days 07:34:47.648944,354
50272,A828866,2022-01-03 12:45:00,Jan-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,American Staffordshire Terrier/Boxer,Brown Brindle/White,365,1,"(-0.001, 2.5]",1,2022,Monday,12,2,2,Purebreed,N,Male,247 days 10:49:47.648944,247
106184,A831926,2022-07-19 13:25:00,Jul-22,5403 Fairmont Circle in Austin (TX),Owner Surrender,Injured,Dog,Intact Male,1 year,Rat Terrier/Cardigan Welsh Corgi,Brown/White,365,1,"(-0.001, 2.5]",7,2022,Tuesday,13,1,1,Purebreed,N,Male,50 days 11:09:47.648944,50
30895,A832659,2021-06-10 18:05:00,Jun-21,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Pit Bull/Plott Hound,White/Brown Brindle,365,1,"(-0.001, 2.5]",6,2021,Thursday,18,2,2,Purebreed,Y,Female,454 days 06:29:47.648944,454
20175,A833548,2022-06-17 16:55:00,Jun-22,Travis (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,Pit Bull Mix,Red/White,1825,5,"(2.5, 5.0]",6,2022,Friday,16,2,2,Mix,Y,Female,82 days 07:39:47.648944,82
112780,A840106,2021-08-02 15:01:00,Aug-21,8400 Waxing Court in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black/White,730,2,"(-0.001, 2.5]",8,2021,Monday,15,1,1,Mix,Y,Male,401 days 09:33:47.648944,401
143609,A835010,2022-08-17 12:02:00,Aug-22,1811 Mearns Meadow in Austin (TX),Stray,Injured,Cat,Neutered Male,5 years,Domestic Shorthair,Brown Tabby/White,1825,5,"(2.5, 5.0]",8,2022,Wednesday,12,1,1,Purebreed,N,Male,21 days 12:32:47.648944,21
108678,A837907,2022-07-14 16:40:00,Jul-22,Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White,730,2,"(-0.001, 2.5]",7,2022,Thursday,16,2,2,Mix,Y,Male,55 days 07:54:47.648944,55
101338,A838265,2022-05-21 14:56:00,May-22,Emerald Wood And 1St in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Red Tick/Brown,365,1,"(-0.001, 2.5]",5,2022,Saturday,14,2,2,Mix,N,Male,109 days 09:38:47.648944,109
41521,A838267,2021-07-06 11:34:00,Jul-21,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,10 years,Golden Retriever Mix,Tan,3650,10,"(7.5, 10.0]",7,2021,Tuesday,11,1,1,Mix,N,Male,428 days 13:00:47.648944,428
122003,A839609,2022-03-07 16:17:00,Mar-22,1711 Rutland Drive in Austin (TX),Abandoned,Normal,Dog,Intact Male,2 years,Pit Bull Mix,White/Tan,730,2,"(-0.001, 2.5]",3,2022,Monday,16,1,1,Mix,Y,Male,184 days 07:17:47.648944,184
45689,A834618,2022-07-15 11:57:00,Jul-22,8404 Gilwice in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd Mix,Brown,730,2,"(-0.001, 2.5]",7,2022,Friday,11,1,1,Mix,N,Female,54 days 12:37:47.648944,54
55848,A838100,2021-07-02 15:11:00,Jul-21,5312 Harmon Avenue in Austin (TX),Stray,Injured,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Torbie,1825,5,"(2.5, 5.0]",7,2021,Friday,15,1,1,Mix,N,Female,432 days 09:23:47.648944,432
4467,A839452,2022-06-27 17:32:00,Jun-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,American Pit Bull Terrier,Brown Brindle/White,1095,3,"(2.5, 5.0]",6,2022,Monday,17,2,2,Purebreed,Y,Female,72 days 07:02:47.648944,72
28268,A841991,2021-09-07 21:48:00,Sep-21,2000 Rendova in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown/Brown Brindle,730,2,"(-0.001, 2.5]",9,2021,Tuesday,21,1,1,Mix,Y,Male,365 days 02:46:47.648944,365
78102,A840685,2021-08-12 09:19:00,Aug-21,1305 Walnut Avenue in Austin (TX),Stray,Normal,Dog,Intact Male,5 years,Pit Bull Mix,White/Black,1825,5,"(2.5, 5.0]",8,2021,Thursday,9,1,1,Mix,Y,Male,391 days 15:15:47.648944,391
109105,A841281,2022-06-07 10:44:00,Jun-22,13145 N 183 in Austin (TX),Abandoned,Injured,Dog,Neutered Male,1 year,Pit Bull Mix,Brown/White,365,1,"(-0.001, 2.5]",6,2022,Tuesday,10,3,3,Mix,Y,Male,92 days 13:50:47.648944,92
2479,A841392,2022-08-15 16:19:00,Aug-22,Austin (TX),Owner Surrender,Normal,Other,Intact Male,2 years,Guinea Pig,Tricolor,730,2,"(-0.001, 2.5]",8,2022,Monday,16,2,2,Purebreed,N,Male,23 days 08:15:47.648944,23
113754,A841393,2022-08-15 16:19:00,Aug-22,Austin (TX),Owner Surrender,Normal,Other,Intact Male,2 years,Guinea Pig,Black/Tricolor,730,2,"(-0.001, 2.5]",8,2022,Monday,16,2,2,Purebreed,N,Male,23 days 08:15:47.648944,23
6465,A841948,2021-09-07 11:03:00,Sep-21,Fm 1431 And Cow Creek in Travis (TX),Stray,Normal,Dog,Spayed Female,5 years,Pit Bull,Black/White,1825,5,"(2.5, 5.0]",9,2021,Tuesday,11,1,1,Purebreed,Y,Female,365 days 13:31:47.648944,365
78956,A842092,2021-09-09 12:59:00,Sep-21,1307 Harrison in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull/Labrador Retriever,Black/White,365,1,"(-0.001, 2.5]",9,2021,Thursday,12,1,1,Purebreed,Y,Male,363 days 11:35:47.648944,363
64890,A840302,2021-08-05 15:03:00,Aug-21,1003 West Rundberg Lane in Austin (TX),Stray,Normal,Dog,Intact Female,6 years,Labrador Retriever,Brown,2190,6,"(5.0, 7.5]",8,2021,Thursday,15,1,1,Purebreed,N,Female,398 days 09:31:47.648944,398
6424,A840773,2021-08-13 14:44:00,Aug-21,7201 Levander Loop in Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Labrador Retriever/Black/Tan Hound,Black,1825,5,"(2.5, 5.0]",8,2021,Friday,14,1,1,Purebreed,N,Female,390 days 09:50:47.648944,390
33712,A845575,2021-11-01 18:38:00,Nov-21,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White,730,2,"(-0.001, 2.5]",11,2021,Monday,18,1,1,Mix,Y,Male,310 days 05:56:47.648944,310
114052,A842286,2022-07-01 17:34:00,Jul-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull,Fawn/White,730,2,"(-0.001, 2.5]",7,2022,Friday,17,2,2,Purebreed,Y,Female,68 days 07:00:47.648944,68
143823,A842965,2022-09-01 12:35:00,Sep-22,14111 Dewberry Dr in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,730,2,"(-0.001, 2.5]",9,2022,Thursday,12,2,2,Mix,Y,Male,6 days 11:59:47.648944,6
110057,A843276,2022-05-13 15:24:00,May-22,Travis (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,American Pit Bull Terrier,Brown/White,365,1,"(-0.001, 2.5]",5,2022,Friday,15,2,2,Purebreed,Y,Male,117 days 09:10:47.648944,117
19741,A843647,2022-06-06 14:15:00,Jun-22,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Staffordshire Mix,Blue/White,1095,3,"(2.5, 5.0]",6,2022,Monday,14,2,2,Mix,N,Female,93 days 10:19:47.648944,93
127437,A844184,2021-10-13 11:05:00,Oct-21,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,4 years,Labrador Retriever Mix,Black/White,1460,4,"(2.5, 5.0]",10,2021,Wednesday,11,1,1,Mix,N,Male,329 days 13:29:47.648944,329
96809,A844379,2021-10-15 14:00:00,Oct-21,14600 Nova in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black,730,2,"(-0.001, 2.5]",10,2021,Friday,14,1,1,Mix,N,Female,327 days 10:34:47.648944,327
83234,A845244,2021-10-27 13:12:00,Oct-21,North Lamar And 51St Street in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Torbie,365,1,"(-0.001, 2.5]",10,2021,Wednesday,13,1,1,Purebreed,N,Female,315 days 11:22:47.648944,315
12378,A845411,2021-10-29 15:27:00,Oct-21,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Red/White,365,1,"(-0.001, 2.5]",10,2021,Friday,15,1,1,Mix,Y,Male,313 days 09:07:47.648944,313
143766,A842381,2022-04-04 16:23:00,Apr-22,4701 North Interstate Highway 35 in Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Alaskan Husky Mix,Black/White,730,2,"(-0.001, 2.5]",4,2022,Monday,16,2,2,Mix,N,Male,156 days 08:11:47.648944,156
65802,A843014,2021-09-25 08:19:00,Sep-21,4434 Frontier Trail in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Pit Bull,Brown/White,730,2,"(-0.001, 2.5]",9,2021,Saturday,8,1,1,Purebreed,Y,Male,347 days 16:15:47.648944,347
37437,A843470,2021-10-01 12:13:00,Oct-21,Manor (TX),Owner Surrender,Normal,Dog,Neutered Male,10 years,Labrador Retriever Mix,Black,3650,10,"(7.5, 10.0]",10,2021,Friday,12,1,1,Mix,N,Male,341 days 12:21:47.648944,341
58609,A843493,2022-07-18 15:21:00,Jul-22,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,4 years,Labrador Retriever,Black/White,1460,4,"(2.5, 5.0]",7,2022,Monday,15,2,2,Purebreed,N,Male,51 days 09:13:47.648944,51
