Index_ID,Animal_ID,Street Number,Street Name,City,St,Zip,,,,,,,
50594,782495,6305,Riverside Dr  ,Austin,TX,,,,,,,,
102775,763593,6801,Riverside Dr  ,Austin,TX,,,,,,,,
91179,756068,6814,Riverside Dr  ,Austin,TX,,,,,,,,
78353,672163,7307,Riverside Dr  ,Austin,TX,,,,,,,,
142568,743448,7401,Riverside Dr  ,Austin,TX,,,,,,,,
123085,850559,7900,Riverside Dr  ,Austin,TX,,,,,,,,
33802,735735,2101,Rivers Edge Way ,Austin,TX,,,,,,,,
102507,766805,2102,Rivers Edge Way ,Austin,TX,,,,,,,,
69852,700522,2704,Rivercrest Dr  ,Austin,TX,,,,,,,,
143239,787100,2706,Rivercrest Dr  ,Austin,TX,,,,,,,,
26277,790034,1408,Rivercliff Dr  ,Austin,TX,,,,,,,,
4487,730928,18300,River Timber Rd ,Del Valle,TX,,,,,,,,
43558,819393,18114,River Timber Dr ,Austin,TX,,,,,,,,
64,755102,18120,River Timber Dr ,Austin,TX,,,,,,,,
18096,708740,18300,River Timber Dr ,Austin,TX,,,,,,,,
22051,804362,18303,River Timber Dr ,Austin,TX,,,,,,,,
72008,746995,18602,River Timber Dr ,Austin,TX,,,,,,,,
76748,816795,18701,River Timber Dr ,Austin,TX,,,,,,,,
39538,730710,18300,River Timber Dr ,Del Valle,TX,,,,,,,,
85606,734402,18304,River Timber Dr ,Del Valle,TX,,,,,,,,
15354,750076,18509,River Timber Dr ,Del Valle,TX,,,,,,,,
141950,706979,18507,River Timber Dr ,Del Valle,TX,,,,,,,,
5999,691046,18202,River Timber Dr ,Austin,TX,,,,,,,,
123625,731987,18702,River Timber Dr ,Austin,TX,,,,,,,,
27686,856881,600,River St  ,Austin,TX,,,,,,,,
105539,710682,600,River St  ,Austin,TX,,,,,,,,
7180,702759,700,River St  ,Austin,TX,,,,,,,,
66376,742281,3617,River Rn  ,Austin,TX,,,,,,,,
9461,668439,3519,River Rd.  ,Austin,TX,,,,,,,,
8201,703570,3527,River Rd.  ,Austin,TX,,,,,,,,
22105,671205,3911,River Rd.  ,Austin,TX,,,,,,,,
65238,713631,3528,River Rd ,Cedar Park,TX,,,,,,,,
10506,767237,3113,River Rd ,Del Valle,TX,,,,,,,,
95667,701222,600,River Rd  ,Austin,TX,,,,,,,,
77997,782691,1408,River Rd  ,Austin,TX,,,,,,,,
62962,714594,3101,River Rd  ,Austin,TX,,,,,,,,
80647,633441,3105,River Rd  ,Austin,TX,,,,,,,,
12100,718097,3116,River Rd  ,Austin,TX,,,,,,,,
70268,785638,3214,River Rd  ,Austin,TX,,,,,,,,
108581,849075,3402,River Rd  ,Austin,TX,,,,,,,,
118904,724367,3410,River Rd  ,Austin,TX,,,,,,,,
4126,726381,3416,River Rd  ,Austin,TX,,,,,,,,
127225,808993,3500,River Rd  ,Austin,TX,,,,,,,,
9535,859317,3501,River Rd  ,Austin,TX,,,,,,,,
84728,730760,3502,River Rd  ,Austin,TX,,,,,,,,
14826,806250,3503,River Rd  ,Austin,TX,,,,,,,,
63320,846974,3505,River Rd  ,Austin,TX,,,,,,,,
88839,713269,3506,River Rd  ,Austin,TX,,,,,,,,
35538,686931,3507,River Rd  ,Austin,TX,,,,,,,,
45197,742281,3515,River Rd  ,Austin,TX,,,,,,,,
2064,804557,3519,River Rd  ,Austin,TX,,,,,,,,
22198,726390,3522,River Rd  ,Austin,TX,,,,,,,,
48097,713504,3528,River Rd  ,Austin,TX,,,,,,,,
29198,791734,3607,River Rd  ,Austin,TX,,,,,,,,
25912,675818,3703,River Rd  ,Austin,TX,,,,,,,,
5862,676624,3805,River Rd  ,Austin,TX,,,,,,,,
65667,748923,3901,River Rd  ,Austin,TX,,,,,,,,
103140,727929,3905,River Rd  ,Austin,TX,,,,,,,,
114774,671364,4002,River Rd  ,Austin,TX,,,,,,,,
36895,806510,4008,River Rd  ,Austin,TX,,,,,,,,
127849,685226,4107,River Rd  ,Austin,TX,,,,,,,,
93972,674106,4200,River Rd  ,Austin,TX,,,,,,,,
105569,849527,4204,River Rd  ,Austin,TX,,,,,,,,
10076,639534,4209,River Rd  ,Austin,TX,,,,,,,,
33337,825701,6517,River Rd  ,Austin,TX,,,,,,,,
3974,742648,10203,River Plantation Dr ,Austin,TX,,,,,,,,
120447,708373,10217,River Plantation Dr ,Austin,TX,,,,,,,,
19446,819159,11512,River Plantation Dr ,Austin,TX,,,,,,,,
109224,766772,11209,River Plantation Dr ,Austin,TX,,,,,,,,
23868,691423,6500,River Place Blvd ,Austin,TX,,,,,,,,
44496,667487,6109,River Place  ,Austin,TX,,,,,,,,
92077,827619,11705,River Oaks Trail ,Austin,TX,,,,,,,,
11728,816053,601,River Oaks Dr ,Austin,TX,,,,,,,,
38043,718022,609,River Oaks Dr ,Austin,TX,,,,,,,,
49087,801802,621,River Oaks Dr ,Austin,TX,,,,,,,,
61481,790256,910,River Oaks Dr ,Austin,TX,,,,,,,,
112403,847957,911,River Oaks Dr ,Austin,TX,,,,,,,,
7342,747792,11639,River Oaks Dr ,Austin,TX,,,,,,,,
20111,749679,1706,River Hills Rd ,Austin,TX,,,,,,,,
11768,788370,25613,River Fern Court ,Austin,TX,,,,,,,,
29828,803664,25601,River Fern Court ,Austin,TX,,,,,,,,
112830,798255,1823,River Crossing Circle ,Austin,TX,,,,,,,,
13126,729641,1834,River Crossing Circle ,Austin,TX,,,,,,,,
12817,715951,1841,River Crossing Circle ,Austin,TX,,,,,,,,
106308,770544,1845,River Crossing Circle ,Austin,TX,,,,,,,,
74506,747209,1849,River Crossing Circle ,Austin,TX,,,,,,,,
5351,705991,1824,River Crossing Circle,Austin,TX,,,,,,,,
130007,809835,13000,River Bend Rd ,Austin,TX,,,,,,,,
61627,749309,1395,River Bend Dr Blanco,Austin,TX,,,,,,,,
44973,777556,12405,River Bend  ,Austin,TX,,,,,,,,
16906,678501,2121,Rivena Dr  ,Austin,TX,,,,,,,,
5992,724545,7100,Ritchie Dr  ,Austin,TX,,,,,,,,
111107,838604,7103,Ritchie Dr  ,Austin,TX,,,,,,,,
15292,768409,7200,Ritchie Dr  ,Austin,TX,,,,,,,,
54869,739001,7201,Ritchie Dr  ,Austin,TX,,,,,,,,
135574,815258,7301,Ritchie Dr  ,Austin,TX,,,,,,,,
23151,724545,7211,Ritchie Dr  ,Austin,TX,,,,,,,,
38768,666373,7331,Ritchie Dr  ,Austin,TX,,,,,,,,
73693,769607,20412,Rita Blanca Circle  ,Pflugerville,TX,,,,,,,,
27966,714524,20409,Rita Blanca Circle,Austin,TX,,,,,,,,
135138,730234,20424,Rita Blanca Circle,Austin,TX,,,,,,,,
104664,772050,10207,Rising Smoke Loop ,Austin,TX,,,,,,,,
21951,797696,12013,Riprap Dr  ,Manor,TX,,,,,,,,
36993,821964,12106,Riprap Dr  ,Manor,TX,,,,,,,,
111280,788423,12107,Riprap Dr  ,Manor,TX,,,,,,,,
48751,820338,12216,Riprap Dr  ,Austin,TX,,,,,,,,
41558,839708,6607,Ripple Run  ,Austin,TX,,,,,,,,
3736,806251,6700,Ripple Run  ,Austin,TX,,,,,,,,
44392,744451,6702,Ripple Run  ,Austin,TX,,,,,,,,
96448,726452,6704,Ripple Run  ,Austin,TX,,,,,,,,
112878,813719,11911,Riparian Rd  ,Manor,TX,,,,,,,,
89577,758658,12045,Riparian Rd  ,Manor,TX,,,,,,,,
123748,713184,4517,Rio Robles Dr ,Austin,TX,,,,,,,,
18754,696402,7513,Rio Pass  ,Austin,TX,,,,,,,,
949,797386,7613,Rio Pass  ,Austin,TX,,,,,,,,
26375,853606,2612,Rio Mesa  ,Austin,TX,,,,,,,,
93550,823233,2100,Rio Grande St ,Austin,TX,,,,,,,,
122241,786259,2101,Rio Grande St ,Austin,TX,,,,,,,,
29191,828254,2810,Rio Grande St ,Austin,TX,,,,,,,,
98658,793323,2824,Rio Grande St ,Austin,TX,,,,,,,,
112385,735933,709,Rio Grande St ,Austin,TX,,,,,,,,
75400,734995,1000,Rio Grande St ,Austin,TX,,,,,,,,
28782,715594,1107,Rio Grande St ,Austin,TX,,,,,,,,
99315,699503,2101,Rio Grande St ,Austin,TX,,,,,,,,
11617,729376,2222,Rio Grande St ,Austin,TX,,,,,,,,
91273,707653,2529,Rio Grande St ,Austin,TX,,,,,,,,
108256,739790,2800,Rio Grande St ,Austin,TX,,,,,,,,
132119,719778,2828,Rio Grande St ,Austin,TX,,,,,,,,
62226,700394,404,Rio Grande St ,Austin,TX,,,,,,,,
70971,670102,1304,Rio Grande St ,Austin,TX,,,,,,,,
4057,843057,1400,Rio Grande St ,Austin,TX,,,,,,,,
31248,695955,2100,Rio Grande St ,Austin,TX,,,,,,,,
36770,706968,2107,Rio Grande St ,Austin,TX,,,,,,,,
51005,754056,2110,Rio Grande St ,Austin,TX,,,,,,,,
127868,856902,2200,Rio Grande St ,Austin,TX,,,,,,,,
42173,744727,2305,Rio Grande St ,Austin,TX,,,,,,,,
66858,697854,2400,Rio Grande St ,Austin,TX,,,,,,,,
47499,667036,2402,Rio Grande St ,Austin,TX,,,,,,,,
85752,858277,2406,Rio Grande St ,Austin,TX,,,,,,,,
29194,828663,2606,Rio Grande St ,Austin,TX,,,,,,,,
116775,858245,2717,Rio Grande St ,Austin,TX,,,,,,,,
106176,861239,2800,Rio Grande St ,Austin,TX,,,,,,,,
79131,793352,2815,Rio Grande St ,Austin,TX,,,,,,,,
9760,746925,2819,Rio Grande St ,Austin,TX,,,,,,,,
4558,772769,2912,Rio Grande St ,Austin,TX,,,,,,,,
4395,806481,2704,Rio Grande St ,Austin,TX,,,,,,,,
21410,804935,1808,Rinker Ranch Dr ,Austin,TX,,,,,,,,
38794,779629,1900,Rinker Ranch Dr ,Austin,TX,,,,,,,,
31947,804890,1904,Rinker Ranch Dr ,Austin,TX,,,,,,,,
27743,804251,2001,Rinker Ranch Dr ,Austin,TX,,,,,,,,
112351,780648,6303,Ringsby Rd  ,Austin,TX,,,,,,,,
69120,828545,6310,Ringsby Rd  ,Austin,TX,,,,,,,,
93338,832432,7901,Ringsby Cove  ,Austin,TX,,,,,,,,
41951,792978,6213,Ringsby Rd  ,Austin,TX,,,,,,,,
143159,734056,11808,Ring Dr  ,Manor,TX,,,,,,,,
44243,811299,12700,Ring Dr  ,Manor,TX,,,,,,,,
58656,691182,12708,Ring Dr  ,Manor,TX,,,,,,,,
7736,734077,12800,Ring Dr  ,Manor,TX,,,,,,,,
96745,804027,12905,Ring Dr  ,Manor,TX,,,,,,,,
77235,759058,12921,Ring Dr  ,Manor,TX,,,,,,,,
14153,767323,13400,Ring Dr  ,Manor,TX,,,,,,,,
1387,799470,13409,Ring Dr  ,Manor,TX,,,,,,,,
13290,859796,11925,Ring Dr  ,Austin,TX,,,,,,,,
33867,843760,13309,Ring Dr  ,Austin,TX,,,,,,,,
42025,760557,3511,Rindle Way  ,Austin,TX,,,,,,,,
75411,851054,4525,Rimrock Trl  ,Austin,TX,,,,,,,,
19956,578341,11336,Rimrock Trl  ,Austin,TX,,,,,,,,
76328,821396,4573,Rimrock Trail  ,Austin,TX,,,,,,,,
126994,762370,4517,Rimrock   ,Austin,TX,,,,,,,,
93293,578318,4520,Rimrock   ,Austin,TX,,,,,,,,
47533,801097,8101,Rimini Trail  ,Austin,TX,,,,,,,,
66822,707131,14812,Rim Rock  ,Austin,TX,,,,,,,,
941,817742,6902,Rifle Bend  ,Austin,TX,,,,,,,,
142339,689427,6903,Rifle Bend  ,Austin,TX,,,,,,,,
57799,697142,52,Ridgewood Circle Hays ,Hays,TX,,,,,,,,
36129,729987,601,Ridgewood   ,Austin,TX,,,,,,,,
24126,802582,9016,Ridgewell Rd  ,Austin,TX,,,,,,,,
35477,820508,1166,Ridgeway Dr  ,Austin,TX,,,,,,,,
123580,756358,1170,Ridgeway Dr  ,Austin,TX,,,,,,,,
7626,797898,1173,Ridgeway Dr  ,Austin,TX,,,,,,,,
16054,748071,1177,Ridgeway Dr  ,Austin,TX,,,,,,,,
2312,809080,1178,Ridgeway Dr  ,Austin,TX,,,,,,,,
65243,791896,2303,Ridgeview   ,Austin,TX,,,,,,,,
57479,850893,2250,Ridgepoint Dr  ,Austin,TX,,,,,,,,
131699,651237,2401,Ridgepoint Dr  ,Austin,TX,,,,,,,,
49571,738206,2500,Ridgepoint Dr  ,Austin,TX,,,,,,,,
111646,741513,2525,Ridgepoint Dr  ,Austin,TX,,,,,,,,
24204,616030,2535,Ridgepoint Dr  ,Austin,TX,,,,,,,,
55713,665314,2621,Ridgepoint Dr  ,Austin,TX,,,,,,,,
48254,738438,2632,Ridgepoint Dr  ,Austin,TX,,,,,,,,
17958,688560,2250,Ridgepoint Dr  ,Austin,TX,,,,,,,,
92090,805955,1200,Ridgemont Dr  ,Austin,TX,,,,,,,,
128842,670388,1612,Ridgemont Dr  ,Austin,TX,,,,,,,,
17944,798539,1700,Ridgemont Dr  ,Austin,TX,,,,,,,,
222,816347,2250,Ridgemont Dr  ,Austin,TX,,,,,,,,
22533,783180,1200,Ridgemont Dr  ,Austin,TX,,,,,,,,
1996,700277,1704,Ridgemont Dr  ,Austin,TX,,,,,,,,
82057,699629,1902,Ridgemont Dr  ,Austin,TX,,,,,,,,
109269,824106,13010,Ridgeline Blvd ,Cedar Park,TX,,,,,,,,
22821,825495,13010,Ridgeline Blvd ,Cedar Park,TX,,,,,,,,
47830,857920,12638,Ridgeline Blvd  ,Austin,TX,,,,,,,,
135831,861892,12700,Ridgeline Blvd  ,Austin,TX,,,,,,,,
115999,785964,8714,Ridgehill Dr  ,Austin,TX,,,,,,,,
98828,807060,1401,Ridgehaven Dr  ,Austin,TX,,,,,,,,
116311,658338,1504,Ridgehaven Dr  ,Austin,TX,,,,,,,,
50158,695101,1615,Ridgehaven Dr  ,Austin,TX,,,,,,,,
98686,853945,1209,Ridgehaven Dr  ,Austin,TX,,,,,,,,
114411,616135,1186,Ridge Way  ,Austin,TX,,,,,,,,
21071,777321,2250,Ridge Point Dr ,Austin,TX,,,,,,,,
101662,689473,5508,Ridge Oak Dr ,Austin,TX,,,,,,,,
39009,700407,6501,Ridge Oak  ,Austin,TX,,,,,,,,
90657,738513,1150,Ridge Dr  ,Austin,TX,,,,,,,,
80351,666541,804,Riddlewood Dr  ,Austin,TX,,,,,,,,
63494,808831,903,Riddlewood Dr  ,Austin,TX,,,,,,,,
18547,682905,903,Riddlewood Dr  ,Austin,TX,,,,,,,,
77974,737339,395,Riddle Rd  ,Bastrop,TX,,,,,,,,
32179,808469,2318,Riddle Rd  ,Austin,TX,,,,,,,,
43660,734559,2406,Riddle Rd  ,Austin,TX,,,,,,,,
129543,730892,2621,Riddle Rd  ,Austin,TX,,,,,,,,
106829,797106,2829,Riddle Rd  ,Austin,TX,,,,,,,,
88679,750099,7100,Rictchie Dr  ,Austin,TX,,,,,,,,
60336,678260,6116,Ricky Dr  ,Austin,TX,,,,,,,,
117538,679639,5901,Rickerhill Ln  ,Austin,TX,,,,,,,,
53412,678976,2408,Rick Whinery Dr ,Austin,TX,,,,,,,,
15063,701167,2409,Rick Whinery Dr ,Austin,TX,,,,,,,,
78603,752607,2103,Rick Whinery  ,Austin,TX,,,,,,,,
38083,724755,4510,Richmond Ave  ,Austin,TX,,,,,,,,
8548,706065,5702,Richmond Ave  ,Austin,TX,,,,,,,,
99139,723453,5007,Richmond Ave  ,Austin,TX,,,,,,,,
81511,745580,11716,Richland Rd  ,Manor,TX,,,,,,,,
14604,717944,11603,Richland Rd  ,Austin,TX,,,,,,,,
121444,763890,3009,Richfield Landing   ,Pflugerville,TX,,,,,,,,
133406,686142,17808,Richelle Cove   ,Pflugerville,TX,,,,,,,,
96132,699147,2211,Richcreek Rd  ,Austin,TX,,,,,,,,
75370,704397,2412,Richcreek Rd  ,Austin,TX,,,,,,,,
3872,858670,6100,Richardson Ln  ,Austin,TX,,,,,,,,
116494,734595,6109,Richardson Ln  ,Austin,TX,,,,,,,,
11835,848720,6113,Richardson Ln  ,Austin,TX,,,,,,,,
132238,689728,6207,Richardson Ln  ,Austin,TX,,,,,,,,
48613,785555,6322,Richardson Ln  ,Austin,TX,,,,,,,,
138240,666165,6207,Richardson Ln  ,Austin,TX,,,,,,,,
125206,674393,6800,Richardson Ln  ,Austin,TX,,,,,,,,
64186,684662,1103,Richardine Ave  ,Austin,TX,,,,,,,,
107403,714669,1141,Richardine Ave  ,Austin,TX,,,,,,,,
76082,782144,1148,Richardine Ave  ,Austin,TX,,,,,,,,
20068,681542,1139,Richardine Ave  ,Austin,TX,,,,,,,,
10860,776461,1140,Richardine Ave  ,Austin,TX,,,,,,,,
63918,819032,1144,Richardine Ave  ,Austin,TX,,,,,,,,
22439,705618,1145,Richardine Ave  ,Austin,TX,,,,,,,,
61213,721103,1154,Richardine Ave  ,Austin,TX,,,,,,,,
45825,683586,14304,Richard Walker Blvd ,Austin,TX,,,,,,,,
25282,714060,10001,Richard Moya Park ,Austin,TX,,,,,,,,
119492,716029,5900,Richard Carlton Blvd ,Austin,TX,,,,,,,,
122857,757825,5913,Richard Carlton  ,Austin,TX,,,,,,,,
24719,777655,2608,Rich Creek  ,Austin,TX,,,,,,,,
132596,770671,3404,Ribbon Reef  ,Austin,TX,,,,,,,,
135695,730053,4704,Ribbecke Ave  ,Austin,TX,,,,,,,,
10643,694434,4705,Ribbecke Ave  ,Austin,TX,,,,,,,,
72813,743983,4808,Ribbecke Ave  ,Austin,TX,,,,,,,,
106978,668178,4802,Ribbecke   ,Austin,TX,,,,,,,,
36040,739925,12516,Riatta Trace  ,Austin,TX,,,,,,,,
5757,807932,12300,Riate Trace Pkwy ,Austin,TX,,,,,,,,
13388,816375,13001,Riata Vista Dr ,Austin,TX,,,,,,,,
30999,796919,12545,Riata Vista Circle ,Austin,TX,,,,,,,,
127725,701766,12554,Riata Vista Circle ,Austin,TX,,,,,,,,
69270,729931,12610,Riata Vista Circle ,Austin,TX,,,,,,,,
90272,727294,12545,Riata Vista Circle,Austin,TX,,,,,,,,
79788,702900,12554,Riata Vista Circle,Austin,TX,,,,,,,,
11767,720999,12300,Riata Trace Pkwy ,Austin,TX,,,,,,,,
16776,806108,12371,Riata Trace Pkwy ,Austin,TX,,,,,,,,
110758,719355,12610,Riata Trace Pkwy ,Austin,TX,,,,,,,,
31320,733635,12300,Riata Trace Pkwy ,Austin,TX,,,,,,,,
21549,735179,12300,Riata Trace Pkwy ,Austin,TX,,,,,,,,
42185,760231,6401,Rialto Blvd  ,Austin,TX,,,,,,,,
54020,687832,7500,Rialto Blvd  ,Austin,TX,,,,,,,,
57323,839476,7601,Rialto Blvd  ,Austin,TX,,,,,,,,
4954,847647,7701,Rialto Blvd  ,Austin,TX,,,,,,,,
1467,804266,7808,Rialto Blvd  ,Austin,TX,,,,,,,,
31983,855717,6401,Rialto Blvd  ,Austin,TX,,,,,,,,
4079,856995,7601,Rialto Blvd  ,Austin,TX,,,,,,,,
143546,864600,3917,Rhythmic Dr  ,Austin,TX,,,,,,,,
54785,827216,14600,Rhone Dr  ,Austin,TX,,,,,,,,
5084,842361,14600,Rhone Dr  ,Austin,TX,,,,,,,,
46444,698141,507,Rhonda Ct  ,Austin,TX,,,,,,,,
2356,674917,1805,Rhodes Rd  ,Austin,TX,,,,,,,,
76943,745729,1821,Rhodes   ,Austin,TX,,,,,,,,
72162,769579,7301,Rhett Place  ,Austin,TX,,,,,,,,
59750,807942,7308,Rhett Place  ,Austin,TX,,,,,,,,
10791,681826,7329,Rhett Place  ,Austin,TX,,,,,,,,
12765,712316,7301,Rhett Place  ,Austin,TX,,,,,,,,
129790,808028,7317,Rhett Place  ,Austin,TX,,,,,,,,
133785,843652,7313,Rhett Place  ,Austin,TX,,,,,,,,
86112,730131,7329,Rhett Place  ,Austin,TX,,,,,,,,
21241,731866,7331,Rhett Place  ,Austin,TX,,,,,,,,
62914,709995,12602,Rhea Ct  ,Austin,TX,,,,,,,,
43825,745010,12703,Rhea Ct  ,Austin,TX,,,,,,,,
11753,800253,4006,Reynosa Dr  ,Austin,TX,,,,,,,,
118853,802014,4012,Reynosa Dr  ,Austin,TX,,,,,,,,
6649,808755,4102,Reynosa Dr  ,Austin,TX,,,,,,,,
57513,823724,4104,Reynosa Dr  ,Austin,TX,,,,,,,,
67359,779434,14501,Reynosa Dr  ,Austin,TX,,,,,,,,
38452,823675,14501,Reynoro Ln  ,Austin,TX,,,,,,,,
99476,751920,14501,Reynoro Ln  ,Austin,TX,,,,,,,,
18467,628937,14504,Reynoro Ln  ,Austin,TX,,,,,,,,
106060,749363,14700,Reynoro Ln  ,Austin,TX,,,,,,,,
82830,825920,14707,Reynoro Ln  ,Austin,TX,,,,,,,,
30030,753899,14709,Reynoro Ln  ,Austin,TX,,,,,,,,
88656,751224,14709,Reynoro Ln  ,Austin,TX,,,,,,,,
6112,805776,14901,Reynoro Ln  ,Austin,TX,,,,,,,,
16680,680492,14501,Reynoro Ln  ,Austin,TX,,,,,,,,
34358,711842,14601,Reynoro Ln  ,Austin,TX,,,,,,,,
85179,716163,14707,Reynoro Ln  ,Austin,TX,,,,,,,,
22559,717052,14709,Reynoro Ln  ,Austin,TX,,,,,,,,
27904,806911,4605,Reyes Strect  ,Austin,TX,,,,,,,,
49784,820820,4703,Reyes St  ,Austin,TX,,,,,,,,
15913,814906,4708,Reyes St  ,Austin,TX,,,,,,,,
101046,681364,4600,Reyes St  ,Austin,TX,,,,,,,,
1025,690667,4604,Reyes St  ,Austin,TX,,,,,,,,
143161,682549,4606,Reyes St  ,Austin,TX,,,,,,,,
94431,856041,4712,Reyes St  ,Austin,TX,,,,,,,,
10462,730290,2903,Reydell Ave  ,Austin,TX,,,,,,,,
9440,716654,3000,Rexford Dr  ,Austin,TX,,,,,,,,
80808,778369,19208,Revolutionary Dr  ,Manor,TX,,,,,,,,
26185,778368,19208,Revoltionary Dr  ,Manor,TX,,,,,,,,
49128,776546,4406,Revere Rd  ,Austin,TX,,,,,,,,
78357,718327,4505,Revere Rd  ,Austin,TX,,,,,,,,
83379,789679,4412,Revere Rd  ,Austin,TX,,,,,,,,
5697,732044,201,Reveille Rd  ,Austin,TX,,,,,,,,
71252,747912,12034,Research Blvd.  ,Austin,TX,,,,,,,,
94635,687631,8800,Research Blvd.  ,Austin,TX,,,,,,,,
143439,864473,12710,Research Blvd.  ,Austin,TX,,,,,,,,
33746,667458,8401,Research Blvd.  ,Austin,TX,,,,,,,,
102677,615794,12034,Research Blvd.  ,Austin,TX,,,,,,,,
3553,416147,12034,Research Blvd.  ,Austin,TX,,,,,,,,
83048,809658,8206,Research Blvd.  ,Austin,TX,,,,,,,,
21417,686315,12034,Research Blvd.  ,Austin,TX,,,,,,,,
26172,761760,8801,Research Blvd.  ,Austin,TX,,,,,,,,
111387,750378,11411,Research Blvd.  ,Austin,TX,,,,,,,,
125152,754379,12989,Research Blvd.  ,Austin,TX,,,,,,,,
21862,769066,12034,Research Blvd.  ,Austin,TX,,,,,,,,
3916,668597,8105,Research Blvd.  ,Austin,TX,,,,,,,,
6759,695169,8105,Research Blvd.  ,Austin,TX,,,,,,,,
12586,666868,8220,Research Blvd.  ,Austin,TX,,,,,,,,
27385,689514,12424,Research Blvd.  ,Austin,TX,,,,,,,,
2015,665426,8224,Research Blvd.  ,Austin,TX,,,,,,,,
94863,721609,11215,Research Blvd.  ,Austin,TX,,,,,,,,
52921,738902,11215,Research Blvd.  ,Austin,TX,,,,,,,,
37776,735953,10710,Research Blvd.  ,Austin,TX,,,,,,,,
53477,731966,8557,Research Blvd.  ,Austin,TX,,,,,,,,
124232,695489,8200,Research Blvd.  ,Austin,TX,,,,,,,,
57701,730433,8200,Research Blvd.  ,Austin,TX,,,,,,,,
30205,708584,8557,Research Blvd.  ,Austin,TX,,,,,,,,
65058,818558,124,Research Blvd.  ,Austin,TX,,,,,,,,
89540,832976,1411,Research Blvd.  ,Austin,TX,,,,,,,,
85510,785277,1903,Research Blvd.  ,Austin,TX,,,,,,,,
4067,724735,7900,Research Blvd.  ,Austin,TX,,,,,,,,
70443,835078,7924,Research Blvd.  ,Austin,TX,,,,,,,,
43112,717558,7976,Research Blvd.  ,Austin,TX,,,,,,,,
47826,800619,8000,Research Blvd.  ,Austin,TX,,,,,,,,
37577,809663,8100,Research Blvd.  ,Austin,TX,,,,,,,,
23114,759848,8105,Research Blvd.  ,Austin,TX,,,,,,,,
29942,810342,8105,Research Blvd.  ,Austin,TX,,,,,,,,
19313,788040,8107,Research Blvd.  ,Austin,TX,,,,,,,,
17151,682994,8120,Research Blvd.  ,Austin,TX,,,,,,,,
40309,764428,8121,Research Blvd.  ,Austin,TX,,,,,,,,
2090,810201,8200,Research Blvd.  ,Austin,TX,,,,,,,,
39051,676982,8216,Research Blvd.  ,Austin,TX,,,,,,,,
42166,707070,8219,Research Blvd.  ,Austin,TX,,,,,,,,
3249,846019,8220,Research Blvd.  ,Austin,TX,,,,,,,,
40097,668709,8222,Research Blvd.  ,Austin,TX,,,,,,,,
68545,762362,8228,Research Blvd.  ,Austin,TX,,,,,,,,
13456,824038,8230,Research Blvd.  ,Austin,TX,,,,,,,,
136883,770836,8237,Research Blvd.  ,Austin,TX,,,,,,,,
16182,748796,8238,Research Blvd.  ,Austin,TX,,,,,,,,
10331,638930,8310,Research Blvd.  ,Austin,TX,,,,,,,,
7411,730164,8311,Research Blvd.  ,Austin,TX,,,,,,,,
82950,705669,8335,Research Blvd.  ,Austin,TX,,,,,,,,
58241,824012,8339,Research Blvd.  ,Austin,TX,,,,,,,,
25113,690344,8400,Research Blvd.  ,Austin,TX,,,,,,,,
92978,781656,8415,Research Blvd.  ,Austin,TX,,,,,,,,
130233,725649,8500,Research Blvd.  ,Austin,TX,,,,,,,,
38267,712797,8501,Research Blvd.  ,Austin,TX,,,,,,,,
32804,735888,8523,Research Blvd.  ,Austin,TX,,,,,,,,
47810,836323,8538,Research Blvd.  ,Austin,TX,,,,,,,,
70538,708199,8540,Research Blvd.  ,Austin,TX,,,,,,,,
98677,783666,8557,Research Blvd.  ,Austin,TX,,,,,,,,
4735,863634,8600,Research Blvd.  ,Austin,TX,,,,,,,,
40148,829957,8601,Research Blvd.  ,Austin,TX,,,,,,,,
117340,692137,8627,Research Blvd.  ,Austin,TX,,,,,,,,
3986,619822,8700,Research Blvd.  ,Austin,TX,,,,,,,,
98927,816827,8701,Research Blvd.  ,Austin,TX,,,,,,,,
36844,793757,8716,Research Blvd.  ,Austin,TX,,,,,,,,
131954,834611,8740,Research Blvd.  ,Austin,TX,,,,,,,,
105329,817008,8752,Research Blvd.  ,Austin,TX,,,,,,,,
112713,711521,8776,Research Blvd.  ,Austin,TX,,,,,,,,
68566,804784,8800,Research Blvd.  ,Austin,TX,,,,,,,,
96124,811825,8801,Research Blvd.  ,Austin,TX,,,,,,,,
116958,662104,8857,Research Blvd.  ,Austin,TX,,,,,,,,
12644,795569,8868,Research Blvd.  ,Austin,TX,,,,,,,,
22011,665570,8868,Research Blvd.  ,Austin,TX,,,,,,,,
8040,795308,8885,Research Blvd.  ,Austin,TX,,,,,,,,
85747,822632,8900,Research Blvd.  ,Austin,TX,,,,,,,,
57765,781489,8910,Research Blvd.  ,Austin,TX,,,,,,,,
109223,814817,8940,Research Blvd.  ,Austin,TX,,,,,,,,
19284,812972,8965,Research Blvd.  ,Austin,TX,,,,,,,,
109294,837750,8989,Research Blvd.  ,Austin,TX,,,,,,,,
77298,820671,9029,Research Blvd.  ,Austin,TX,,,,,,,,
105262,845950,9041,Research Blvd.  ,Austin,TX,,,,,,,,
39579,706184,9061,Research Blvd.  ,Austin,TX,,,,,,,,
20363,671885,9063,Research Blvd.  ,Austin,TX,,,,,,,,
16418,801149,9070,Research Blvd.  ,Austin,TX,,,,,,,,
