index_id_intake,animal_id_intake,datetime_intake,monthyear_intake,found_location,intake_type,intake_condition,animal_type_intake,sex_upon_intake,age_upon_intake,breed_intake,color_intake,age_upon_intake(days),age_upon_intake(years),age_range_intake,intake_month,intake_year,intake_weekday,intake_hour,intake_frequency,order_of_intake,breed_intake_subtype,main_breed_intake,breed_contains_pitbull,sex_upon_intake_subtype,time_in_shelter,days_in_shelter,zipcode_intake,longitude_intake,latitude_intake
107095,A858211,2022-05-26 12:58:00,May 2022,6704 Santos Street in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Cream Tabby/White,31,0.08,"(-0.001, 2.5]",5,2022,Thursday,12,1,1,Mix,Domestic Shorthair,N,Male,117 days 06:42:25.734475,117,,,
63496,A858293,2022-05-27 13:41:00,May 2022,1430 Frontier Valley in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Orange Tabby,31,0.08,"(-0.001, 2.5]",5,2022,Friday,13,1,1,Mix,Domestic Shorthair,N,Female,116 days 05:59:25.734475,116,,,
107172,A858295,2022-05-27 13:56:00,May 2022,5904 Libyan Drive in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Labrador Retriever Mix,Brown,365,1,"(-0.001, 2.5]",5,2022,Friday,13,1,1,Mix,Labrador Retriever,N,Male,116 days 05:44:25.734475,116,78745,-97.79189051699996,30.209221771000045
113864,A858842,2022-06-07 15:30:00,June 2022,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,4 years,Labrador Retriever Mix,White/Brown,1460,4,"(2.5, 5.0]",6,2022,Tuesday,15,1,1,Mix,Labrador Retriever,N,Female,105 days 04:10:25.734475,105,,,
76739,A858714,2022-06-02 15:39:00,June 2022,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,5 years,Labrador Retriever Mix,Chocolate,1825,5,"(2.5, 5.0]",6,2022,Thursday,15,1,1,Mix,Labrador Retriever,N,Female,110 days 04:01:25.734475,110,,,
110410,A858750,2022-06-03 13:00:00,June 2022,4600 Nuckols Crossing Road in Austin (TX),Stray,Sick,Cat,Intact Female,8 years,Domestic Shorthair,Blue,2920,8,"(7.5, 10.0]",6,2022,Friday,13,1,1,Purebred,Domestic Shorthair,N,Female,109 days 06:40:25.734475,109,,,
102563,A858843,2022-06-04 16:47:00,June 2022,Dalton Ln And Hwy 290 in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Pit Bull,White,1460,4,"(2.5, 5.0]",6,2022,Saturday,16,1,1,Purebred,Pit Bull,Y,Male,108 days 02:53:25.734475,108,,,
143442,A859131,2022-08-23 13:02:00,August 2022,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Pit Bull Mix,Chocolate/White,730,2,"(-0.001, 2.5]",8,2022,Tuesday,13,2,2,Mix,Pit Bull,Y,Female,28 days 06:38:25.734475,28,,,
21190,A858987,2022-06-07 13:46:00,June 2022,South Congress Ave And Stassney Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Cream Tabby/White,21,0.06,"(-0.001, 2.5]",6,2022,Tuesday,13,1,1,Purebred,Domestic Shorthair,N,Male,105 days 05:54:25.734475,105,,,
115148,A858989,2022-06-07 13:46:00,June 2022,South Congress Ave And Stassney Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,Black,21,0.06,"(-0.001, 2.5]",6,2022,Tuesday,13,1,1,Purebred,Domestic Shorthair,N,Male,105 days 05:54:25.734475,105,,,
13296,A859004,2022-06-07 15:50:00,June 2022,9600 Menchaca Rd in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Blue Tabby/White,62,0.17,"(-0.001, 2.5]",6,2022,Tuesday,15,1,1,Purebred,Domestic Shorthair,N,Male,105 days 03:50:25.734475,105,,,
138461,A858887,2022-06-06 07:15:00,June 2022,South Congress in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Pit Bull,Black,730,2,"(-0.001, 2.5]",6,2022,Monday,7,1,1,Purebred,Pit Bull,Y,Male,106 days 12:25:25.734475,106,,,
13895,A858888,2022-07-21 14:43:00,July 2022,Cedar Park (TX),Owner Surrender,Normal,Dog,Spayed Female,8 years,Chihuahua Shorthair Mix,Black,2920,8,"(7.5, 10.0]",7,2022,Thursday,14,2,2,Mix,Chihuahua Shorthair,N,Female,61 days 04:57:25.734475,61,,,
8593,A858896,2022-06-06 10:21:00,June 2022,620 And Foundation in Austin (TX),Stray,Normal,Dog,Intact Female,8 months,Labrador Retriever Mix,Tan,248,0.68,"(-0.001, 2.5]",6,2022,Monday,10,1,1,Mix,Labrador Retriever,N,Female,106 days 09:19:25.734475,106,,,
64838,A859134,2022-06-09 11:56:00,June 2022,Berkman And Antone in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,31,0.08,"(-0.001, 2.5]",6,2022,Thursday,11,1,1,Mix,Domestic Shorthair,N,Male,103 days 07:44:25.734475,103,,,
83862,A859191,2022-06-10 07:41:00,June 2022,4434 Frontier Trail in Austin (TX),Stray,Injured,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby,31,0.08,"(-0.001, 2.5]",6,2022,Friday,7,1,1,Purebred,Domestic Shorthair,N,Male,102 days 11:59:25.734475,102,,,
31699,A859030,2022-08-18 16:23:00,August 2022,Outside Jurisdiction,Owner Surrender,Normal,Dog,Spayed Female,2 years,Pointer Mix,Tan/White,730,2,"(-0.001, 2.5]",8,2022,Thursday,16,2,2,Mix,Pointer,N,Female,33 days 03:17:25.734475,33,,,
131077,A859313,2022-06-11 15:39:00,June 2022,183 And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Black/White,730,2,"(-0.001, 2.5]",6,2022,Saturday,15,1,1,Purebred,Pit Bull,Y,Female,101 days 04:01:25.734475,101,,,
5896,A859202,2022-06-10 10:41:00,June 2022,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 years,Domestic Medium Hair Mix,Blue Tabby,1460,4,"(2.5, 5.0]",6,2022,Friday,10,1,1,Mix,Domestic Medium Hair,N,Female,102 days 08:59:25.734475,102,,,
22950,A859226,2022-06-10 14:20:00,June 2022,Mcangus And Bacon Strip in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull,Black/White,365,1,"(-0.001, 2.5]",6,2022,Friday,14,1,1,Purebred,Pit Bull,Y,Male,102 days 05:20:25.734475,102,,,
81558,A859321,2022-06-11 18:08:00,June 2022,11713 Caithness Way in Austin (TX),Stray,Normal,Cat,Neutered Male,3 weeks,Siamese,Flame Point,21,0.06,"(-0.001, 2.5]",6,2022,Saturday,18,1,1,Purebred,Siamese,N,Male,101 days 01:32:25.734475,101,,,
49958,A859227,2022-06-10 14:20:00,June 2022,Mcangus And Bacon Strip in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Black/White,730,2,"(-0.001, 2.5]",6,2022,Friday,14,1,1,Purebred,Pit Bull,Y,Female,102 days 05:20:25.734475,102,,,
28326,A859324,2022-06-11 18:08:00,June 2022,11713 Caithness Way in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Tortie,21,0.06,"(-0.001, 2.5]",6,2022,Saturday,18,1,1,Purebred,Domestic Shorthair,N,Female,101 days 01:32:25.734475,101,,,
92324,A859322,2022-06-11 18:08:00,June 2022,11713 Caithness Way in Austin (TX),Stray,Normal,Cat,Intact Female,3 weeks,Siamese,Flame Point,21,0.06,"(-0.001, 2.5]",6,2022,Saturday,18,1,1,Purebred,Siamese,N,Female,101 days 01:32:25.734475,101,,,
123944,A859500,2022-06-14 18:41:00,June 2022,4801 Quicksilver in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Australian Cattle Dog Mix,White/Tricolor,730,2,"(-0.001, 2.5]",6,2022,Tuesday,18,1,1,Mix,Australian Cattle Dog,N,Male,98 days 00:59:25.734475,98,78744,-97.75704254199997,30.173501662000035
41714,A859335,2022-06-12 10:16:00,June 2022,7108 Bethune Dr in Austin (TX),Stray,Injured,Dog,Intact Female,4 months,Siberian Husky/German Shepherd,Black,124,0.34,"(-0.001, 2.5]",6,2022,Sunday,10,1,1,Purebred,Siberian Husky,N,Female,100 days 09:24:25.734475,100,78752,-97.69872590399996,30.329436482000062
88652,A859357,2022-06-13 07:17:00,June 2022,4434 Frontier Trail in Austin (TX),Stray,Sick,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby/White,31,0.08,"(-0.001, 2.5]",6,2022,Monday,7,1,1,Purebred,Domestic Shorthair,N,Female,99 days 12:23:25.734475,99,,,
109573,A859392,2022-06-13 13:44:00,June 2022,10901 North Lamar in Austin (TX),Stray,Normal,Dog,Intact Female,6 months,Pit Bull Mix,Brown Brindle/White,186,0.51,"(-0.001, 2.5]",6,2022,Monday,13,1,1,Mix,Pit Bull,Y,Female,99 days 05:56:25.734475,99,,,
91842,A859400,2022-06-13 15:20:00,June 2022,780 South Highway 183 in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Calico,31,0.08,"(-0.001, 2.5]",6,2022,Monday,15,1,1,Purebred,Domestic Shorthair,N,Female,99 days 04:20:25.734475,99,,,
52003,A859548,2022-06-15 12:01:00,June 2022,460 Bastrop Hwy in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Blue,730,2,"(-0.001, 2.5]",6,2022,Wednesday,12,1,1,Purebred,Pit Bull,Y,Male,97 days 07:39:25.734475,97,78741,-97.68789965399998,30.239036690000034
114831,A859387,2022-06-13 12:56:00,June 2022,1704 Nelms Drive in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair Mix,Brown Tabby,365,1,"(-0.001, 2.5]",6,2022,Monday,12,1,1,Mix,Domestic Shorthair,N,Male,99 days 06:44:25.734475,99,,,
110234,A859757,2022-08-18 11:05:00,August 2022,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 years,Labrador Retriever,Tan,730,2,"(-0.001, 2.5]",8,2022,Thursday,11,2,2,Purebred,Labrador Retriever,N,Female,33 days 08:35:25.734475,33,,,
136014,A859568,2022-06-15 15:31:00,June 2022,2425 E Stassney Lane in Austin (TX),Public Assist,Medical,Dog,Intact Male,2 years,Pit Bull,Blue/White,730,2,"(-0.001, 2.5]",6,2022,Wednesday,15,1,1,Purebred,Pit Bull,Y,Male,97 days 04:09:25.734475,97,,,
11387,A859588,2022-06-15 18:03:00,June 2022,Fireside Dr in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,Tan/Brown,1095,3,"(2.5, 5.0]",6,2022,Wednesday,18,1,1,Mix,Pit Bull,Y,Male,97 days 01:37:25.734475,97,,,
5566,A859777,2022-06-19 08:48:00,June 2022,Berdoll Pond in Austin (TX),Stray,Sick,Dog,Intact Female,5 years,Pit Bull,Brown,1825,5,"(2.5, 5.0]",6,2022,Sunday,8,1,1,Purebred,Pit Bull,Y,Female,93 days 10:52:25.734475,93,,,
57811,A859589,2022-06-15 18:03:00,June 2022,Fireside Dr in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,German Shepherd Mix,Brown Brindle/Black,1095,3,"(2.5, 5.0]",6,2022,Wednesday,18,1,1,Mix,German Shepherd,N,Female,97 days 01:37:25.734475,97,,,
19651,A859823,2022-08-17 20:51:00,August 2022,709 Lamar Place in Austin (TX),Public Assist,Normal,Dog,Intact Female,11 months,Belgian Malinois,Brown/Black,341,0.93,"(-0.001, 2.5]",8,2022,Wednesday,20,2,2,Purebred,Belgian Malinois,N,Female,33 days 22:49:25.734475,33,,,
28020,A859968,2022-06-21 13:16:00,June 2022,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,9 years,Pit Bull Mix,Tan/White,3285,9,"(7.5, 10.0]",6,2022,Tuesday,13,1,1,Mix,Pit Bull,Y,Male,91 days 06:24:25.734475,91,,,
28036,A859828,2022-06-20 09:40:00,June 2022,8010 North Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Brown Brindle/White,730,2,"(-0.001, 2.5]",6,2022,Monday,9,1,1,Mix,Pit Bull,Y,Male,92 days 10:00:25.734475,92,,,
15982,A859906,2022-06-20 16:32:00,June 2022,124000 Anderson Mill Road in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Calico,28,0.08,"(-0.001, 2.5]",6,2022,Monday,16,1,1,Mix,Domestic Shorthair,N,Female,92 days 03:08:25.734475,92,,,
80702,A859996,2022-06-21 17:13:00,June 2022,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,6 years,Belgian Malinois Mix,Brown,2190,6,"(5.0, 7.5]",6,2022,Tuesday,17,1,1,Mix,Belgian Malinois,N,Male,91 days 02:27:25.734475,91,,,
59883,A859939,2022-06-21 10:56:00,June 2022,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair,White/Black,21,0.06,"(-0.001, 2.5]",6,2022,Tuesday,10,1,1,Purebred,Domestic Shorthair,N,Male,91 days 08:44:25.734475,91,,,
54531,A860032,2022-06-22 11:11:00,June 2022,15500 Sun Light Near Way in Pflugerville (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Tan,730,2,"(-0.001, 2.5]",6,2022,Wednesday,11,1,1,Mix,Pit Bull,Y,Female,90 days 08:29:25.734475,90,,,
32185,A860150,2022-06-23 13:17:00,June 2022,7204 Shannon Dr in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black,730,2,"(-0.001, 2.5]",6,2022,Thursday,13,1,1,Mix,Pit Bull,Y,Male,89 days 06:23:25.734475,89,,,
11937,A860042,2022-06-22 12:20:00,June 2022,183 And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,0 years,Pit Bull,Sable,0,0,"(-0.001, 2.5]",6,2022,Wednesday,12,1,1,Purebred,Pit Bull,Y,Male,90 days 07:20:25.734475,90,,,
143549,A860045,2022-06-22 12:20:00,June 2022,183 And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,0 years,Pit Bull,Tan/Black,0,0,"(-0.001, 2.5]",6,2022,Wednesday,12,1,1,Purebred,Pit Bull,Y,Male,90 days 07:20:25.734475,90,,,
8852,A860165,2022-06-23 16:57:00,June 2022,600 Barwood Park in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Blue/White,730,2,"(-0.001, 2.5]",6,2022,Thursday,16,1,1,Purebred,Pit Bull,Y,Female,89 days 02:43:25.734475,89,,,
69152,A860102,2022-06-22 17:14:00,June 2022,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,6 years,Beagle Mix,Tricolor,2190,6,"(5.0, 7.5]",6,2022,Wednesday,17,1,1,Mix,Beagle,N,Female,90 days 02:26:25.734475,90,,,
72913,A860047,2022-06-22 12:20:00,June 2022,183 And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,0 years,Pit Bull Mix,Black/White,0,0,"(-0.001, 2.5]",6,2022,Wednesday,12,1,1,Mix,Pit Bull,Y,Male,90 days 07:20:25.734475,90,,,
3654,A860175,2022-06-23 17:00:00,June 2022,12166 Metric in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Pit Bull Mix,Blue/White,93,0.25,"(-0.001, 2.5]",6,2022,Thursday,17,1,1,Mix,Pit Bull,Y,Male,89 days 02:40:25.734475,89,,,
7635,A860050,2022-06-22 12:20:00,June 2022,183 And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,0 years,Pit Bull,Black/White,0,0,"(-0.001, 2.5]",6,2022,Wednesday,12,1,1,Purebred,Pit Bull,Y,Male,90 days 07:20:25.734475,90,,,
4396,A860122,2022-06-23 10:29:00,June 2022,13740 N Research Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Blue/White,730,2,"(-0.001, 2.5]",6,2022,Thursday,10,1,1,Purebred,Pit Bull,Y,Male,89 days 09:11:25.734475,89,,,
130429,A860181,2022-06-23 19:09:00,June 2022,11200 Morningstar in Travis (TX),Public Assist,Normal,Dog,Intact Female,9 years,German Shepherd,Brown/Black,3285,9,"(7.5, 10.0]",6,2022,Thursday,19,1,1,Purebred,German Shepherd,N,Female,89 days 00:31:25.734475,89,,,
111089,A860126,2022-06-23 11:17:00,June 2022,8312 N I35 Svrd in Austin (TX),Abandoned,Normal,Dog,Intact Female,2 years,Pit Bull Mix,Blue,730,2,"(-0.001, 2.5]",6,2022,Thursday,11,1,1,Mix,Pit Bull,Y,Female,89 days 08:23:25.734475,89,,,
106003,A860182,2022-06-23 19:09:00,June 2022,11200 Morningstar in Travis (TX),Public Assist,Normal,Dog,Intact Female,4 years,Cavalier Span,Brown/White,1460,4,"(2.5, 5.0]",6,2022,Thursday,19,1,1,Purebred,Cavalier Span,N,Female,89 days 00:31:25.734475,89,,,
107811,A860132,2022-06-23 11:31:00,June 2022,Travis (TX),Owner Surrender,Normal,Cat,Spayed Female,2 years,Domestic Shorthair,Blue,730,2,"(-0.001, 2.5]",6,2022,Thursday,11,1,1,Purebred,Domestic Shorthair,N,Female,89 days 08:09:25.734475,89,,,
95829,A860061,2022-06-22 13:18:00,June 2022,13820 Ceylon Tea in Travis (TX),Stray,Normal,Dog,Intact Male,3 years,Labrador Retriever Mix,Yellow/White,1095,3,"(2.5, 5.0]",6,2022,Wednesday,13,1,1,Mix,Labrador Retriever,N,Male,90 days 06:22:25.734475,90,,,
34576,A860388,2022-06-27 17:42:00,June 2022,11704 Gemmer Street in Travis (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Black,28,0.08,"(-0.001, 2.5]",6,2022,Monday,17,1,1,Purebred,Domestic Shorthair,N,Female,85 days 01:58:25.734475,85,,,
49248,A860281,2022-07-18 12:51:00,July 2022,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,American Bulldog,Tan/White,730,2,"(-0.001, 2.5]",7,2022,Monday,12,2,2,Purebred,American Bulldog,N,Male,64 days 06:49:25.734475,64,,,
124061,A860282,2022-06-25 14:06:00,June 2022,6002 Melody Lane in Travis (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull Mix,White,730,2,"(-0.001, 2.5]",6,2022,Saturday,14,1,1,Mix,Pit Bull,Y,Female,87 days 05:34:25.734475,87,,,
83529,A860224,2022-06-24 15:16:00,June 2022,1300 Brandt Drive in Travis (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Black,28,0.08,"(-0.001, 2.5]",6,2022,Friday,15,1,1,Mix,Domestic Shorthair,N,Male,88 days 04:24:25.734475,88,,,
58390,A860409,2022-06-28 08:51:00,June 2022,7201 Levander Loop in Austin (TX),Abandoned,Normal,Dog,Neutered Male,13 years,German Shepherd,Brown/Black,4745,13,"(12.5, 15.0]",6,2022,Tuesday,8,1,1,Purebred,German Shepherd,N,Male,84 days 10:49:25.734475,84,,,
61183,A860419,2022-06-28 11:17:00,June 2022,107 Masterson in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Blue Tabby/White,93,0.25,"(-0.001, 2.5]",6,2022,Tuesday,11,1,1,Purebred,Domestic Shorthair,N,Male,84 days 08:23:25.734475,84,,,
143224,A860257,2022-07-09 15:41:00,July 2022,10107 Research Blvd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Labrador Retriever Mix,Tan/White,730,2,"(-0.001, 2.5]",7,2022,Saturday,15,1,1,Mix,Labrador Retriever,N,Male,73 days 03:59:25.734475,73,78759,-97.74600146999995,30.39372166100003
28350,A860285,2022-06-25 14:44:00,June 2022,1500 Faro Dr Bldg 16 in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Pit Bull Mix,White/Black,93,0.25,"(-0.001, 2.5]",6,2022,Saturday,14,1,1,Mix,Pit Bull,Y,Male,87 days 04:56:25.734475,87,78741,-97.71268343999998,30.231960465000043
74908,A860422,2022-06-28 11:24:00,June 2022,707 Bedford in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,31,0.08,"(-0.001, 2.5]",6,2022,Tuesday,11,1,1,Mix,Domestic Shorthair,N,Male,84 days 08:16:25.734475,84,78702,-97.70666087799998,30.270051506000073
143394,A860328,2022-07-25 08:52:00,July 2022,13313 Briarcreek Loop in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Tricolor,730,2,"(-0.001, 2.5]",7,2022,Monday,8,2,2,Purebred,Pit Bull,Y,Male,57 days 10:48:25.734475,57,,,
11735,A860338,2022-06-27 11:00:00,June 2022,6408 Betty Cook in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,White/Brown,730,2,"(-0.001, 2.5]",6,2022,Monday,11,1,1,Purebred,Pit Bull,Y,Male,85 days 08:40:25.734475,85,78723,-97.67518427799996,30.310165031000054
67868,A860258,2022-06-22 12:20:00,June 2022,183 And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Male,0 years,Pit Bull,Tan/Black,0,0,"(-0.001, 2.5]",6,2022,Wednesday,12,1,1,Purebred,Pit Bull,Y,Male,90 days 07:20:25.734475,90,,,
98948,A860259,2022-06-22 12:20:00,June 2022,183 And Montopolis in Austin (TX),Stray,Normal,Dog,Intact Female,0 years,Pit Bull Mix,Tricolor,0,0,"(-0.001, 2.5]",6,2022,Wednesday,12,1,1,Mix,Pit Bull,Y,Female,90 days 07:20:25.734475,90,,,
2499,A860423,2022-06-28 11:24:00,June 2022,707 Bedford in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White,31,0.08,"(-0.001, 2.5]",6,2022,Tuesday,11,1,1,Mix,Domestic Shorthair,N,Female,84 days 08:16:25.734475,84,,,
77249,A860449,2022-06-28 15:21:00,June 2022,16309 Jacobson Road in Travis (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Torbie,21,0.06,"(-0.001, 2.5]",6,2022,Tuesday,15,1,1,Purebred,Domestic Shorthair,N,Female,84 days 04:19:25.734475,84,,,
113130,A860467,2022-06-28 19:02:00,June 2022,Harris Branch And Howard Lane in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Catahoula Mix,Black/White,730,2,"(-0.001, 2.5]",6,2022,Tuesday,19,1,1,Mix,Catahoula,N,Male,84 days 00:38:25.734475,84,,,
64131,A860451,2022-06-28 15:21:00,June 2022,16309 Jacobson Road in Travis (TX),Stray,Normal,Cat,Intact Female,3 weeks,Domestic Shorthair,Tortie,21,0.06,"(-0.001, 2.5]",6,2022,Tuesday,15,1,1,Purebred,Domestic Shorthair,N,Female,84 days 04:19:25.734475,84,,,
121379,A860570,2022-06-30 11:15:00,June 2022,Bolm Rd in Austin (TX),Stray,Injured,Dog,Neutered Male,2 years,German Shepherd,Brown/Black,730,2,"(-0.001, 2.5]",6,2022,Thursday,11,1,1,Purebred,German Shepherd,N,Male,82 days 08:25:25.734475,82,,,
125265,A860490,2022-06-29 10:52:00,June 2022,Tuscany Way in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,German Shepherd,White,730,2,"(-0.001, 2.5]",6,2022,Wednesday,10,1,1,Purebred,German Shepherd,N,Male,83 days 08:48:25.734475,83,,,
29277,A860579,2022-06-30 12:57:00,June 2022,Shoreline Drive And Bratton Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull,Chocolate/White,730,2,"(-0.001, 2.5]",6,2022,Thursday,12,1,1,Purebred,Pit Bull,Y,Male,82 days 06:43:25.734475,82,,,
56311,A860495,2022-06-29 11:59:00,June 2022,6648 Ed Bluestein in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Pit Bull Mix,Brown Brindle/White,365,1,"(-0.001, 2.5]",6,2022,Wednesday,11,1,1,Mix,Pit Bull,Y,Male,83 days 07:41:25.734475,83,,,
129779,A860582,2022-06-30 13:44:00,June 2022,12707 Lamplight Village Avenue in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair Mix,Blue/White,730,2,"(-0.001, 2.5]",6,2022,Thursday,13,1,1,Mix,Domestic Shorthair,N,Female,82 days 05:56:25.734475,82,78727,-97.69420612599998,30.419567108000024
116408,A860586,2022-06-30 13:44:00,June 2022,12707 Lamplight Village Avenue in Austin (TX),Stray,Normal,Cat,Intact Male,1 week,Domestic Shorthair Mix,Brown Tabby/White,7,0.02,"(-0.001, 2.5]",6,2022,Thursday,13,1,1,Mix,Domestic Shorthair,N,Male,82 days 05:56:25.734475,82,,,
104813,A860617,2022-06-30 18:04:00,June 2022,5507 Stuart Circle in Austin (TX),Stray,Normal,Dog,Intact Female,11 months,Boxer Mix,Red,341,0.93,"(-0.001, 2.5]",6,2022,Thursday,18,1,1,Mix,Boxer,N,Female,82 days 01:36:25.734475,82,78721,-97.68697848799997,30.262278409000032
118001,A860592,2022-06-30 15:09:00,June 2022,5603 Purple Sage in Austin (TX),Stray,Sick,Dog,Intact Male,2 years,Alaskan Husky Mix,White,730,2,"(-0.001, 2.5]",6,2022,Thursday,15,1,1,Mix,Alaskan Husky,N,Male,82 days 04:31:25.734475,82,,,
126064,A860622,2022-06-30 21:52:00,June 2022,12118 Walnut Creek Xing in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Pit Bull Mix,White/Brown,1095,3,"(2.5, 5.0]",6,2022,Thursday,21,1,1,Mix,Pit Bull,Y,Female,81 days 21:48:25.734475,81,,,
33649,A860728,2022-07-02 14:06:00,July 2022,2224 East Riverside in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Medium Hair Mix,Black,28,0.08,"(-0.001, 2.5]",7,2022,Saturday,14,1,1,Mix,Domestic Medium Hair,N,Male,80 days 05:34:25.734475,80,,,
137907,A860632,2022-07-01 11:12:00,July 2022,5909 Walnut Hills Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Pit Bull Terrier Mix,White/Black,730,2,"(-0.001, 2.5]",7,2022,Friday,11,1,1,Mix,American Pit Bull Terrier,Y,Male,81 days 08:28:25.734475,81,78723,-97.67667863799994,30.305967225000074
122619,A860679,2022-07-01 16:18:00,July 2022,6600 E Riverside Dr in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Papillon Mix,White/Brown,730,2,"(-0.001, 2.5]",7,2022,Friday,16,1,1,Mix,Papillon,N,Male,81 days 03:22:25.734475,81,,,
120759,A860729,2022-07-02 14:06:00,July 2022,2224 East Riverside in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Medium Hair Mix,Black,28,0.08,"(-0.001, 2.5]",7,2022,Saturday,14,1,1,Mix,Domestic Medium Hair,N,Female,80 days 05:34:25.734475,80,,,
14671,A860633,2022-07-01 10:25:00,July 2022,1503 Darold in Travis (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Brown Tabby,62,0.17,"(-0.001, 2.5]",7,2022,Friday,10,1,1,Purebred,Domestic Shorthair,N,Female,81 days 09:15:25.734475,81,,,
125732,A861010,2022-07-06 15:55:00,July 2022,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,12 years,Chihuahua Shorthair,Tan,4380,12,"(10.0, 12.5]",7,2022,Wednesday,15,1,1,Purebred,Chihuahua Shorthair,N,Female,76 days 03:45:25.734475,76,,,
16510,A860910,2022-07-05 16:47:00,July 2022,Austin (TX),Owner Surrender,Injured,Dog,Intact Male,10 months,Miniature Schnauzer Mix,Black/White,310,0.85,"(-0.001, 2.5]",7,2022,Tuesday,16,1,1,Mix,Miniature Schnauzer,N,Male,77 days 02:53:25.734475,77,,,
