index_id_intake,animal_id_intake,datetime_intake,monthyear_intake,found_location,intake_type,intake_condition,animal_type_intake,sex_upon_intake,age_upon_intake,breed_intake,color_intake,age_upon_intake(days),age_upon_intake(years),age_range_intake,intake_month,intake_year,intake_weekday,intake_hour,intake_frequency,order_of_intake,breed_intake_subtype,main_breed_intake,breed_contains_pitbull,sex_upon_intake_subtype,time_in_shelter,days_in_shelter,zipcode_intake,longitude_intake,latitude_intake
99201,A864193,2022-08-22 14:01:00,August 2022,Burnet Rd And Teakwood Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Medium Hair,Black,31,0.08,"(-0.001, 2.5]",8,2022,Monday,14,1,1,Purebred,Domestic Medium Hair,N,Male,29 days 05:39:25.734475,29,,,
143612,A864338,2022-08-24 13:41:00,August 2022,10010 Anderson Mill Rd in Austin (TX),Stray,Normal,Dog,Intact Female,11 months,Labrador Retriever,Black,341,0.93,"(-0.001, 2.5]",8,2022,Wednesday,13,1,1,Purebred,Labrador Retriever,N,Female,27 days 05:59:25.734475,27,,,
143416,A864346,2022-08-24 15:05:00,August 2022,124 W Anderson Ln in Austin (TX),Stray,Neonatal,Cat,Intact Female,4 weeks,Domestic Shorthair,White/Black,28,0.08,"(-0.001, 2.5]",8,2022,Wednesday,15,1,1,Purebred,Domestic Shorthair,N,Female,27 days 04:35:25.734475,27,,,
143526,A864206,2022-08-22 15:43:00,August 2022,1156 W Cesar Chavez in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Pembroke Welsh Corgi/Labrador Retriever,Tan/White,730,2,"(-0.001, 2.5]",8,2022,Monday,15,1,1,Purebred,Pembroke Welsh Corgi,N,Male,29 days 03:57:25.734475,29,,,
135828,A864213,2022-08-22 18:07:00,August 2022,11015 Four Points in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Shorthair,Orange Tabby/White,730,2,"(-0.001, 2.5]",8,2022,Monday,18,1,1,Purebred,Domestic Shorthair,N,Female,29 days 01:33:25.734475,29,78726,-97.84544641399998,30.399157022000054
100603,A864281,2022-08-23 16:02:00,August 2022,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,7 months,Dalmatian Mix,White,217,0.59,"(-0.001, 2.5]",8,2022,Tuesday,16,1,1,Mix,Dalmatian,N,Female,28 days 03:38:25.734475,28,,,
3031,A864245,2022-08-23 11:44:00,August 2022,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Pit Bull,White/Black,730,2,"(-0.001, 2.5]",8,2022,Tuesday,11,1,1,Purebred,Pit Bull,Y,Female,28 days 07:56:25.734475,28,,,
143420,A864347,2022-08-24 15:05:00,August 2022,124 W Anderson Ln in Austin (TX),Stray,Neonatal,Cat,Intact Male,4 weeks,Domestic Shorthair,White/Black,28,0.08,"(-0.001, 2.5]",8,2022,Wednesday,15,1,1,Purebred,Domestic Shorthair,N,Male,27 days 04:35:25.734475,27,,,
143419,A864349,2022-08-24 15:05:00,August 2022,124 W Anderson Ln in Austin (TX),Stray,Neonatal,Cat,Intact Female,1 month,Domestic Shorthair,Black,31,0.08,"(-0.001, 2.5]",8,2022,Wednesday,15,1,1,Purebred,Domestic Shorthair,N,Female,27 days 04:35:25.734475,27,,,
4942,A864256,2022-08-23 13:10:00,August 2022,1606 Westmoor in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Torbie/White,31,0.08,"(-0.001, 2.5]",8,2022,Tuesday,13,1,1,Purebred,Domestic Shorthair,N,Female,28 days 06:30:25.734475,28,78723,-97.69831771499997,30.307694556000058
143364,A864283,2022-08-23 16:56:00,August 2022,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Yellow,62,0.17,"(-0.001, 2.5]",8,2022,Tuesday,16,1,1,Mix,Labrador Retriever,N,Female,28 days 02:44:25.734475,28,,,
143346,A864355,2022-08-24 17:48:00,August 2022,502 Longspur Blvd in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Pit Bull,Gray,730,2,"(-0.001, 2.5]",8,2022,Wednesday,17,1,1,Purebred,Pit Bull,Y,Male,27 days 01:52:25.734475,27,78753,-97.69151753299997,30.366350072000046
143536,A864284,2022-08-23 16:39:00,August 2022,9201 Quail Rock Circle Dr in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Pit Bull,Brown Brindle,730,2,"(-0.001, 2.5]",8,2022,Tuesday,16,1,1,Purebred,Pit Bull,Y,Female,28 days 03:01:25.734475,28,78758,-97.70354101899994,30.364550136000048
143337,A864356,2022-08-24 15:22:00,August 2022,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Catahoula,Black/White,365,1,"(-0.001, 2.5]",8,2022,Wednesday,15,1,1,Purebred,Catahoula,N,Female,27 days 04:18:25.734475,27,,,
143340,A864358,2022-08-24 15:22:00,August 2022,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,1 year,Catahoula,Tricolor,365,1,"(-0.001, 2.5]",8,2022,Wednesday,15,1,1,Purebred,Catahoula,N,Female,27 days 04:18:25.734475,27,,,
99289,A864264,2022-08-23 13:45:00,August 2022,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,3 years,Pit Bull,Brown Brindle/White,1095,3,"(2.5, 5.0]",8,2022,Tuesday,13,1,1,Purebred,Pit Bull,Y,Female,28 days 05:55:25.734475,28,,,
143362,A864268,2022-08-23 14:59:00,August 2022,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby/White,31,0.08,"(-0.001, 2.5]",8,2022,Tuesday,14,1,1,Purebred,Domestic Shorthair,N,Female,28 days 04:41:25.734475,28,,,
143512,A864290,2022-08-23 17:40:00,August 2022,6934 E Ben White Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Black,365,1,"(-0.001, 2.5]",8,2022,Tuesday,17,1,1,Purebred,Domestic Shorthair,N,Male,28 days 02:00:25.734475,28,,,
143352,A864361,2022-08-24 16:48:00,August 2022,3900 Threadgill St in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Blue,93,0.25,"(-0.001, 2.5]",8,2022,Wednesday,16,1,1,Purebred,Domestic Shorthair,N,Male,27 days 02:52:25.734475,27,78723,-97.70009955699999,30.29020656800003
143359,A864269,2022-08-23 14:59:00,August 2022,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby/White,31,0.08,"(-0.001, 2.5]",8,2022,Tuesday,14,1,1,Purebred,Domestic Shorthair,N,Female,28 days 04:41:25.734475,28,,,
143314,A864312,2022-08-24 11:26:00,August 2022,609 Clayton Ln in Austin (TX),Public Assist,Injured,Dog,Intact Male,1 year,German Shepherd,Brown,365,1,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebred,German Shepherd,N,Male,27 days 08:14:25.734475,27,78752,-97.71436851799996,30.324029601000063
143360,A864270,2022-08-23 14:59:00,August 2022,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby/White,31,0.08,"(-0.001, 2.5]",8,2022,Tuesday,14,1,1,Purebred,Domestic Shorthair,N,Female,28 days 04:41:25.734475,28,,,
143774,A864364,2022-08-24 17:15:00,August 2022,1901 Onion Creek Parkway in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Great Dane Mix,Brown Merle,155,0.42,"(-0.001, 2.5]",8,2022,Wednesday,17,1,1,Mix,Great Dane,N,Male,27 days 02:25:25.734475,27,,,
143361,A864271,2022-08-23 14:59:00,August 2022,Travis (TX),Owner Surrender,Normal,Cat,Intact Female,1 month,Domestic Shorthair,Orange Tabby/White,31,0.08,"(-0.001, 2.5]",8,2022,Tuesday,14,1,1,Purebred,Domestic Shorthair,N,Female,28 days 04:41:25.734475,28,,,
143355,A864313,2022-08-24 11:15:00,August 2022,E Martin Luther King Jr Blvd And Broadhill Dr in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,German Shepherd,Black/Tan,93,0.25,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebred,German Shepherd,N,Male,27 days 08:25:25.734475,27,,,
143358,A864370,2022-08-24 17:50:00,August 2022,N Interstate 35 Frontage Rd And E Anderson Ln in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Snowshoe,Lilac Point,28,0.08,"(-0.001, 2.5]",8,2022,Wednesday,17,1,1,Purebred,Snowshoe,N,Male,27 days 01:50:25.734475,27,,,
143530,A864378,2022-08-24 18:38:00,August 2022,24601 Anderson Trl in Travis (TX),Stray,Normal,Dog,Intact Female,5 years,German Shepherd,Sable,1825,5,"(2.5, 5.0]",8,2022,Wednesday,18,1,1,Purebred,German Shepherd,N,Female,27 days 01:02:25.734475,27,,,
143373,A864396,2022-08-25 11:05:00,August 2022,Parker Ln And Woodward St in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Alaskan Malamute,White/Black,365,1,"(-0.001, 2.5]",8,2022,Thursday,11,1,1,Purebred,Alaskan Malamute,N,Male,26 days 08:35:25.734475,26,,,
143485,A864273,2022-08-23 15:12:00,August 2022,6308 Waynesburg Cv in Austin (TX),Stray,Normal,Cat,Unknown,5 months,Domestic Shorthair,Gray Tabby/White,155,0.42,"(-0.001, 2.5]",8,2022,Tuesday,15,1,1,Purebred,Domestic Shorthair,N,Male,28 days 04:28:25.734475,28,78723,-97.66577522699998,30.303119440000046
143487,A864274,2022-08-23 15:44:00,August 2022,1001 W Rundberg Ln in Austin (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,White/Gray,365,1,"(-0.001, 2.5]",8,2022,Tuesday,15,1,1,Purebred,Domestic Shorthair,N,Male,28 days 03:56:25.734475,28,,,
143683,A864319,2022-08-24 11:36:00,August 2022,9700 Us 290 in Austin (TX),Stray,Normal,Dog,Intact Male,7 months,German Shepherd/Siberian Husky,Black/Red,217,0.59,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebred,German Shepherd,N,Male,27 days 08:04:25.734475,27,,,
143424,A864414,2022-08-25 13:54:00,August 2022,Airport Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Black/White,28,0.08,"(-0.001, 2.5]",8,2022,Thursday,13,1,1,Purebred,Domestic Shorthair,N,Male,26 days 05:46:25.734475,26,,,
143382,A864415,2022-08-25 13:55:00,August 2022,15702 Pocmont Trail in Austin (TX),Public Assist,Injured,Dog,Intact Male,2 years,Great Pyrenees Mix,Tan/White,730,2,"(-0.001, 2.5]",8,2022,Thursday,13,1,1,Mix,Great Pyrenees,N,Male,26 days 05:45:25.734475,26,,,
143422,A864400,2022-08-25 11:46:00,August 2022,1104 E 2Nd St in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Blue/White,28,0.08,"(-0.001, 2.5]",8,2022,Thursday,11,1,1,Purebred,Domestic Shorthair,N,Male,26 days 07:54:25.734475,26,,,
143425,A864401,2022-08-25 11:46:00,August 2022,1104 E 2Nd St in Austin (TX),Stray,Normal,Cat,Intact Male,4 weeks,Domestic Shorthair,Black,28,0.08,"(-0.001, 2.5]",8,2022,Thursday,11,1,1,Purebred,Domestic Shorthair,N,Male,26 days 07:54:25.734475,26,,,
143429,A864402,2022-08-25 11:46:00,August 2022,1104 E 2Nd St in Austin (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair,Tortie,28,0.08,"(-0.001, 2.5]",8,2022,Thursday,11,1,1,Purebred,Domestic Shorthair,N,Female,26 days 07:54:25.734475,26,,,
143532,A864321,2022-08-24 11:53:00,August 2022,E Rundberg Lane And Aberdeen Way in Austin (TX),Stray,Normal,Dog,Intact Female,2 years,German Shepherd,Red/Black,730,2,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebred,German Shepherd,N,Female,27 days 07:47:25.734475,27,,,
143406,A864416,2022-08-26 10:50:00,August 2022,12201 Briarcreek Loop in Travis (TX),Stray,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Orange Tabby,365,1,"(-0.001, 2.5]",8,2022,Friday,10,1,1,Purebred,Domestic Shorthair,N,Male,25 days 08:50:25.734475,25,,,
143327,A864322,2022-08-24 11:24:00,August 2022,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Tortie,124,0.34,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebred,Domestic Shorthair,N,Female,27 days 08:16:25.734475,27,,,
143387,A864420,2022-08-25 14:19:00,August 2022,San Marcos St And E 8Th St in Austin (TX),Stray,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Orange Tabby,124,0.34,"(-0.001, 2.5]",8,2022,Thursday,14,1,1,Purebred,Domestic Shorthair,N,Female,26 days 05:21:25.734475,26,,,
143688,A864464,2022-08-26 12:21:00,August 2022,5201 Ross Rd in Travis (TX),Stray,Normal,Dog,Intact Female,3 months,Plott Hound,Brown Brindle,93,0.25,"(-0.001, 2.5]",8,2022,Friday,12,1,1,Purebred,Plott Hound,N,Female,25 days 07:19:25.734475,25,,,
143392,A864423,2022-08-25 15:16:00,August 2022,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Shorthair,Brown Tabby,365,1,"(-0.001, 2.5]",8,2022,Thursday,15,1,1,Purebred,Domestic Shorthair,N,Male,26 days 04:24:25.734475,26,,,
143330,A864323,2022-08-24 11:24:00,August 2022,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,7 months,Domestic Medium Hair,Blue Tabby,217,0.59,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebred,Domestic Medium Hair,N,Female,27 days 08:16:25.734475,27,,,
143430,A864466,2022-08-26 12:29:00,August 2022,Carson Creek Blvd And Thornberry Rd in Travis (TX),Stray,Normal,Dog,Intact Male,2 months,Labrador Retriever,Buff,62,0.17,"(-0.001, 2.5]",8,2022,Friday,12,1,1,Purebred,Labrador Retriever,N,Male,25 days 07:11:25.734475,25,,,
143390,A864427,2022-08-25 15:41:00,August 2022,Parkfield Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Toy Fox Terrier,Tricolor,730,2,"(-0.001, 2.5]",8,2022,Thursday,15,1,1,Purebred,Toy Fox Terrier,N,Male,26 days 03:59:25.734475,26,,,
143434,A864467,2022-08-26 12:33:00,August 2022,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,American Bulldog,Brown/White,365,1,"(-0.001, 2.5]",8,2022,Friday,12,1,1,Purebred,American Bulldog,N,Female,25 days 07:07:25.734475,25,,,
143325,A864324,2022-08-24 11:24:00,August 2022,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Shorthair,White/Blue Tabby,365,1,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebred,Domestic Shorthair,N,Male,27 days 08:16:25.734475,27,,,
143428,A864468,2022-08-26 12:33:00,August 2022,Austin (TX),Owner Surrender,Normal,Dog,Unknown,1 year,American Bulldog,White/Black,365,1,"(-0.001, 2.5]",8,2022,Friday,12,1,1,Purebred,American Bulldog,N,Male,25 days 07:07:25.734475,25,,,
143329,A864325,2022-08-24 11:24:00,August 2022,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Orange Tabby/White,365,1,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebred,Domestic Shorthair,N,Female,27 days 08:16:25.734475,27,,,
143396,A864431,2022-08-25 16:40:00,August 2022,6908 Cameron Rd in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Black Mouth Cur,Tan/Black,62,0.17,"(-0.001, 2.5]",8,2022,Thursday,16,1,1,Purebred,Black Mouth Cur,N,Female,26 days 03:00:25.734475,26,78752,-97.69357275699997,30.324119135000046
143335,A864327,2022-08-24 11:24:00,August 2022,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Torbie/White,365,1,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebred,Domestic Shorthair,N,Female,27 days 08:16:25.734475,27,,,
143691,A864435,2022-08-25 17:29:00,August 2022,8800 North Ih35 in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Plott Hound Mix,Brown Brindle/White,155,0.42,"(-0.001, 2.5]",8,2022,Thursday,17,1,1,Mix,Plott Hound,N,Female,26 days 02:11:25.734475,26,,,
143611,A864437,2022-08-25 17:53:00,August 2022,Decker Ln And Loyola Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Beagle,Buff,62,0.17,"(-0.001, 2.5]",8,2022,Thursday,17,1,1,Purebred,Beagle,N,Male,26 days 01:47:25.734475,26,,,
143608,A864438,2022-08-25 17:53:00,August 2022,Decker Ln And Loyola Ln in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Beagle,Tan,62,0.17,"(-0.001, 2.5]",8,2022,Thursday,17,1,1,Purebred,Beagle,N,Female,26 days 01:47:25.734475,26,,,
143431,A864475,2022-08-26 14:19:00,August 2022,9201 Cameron Rd Apt 420 in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Shorthair,Black/White,730,2,"(-0.001, 2.5]",8,2022,Friday,14,1,1,Purebred,Domestic Shorthair,N,Male,25 days 05:21:25.734475,25,78754,-97.67684184699999,30.34776398400004
143435,A864477,2022-08-26 14:07:00,August 2022,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,4 years,Domestic Shorthair,Brown Tabby,1460,4,"(2.5, 5.0]",8,2022,Friday,14,1,1,Purebred,Domestic Shorthair,N,Female,25 days 05:33:25.734475,25,,,
143349,A864328,2022-08-24 11:24:00,August 2022,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,5 months,Domestic Shorthair,Torbie,155,0.42,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebred,Domestic Shorthair,N,Female,27 days 08:16:25.734475,27,,,
143437,A864488,2022-08-26 16:13:00,August 2022,6919 Carwill Dr in Austin (TX),Stray,Injured,Dog,Intact Female,2 years,Labrador Retriever/Great Pyrenees,White,730,2,"(-0.001, 2.5]",8,2022,Friday,16,1,1,Purebred,Labrador Retriever,N,Female,25 days 03:27:25.734475,25,,,
143616,A864439,2022-08-25 17:53:00,August 2022,Decker Ln And Loyola Ln in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Boxer/Labrador Retriever,Tricolor,93,0.25,"(-0.001, 2.5]",8,2022,Thursday,17,1,1,Purebred,Boxer,N,Male,26 days 01:47:25.734475,26,,,
143522,A864330,2022-08-24 11:24:00,August 2022,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,1 year,Domestic Medium Hair,Blue Tabby/White,365,1,"(-0.001, 2.5]",8,2022,Wednesday,11,1,1,Purebred,Domestic Medium Hair,N,Male,27 days 08:16:25.734475,27,,,
143720,A864489,2022-08-26 16:21:00,August 2022,Radcliff in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Boxer Mix,Brown/White,365,1,"(-0.001, 2.5]",8,2022,Friday,16,1,1,Mix,Boxer,N,Male,25 days 03:19:25.734475,25,,,
143402,A864444,2022-08-26 08:25:00,August 2022,6603 Mira Loma Ln in Austin (TX),Stray,Injured,Dog,Intact Female,1 year,Pit Bull Mix,Black/White,365,1,"(-0.001, 2.5]",8,2022,Friday,8,1,1,Mix,Pit Bull,Y,Female,25 days 11:15:25.734475,25,,,
143531,A864335,2022-08-24 12:26:00,August 2022,183 And 71 Highway in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Great Pyrenees,White/Black,365,1,"(-0.001, 2.5]",8,2022,Wednesday,12,1,1,Purebred,Great Pyrenees,N,Female,27 days 07:14:25.734475,27,,,
143423,A864450,2022-08-26 11:00:00,August 2022,9414 N Lamar Blvd in Austin (TX),Stray,Normal,Dog,Spayed Female,4 years,American Bulldog,Brown Brindle,1460,4,"(2.5, 5.0]",8,2022,Friday,11,1,1,Purebred,American Bulldog,N,Female,25 days 08:40:25.734475,25,,,
143455,A864490,2022-08-26 16:21:00,August 2022,Radcliff in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Siberian Husky Mix,Red/White,365,1,"(-0.001, 2.5]",8,2022,Friday,16,1,1,Mix,Siberian Husky,N,Female,25 days 03:19:25.734475,25,,,
143471,A864510,2022-08-27 10:21:00,August 2022,Mckinney Falls And Burleson in Travis (TX),Stray,Normal,Cat,Intact Female,5 months,Domestic Shorthair,Black,155,0.42,"(-0.001, 2.5]",8,2022,Saturday,10,1,1,Purebred,Domestic Shorthair,N,Female,24 days 09:19:25.734475,24,,,
143407,A864451,2022-08-26 11:00:00,August 2022,415 Blorage Dr in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair,Black,365,1,"(-0.001, 2.5]",8,2022,Friday,11,1,1,Purebred,Domestic Shorthair,N,Male,25 days 08:40:25.734475,25,,,
143478,A864491,2022-08-26 16:36:00,August 2022,11124 Night Camp Drive in Austin (TX),Stray,Normal,Dog,Intact Female,9 months,Siberian Husky,Black/White,279,0.76,"(-0.001, 2.5]",8,2022,Friday,16,1,1,Purebred,Siberian Husky,N,Female,25 days 03:04:25.734475,25,78754,-97.64160486699996,30.356094770000027
143412,A864452,2022-08-26 11:00:00,August 2022,415 Blorage Dr in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair,Black,365,1,"(-0.001, 2.5]",8,2022,Friday,11,1,1,Purebred,Domestic Shorthair,N,Male,25 days 08:40:25.734475,25,,,
143499,A864526,2022-08-27 14:54:00,August 2022,6500 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,German Shepherd/Labrador Retriever,Tan/Black,365,1,"(-0.001, 2.5]",8,2022,Saturday,14,1,1,Purebred,German Shepherd,N,Female,24 days 04:46:25.734475,24,,,
143415,A864459,2022-08-26 11:25:00,August 2022,12809 Shadowlawn Terrace in Travis (TX),Stray,Normal,Cat,Intact Female,2 months,Domestic Shorthair,Calico,62,0.17,"(-0.001, 2.5]",8,2022,Friday,11,1,1,Purebred,Domestic Shorthair,N,Female,25 days 08:15:25.734475,25,,,
143452,A864494,2022-08-26 18:13:00,August 2022,10600 Brezza Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby/White,365,1,"(-0.001, 2.5]",8,2022,Friday,18,1,1,Purebred,Domestic Shorthair,N,Female,25 days 01:27:25.734475,25,78748,-97.79326498999995,30.14986867700003
143466,A864495,2022-08-26 18:13:00,August 2022,10600 Brezza Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby/White,93,0.25,"(-0.001, 2.5]",8,2022,Friday,18,1,1,Purebred,Domestic Shorthair,N,Male,25 days 01:27:25.734475,25,,,
143690,A864460,2022-08-26 11:39:00,August 2022,Bolm Road in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Chihuahua Shorthair,Red/Black,155,0.42,"(-0.001, 2.5]",8,2022,Friday,11,1,1,Purebred,Chihuahua Shorthair,N,Male,25 days 08:01:25.734475,25,,,
143498,A864527,2022-08-27 14:54:00,August 2022,6500 Levander Loop in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,German Shepherd/Labrador Retriever,Tan/Black,365,1,"(-0.001, 2.5]",8,2022,Saturday,14,1,1,Purebred,German Shepherd,N,Female,24 days 04:46:25.734475,24,,,
143421,A864461,2022-08-26 11:25:00,August 2022,12809 Shadowlawn Terrace in Travis (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black/White,62,0.17,"(-0.001, 2.5]",8,2022,Friday,11,1,1,Purebred,Domestic Shorthair,N,Male,25 days 08:15:25.734475,25,,,
143418,A864462,2022-08-26 11:25:00,August 2022,12809 Shadowlawn Terrace in Travis (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Black/White,93,0.25,"(-0.001, 2.5]",8,2022,Friday,11,1,1,Purebred,Domestic Shorthair,N,Male,25 days 08:15:25.734475,25,,,
143427,A864463,2022-08-26 12:12:00,August 2022,1520 Ruthford Lane in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Bulldog,Chocolate/White,730,2,"(-0.001, 2.5]",8,2022,Friday,12,1,1,Purebred,American Bulldog,N,Male,25 days 07:28:25.734475,25,,,
143564,A864603,2022-08-29 12:30:00,August 2022,1201 W 38Th St in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Medium Hair,Black/White,93,0.25,"(-0.001, 2.5]",8,2022,Monday,12,1,1,Purebred,Domestic Medium Hair,N,Female,22 days 07:10:25.734475,22,,,
143468,A864496,2022-08-26 18:13:00,August 2022,10600 Brezza Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby/White,93,0.25,"(-0.001, 2.5]",8,2022,Friday,18,1,1,Purebred,Domestic Shorthair,N,Male,25 days 01:27:25.734475,25,,,
143467,A864497,2022-08-26 18:13:00,August 2022,10600 Brezza Ln in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Black/White,93,0.25,"(-0.001, 2.5]",8,2022,Friday,18,1,1,Purebred,Domestic Shorthair,N,Female,25 days 01:27:25.734475,25,,,
143470,A864498,2022-08-26 18:13:00,August 2022,10600 Brezza Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Shorthair,Brown Tabby/White,93,0.25,"(-0.001, 2.5]",8,2022,Friday,18,1,1,Purebred,Domestic Shorthair,N,Male,25 days 01:27:25.734475,25,,,
143474,A864499,2022-08-26 18:13:00,August 2022,10600 Brezza Ln in Austin (TX),Stray,Normal,Cat,Intact Female,3 months,Domestic Shorthair,Black/White,93,0.25,"(-0.001, 2.5]",8,2022,Friday,18,1,1,Purebred,Domestic Shorthair,N,Female,25 days 01:27:25.734475,25,,,
143506,A864501,2022-08-26 18:42:00,August 2022,6201 Sneed Cove in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair,Orange Tabby,31,0.08,"(-0.001, 2.5]",8,2022,Friday,18,1,1,Purebred,Domestic Shorthair,N,Male,25 days 00:58:25.734475,25,,,
143528,A864531,2022-08-27 16:50:00,August 2022,2240 Braker in Austin (TX),Stray,Normal,Dog,Intact Female,5 years,Mastiff/Labrador Retriever,Brown/White,1825,5,"(2.5, 5.0]",8,2022,Saturday,16,1,1,Purebred,Mastiff,N,Female,24 days 02:50:25.734475,24,,,
143460,A864508,2022-08-27 08:09:00,August 2022,William Cannon And South 1St in Austin (TX),Stray,Injured,Cat,Intact Female,1 year,Domestic Shorthair,Brown Tabby,365,1,"(-0.001, 2.5]",8,2022,Saturday,8,1,1,Purebred,Domestic Shorthair,N,Female,24 days 11:31:25.734475,24,,,
143556,A864604,2022-08-29 12:30:00,August 2022,1201 W 38Th St in Austin (TX),Stray,Normal,Cat,Intact Male,3 months,Domestic Medium Hair,Blue/White,93,0.25,"(-0.001, 2.5]",8,2022,Monday,12,1,1,Purebred,Domestic Medium Hair,N,Male,22 days 07:10:25.734475,22,,,
143562,A864605,2022-08-29 12:28:00,August 2022,S 1St St And Taft Ln in Austin (TX),Stray,Normal,Dog,Intact Female,5 months,Black Mouth Cur,Brown/Tan,155,0.42,"(-0.001, 2.5]",8,2022,Monday,12,1,1,Purebred,Black Mouth Cur,N,Female,22 days 07:12:25.734475,22,,,
143479,A864509,2022-08-27 10:11:00,August 2022,14503 Menifee St in Travis (TX),Stray,Normal,Dog,Intact Male,4 months,Labrador Retriever Mix,White/Brown,124,0.34,"(-0.001, 2.5]",8,2022,Saturday,10,1,1,Mix,Labrador Retriever,N,Male,24 days 09:29:25.734475,24,,,
