index_id_intake,animal_id_intake,breed_category,breed_consolidated,breed_group,breed_contains_pitbull,color_consolidated,intake_type,intake_condition,sex_upon_intake_subtype,age_intake(days),age_intake(years),age_range_intake,intake_date,intake_month,intake_day1,intake_year,intake_numeric_weekday,intake_hour,outcome_date,outcome_month,outcome_day,outcome_year,outcome_weekday,age_outcome(days),age_upon_outcome(years),age_range_outcome,days_in_shelter,outcome,zipcode,population,population_density,land_area_in_sqmi,housing_units,median_household_income,Male_Population,Female_Population,Less_than_high_school,High_School_Graduate,Associates_degree,Bachelors_degree,Masters_degree,Professional_school_degree,Doctorate_degree,Race_white,Race_black_African_American,Race_American_Indian_Alaskan_native,Race_Asian,Race_Native_Hawaiian_Pacific_Islander,Race-Other,Race_Two_or_more
55326,A729075,Mix,hound,hound,N,Brown/Other,Stray,Normal,Female,1460,4,"(2.5, 5.0]",6/13/2016,6,13,2016,0,1,,,,,,,,,4,Fail,78738,12134,715,16.98,4799,118795,5990,6144,27,1916,490,3865,1552,400,133,10760,151,49,722,1,184,267
1598,A729645,Mix,hound,hound,N,Other,Stray,Injured,Male,31,0.08,"(-0.001, 2.5]",6/21/2016,6,21,2016,1,1,,,,,,,,,4,Fail,78741,44935,5915,7.6,20500,30871,23969,20966,8387,10832,1107,3866,1351,225,237,24139,4743,550,1831,39,11893,1740
119723,A732898,Mix,hound,hound,N,Other,Stray,Normal,Male,730,2,"(-0.001, 2.5]",8/14/2016,8,14,2016,6,1,,,,,,,,,4,Fail,78758,44072,4747,9.28,19577,43537,23014,21058,6267,12480,1690,6744,2167,169,200,25073,4810,467,2911,29,9196,1586
100118,A737133,Mix,hound,hound,N,Brown,Stray,Normal,Male,186,0.51,"(-0.001, 2.5]",10/22/2016,10,22,2016,5,1,,,,,,,,,4,Fail,78723,28330,4083,6.94,12398,42939,14569,13761,4418,7673,785,4098,1605,324,315,13892,6979,327,532,19,5472,1109
67088,A737878,Mix,hound,hound,N,Black/Other,Owner Surrender,Sick,Male,155,0.42,"(-0.001, 2.5]",11/6/2016,11,6,2016,6,1,,,,,,,,,0,Fail,78741,44935,5915,7.6,20500,30871,23969,20966,8387,10832,1107,3866,1351,225,237,24139,4743,550,1831,39,11893,1740
23557,A738517,Mix,hound,hound,N,Brindle,Stray,Normal,Male,730,2,"(-0.001, 2.5]",11/16/2016,11,16,2016,2,1,,,,,,,,,44,Fail,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
64943,A739063,Mix,hound,hound,N,Brindle,Stray,Normal,Male,365,1,"(-0.001, 2.5]",11/27/2016,11,27,2016,6,1,,,,,,,,,7,Fail,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
22295,A742310,Mix,hound,hound,N,Brown,Stray,Normal,Male,365,1,"(-0.001, 2.5]",1/19/2017,1,19,2017,3,1,,,,,,,,,4,Fail,78731,24614,2865,8.59,12984,75269,12014,12600,295,3570,688,7528,3747,1642,1052,21368,333,67,1928,9,357,552
43972,A742630,Mix,hound,hound,N,Brown,Stray,Normal,Male,365,1,"(-0.001, 2.5]",1/28/2017,1,28,2017,5,1,,,,,,,,,6,Fail,78729,27108,2939,9.23,13284,60690,13427,13681,744,8049,1212,5694,1919,402,158,20603,1836,183,2233,25,1209,1019
24090,A742665,Mix,hound,hound,N,Other,Stray,Normal,Male,2920,8,"(7.5, 10.0]",1/25/2017,1,25,2017,2,1,,,,,,,,,4,Fail,78748,40651,3207,12.67,16857,66309,19670,20981,2018,12390,2116,8639,2750,297,217,30993,2105,320,1642,34,4082,1475
77797,A743319,Mix,hound,hound,N,Black/White,Owner Surrender,Normal,Female,730,2,"(-0.001, 2.5]",2/8/2017,2,8,2017,2,1,,,,,,,,,6,Fail,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
23058,A748134,Mix,hound,hound,N,Other,Owner Surrender,Normal,Male,1825,5,"(2.5, 5.0]",4/29/2017,4,29,2017,5,1,,,,,,,,,1,Fail,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
22810,A749964,Mix,hound,hound,N,Tan/Tan Mix,Owner Surrender,Normal,Female,1460,4,"(2.5, 5.0]",5/24/2017,5,24,2017,2,1,,,,,,,,,13,Fail,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
63718,A750796,Mix,hound,hound,N,Brown,Stray,Normal,Male,279,0.76,"(-0.001, 2.5]",6/1/2017,6,1,2017,3,1,,,,,,,,,0,Fail,78757,21310,4335,4.92,10898,57429,10453,10857,1359,5756,926,5220,2528,514,461,18327,675,150,480,8,1120,550
84383,A752421,Mix,hound,hound,N,Brown,Stray,Normal,Male,62,0.17,"(-0.001, 2.5]",6/22/2017,6,22,2017,3,1,,,,,,,,,4,Fail,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
139134,A752820,Mix,hound,hound,N,Brown/White,Stray,Normal,Female,31,0.08,"(-0.001, 2.5]",6/27/2017,6,27,2017,1,1,,,,,,,,,3,Fail,78732,14060,1061,13.25,5033,131216,6978,7082,3,1757,434,4010,1914,466,462,11767,239,42,1379,5,239,389
38873,A753658,Mix,hound,hound,N,Red/Other,Stray,Normal,Female,730,2,"(-0.001, 2.5]",7/9/2017,7,9,2017,6,1,,,,,,,,,1,Fail,78660,68789,1519,45.3,23950,76007,33565,35224,4517,20539,4886,11731,4151,282,402,42256,10731,452,5723,85,6942,2600
26275,A759997,Mix,hound,hound,N,Brown,Stray,Normal,Female,1095,3,"(2.5, 5.0]",10/11/2017,10,11,2017,2,1,,,,,,,,,6,Fail,78702,21334,4268,5,9032,36197,10887,10447,4304,5391,323,3205,1002,178,174,11323,3715,334,228,5,4985,744
108039,A760171,Mix,hound,hound,N,Black/Other,Stray,Normal,Female,1460,4,"(2.5, 5.0]",10/13/2017,10,13,2017,4,1,,,,,,,,,3,Fail,78705,31340,14272,2.2,11265,12143,15990,15350,384,1616,242,2165,1014,179,418,22166,980,82,5719,22,1275,1096
111687,A761168,Mix,hound,hound,N,White/Other,Stray,Normal,Male,730,2,"(-0.001, 2.5]",10/30/2017,10,30,2017,0,1,,,,,,,,,3,Fail,78728,20299,2503,8.11,10240,48612,10015,10284,1147,5940,1370,3850,1475,199,138,12596,2843,137,1976,25,1848,874
69835,A761398,Mix,hound,hound,N,Other,Stray,Normal,Male,365,1,"(-0.001, 2.5]",11/12/2017,11,12,2017,6,1,,,,,,,,,4,Fail,78736,6946,240,28.99,2806,84940,3419,3527,236,1867,270,1803,833,62,86,6080,86,32,247,13,292,196
114327,A763264,Mix,hound,hound,N,Brindle,Stray,Normal,Male,730,2,"(-0.001, 2.5]",12/6/2017,12,6,2017,2,1,,,,,,,,,55,Fail,78758,44072,4747,9.28,19577,43537,23014,21058,6267,12480,1690,6744,2167,169,200,25073,4810,467,2911,29,9196,1586
60156,A764720,Mix,hound,hound,N,White,Stray,Normal,Male,730,2,"(-0.001, 2.5]",1/4/2018,1,4,2018,3,1,,,,,,,,,7,Fail,78653,16375,156,104.97,5532,59763,8141,8234,1974,4831,778,1744,391,145,42,9143,3320,140,312,17,2782,661
72336,A764741,Mix,hound,hound,N,Black/White,Stray,Injured,Female,365,1,"(-0.001, 2.5]",1/5/2018,1,5,2018,4,1,,,,,,,,,20,Fail,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
105176,A765467,Mix,hound,hound,N,Other,Stray,Normal,Male,310,0.85,"(-0.001, 2.5]",1/20/2018,1,20,2018,5,1,,,,,,,,,4,Fail,78741,44935,5915,7.6,20500,30871,23969,20966,8387,10832,1107,3866,1351,225,237,24139,4743,550,1831,39,11893,1740
4377,A766510,Mix,hound,hound,N,Black/Other,Stray,Normal,Female,2920,8,"(7.5, 10.0]",2/12/2018,2,12,2018,0,1,,,,,,,,,3,Fail,78748,40651,3207,12.67,16857,66309,19670,20981,2018,12390,2116,8639,2750,297,217,30993,2105,320,1642,34,4082,1475
120868,A768612,Mix,hound,hound,N,Tan/Tan Mix,Stray,Normal,Male,1825,5,"(2.5, 5.0]",3/22/2018,3,22,2018,3,1,,,,,,,,,7,Fail,78747,14808,623,23.78,5491,61599,7345,7463,1556,5071,584,2354,406,133,118,9664,1052,183,351,12,2998,548
81060,A769267,Mix,hound,hound,N,Black/Other,Stray,Normal,Male,279,0.76,"(-0.001, 2.5]",4/2/2018,4,2,2018,0,1,,,,,,,,,2,Fail,78750,26814,2001,13.4,11723,76236,13248,13566,659,6492,1082,6564,2470,801,761,20472,1021,140,3414,18,943,806
138868,A774175,Mix,hound,hound,N,Brown,Stray,Normal,Female,365,1,"(-0.001, 2.5]",6/14/2018,6,14,2018,3,1,,,,,,,,,0,Fail,78750,26814,2001,13.4,11723,76236,13248,13566,659,6492,1082,6564,2470,801,761,20472,1021,140,3414,18,943,806
111565,A774202,Mix,hound,hound,N,Brindle,Stray,Normal,Male,365,1,"(-0.001, 2.5]",6/11/2018,6,11,2018,0,1,,,,,,,,,7,Fail,78731,24614,2865,8.59,12984,75269,12014,12600,295,3570,688,7528,3747,1642,1052,21368,333,67,1928,9,357,552
6244,A774860,Mix,hound,hound,N,Brindle,Stray,Normal,Female,31,0.08,"(-0.001, 2.5]",6/21/2018,6,21,2018,3,1,,,,,,,,,0,Fail,78741,44935,5915,7.6,20500,30871,23969,20966,8387,10832,1107,3866,1351,225,237,24139,4743,550,1831,39,11893,1740
132357,A777908,Mix,hound,hound,N,White/Other,Stray,Injured,Female,1460,4,"(2.5, 5.0]",8/5/2018,8,5,2018,6,1,,,,,,,,,15,Fail,78759,38891,2794,13.92,20640,66828,19048,19843,892,8389,1484,11325,5109,1497,1299,31364,1210,139,4092,25,1030,1031
38588,A778437,Mix,hound,hound,N,White/Black or Brown,Stray,Normal,Female,1095,3,"(2.5, 5.0]",8/14/2018,8,14,2018,1,1,,,,,,,,,6,Fail,78653,16375,156,104.97,5532,59763,8141,8234,1974,4831,778,1744,391,145,42,9143,3320,140,312,17,2782,661
27707,A779302,Mix,hound,hound,N,Tan/White,Stray,Normal,Male,730,2,"(-0.001, 2.5]",8/29/2018,8,29,2018,2,1,,,,,,,,,12,Fail,78723,28330,4083,6.94,12398,42939,14569,13761,4418,7673,785,4098,1605,324,315,13892,6979,327,532,19,5472,1109
141758,A779728,Mix,hound,hound,N,Red/Other,Stray,Normal,Female,31,0.08,"(-0.001, 2.5]",9/5/2018,9,5,2018,2,1,,,,,,,,,3,Fail,78748,40651,3207,12.67,16857,66309,19670,20981,2018,12390,2116,8639,2750,297,217,30993,2105,320,1642,34,4082,1475
84959,A781405,Mix,hound,hound,N,Brindle,Stray,Normal,Female,279,0.76,"(-0.001, 2.5]",9/28/2018,9,28,2018,4,1,,,,,,,,,10,Fail,78621,21659,116,187,7955,52471,10779,10880,2963,8085,1005,1416,598,76,85,14369,2455,206,128,23,3769,709
131833,A785122,Mix,hound,hound,N,Red/Other,Stray,Normal,Male,365,1,"(-0.001, 2.5]",11/26/2018,11,26,2018,0,1,,,,,,,,,7,Fail,78749,34449,3421,10.07,14857,84907,16863,17586,608,7176,1572,9571,3755,725,633,27894,1129,186,2700,34,1442,1064
66823,A785207,Mix,hound,hound,N,Brown/White,Stray,Normal,Male,365,1,"(-0.001, 2.5]",12/7/2018,12,7,2018,4,1,,,,,,,,,7,Fail,78704,42117,4838,8.7,23575,50930,21261,20856,2025,9089,1546,11110,3834,1584,759,33444,1559,366,786,15,4472,1475
0,A786884,Mix,hound,hound,N,Other,Stray,Normal,Male,730,2,"(-0.001, 2.5]",1/3/2019,1,3,2019,3,1,,,,,,,,,4,Fail,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
68927,A788389,Mix,hound,hound,N,Brown/Other,Stray,Injured,Male,365,1,"(-0.001, 2.5]",2/1/2019,2,1,2019,4,1,,,,,,,,,1,Fail,78702,21334,4268,5,9032,36197,10887,10447,4304,5391,323,3205,1002,178,174,11323,3715,334,228,5,4985,744
14391,A788391,Mix,hound,hound,N,Red/Other,Stray,Normal,Male,1460,4,"(2.5, 5.0]",2/1/2019,2,1,2019,4,1,,,,,,,,,12,Fail,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
132104,A788447,Mix,hound,hound,N,Black/Other,Stray,Normal,Male,1095,3,"(2.5, 5.0]",2/2/2019,2,2,2019,5,1,,,,,,,,,11,Fail,78752,18064,5403,3.34,7944,34716,9778,8286,3976,4429,493,2095,807,88,120,10787,2124,334,333,10,3781,695
9564,A789106,Mix,hound,hound,N,Other,Stray,Normal,Male,730,2,"(-0.001, 2.5]",2/15/2019,2,15,2019,4,1,,,,,,,,,5,Fail,78735,16131,785,20.55,7572,79984,7797,8334,643,2763,605,4952,1822,766,437,13526,260,92,926,7,910,410
16891,A789440,Mix,hound,hound,N,Black,Stray,Normal,Male,2190,6,"(5.0, 7.5]",2/21/2019,2,21,2019,3,1,,,,,,,,,91,Fail,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
18518,A789986,Mix,hound,hound,N,Red/Other,Owner Surrender,Normal,Female,1460,4,"(2.5, 5.0]",3/2/2019,3,2,2019,5,1,,,,,,,,,19,Fail,78653,16375,156,104.97,5532,59763,8141,8234,1974,4831,778,1744,391,145,42,9143,3320,140,312,17,2782,661
53157,A790557,Mix,hound,hound,N,Brown,Owner Surrender,Normal,Female,1460,4,"(2.5, 5.0]",3/12/2019,3,12,2019,1,1,,,,,,,,,14,Fail,78748,40651,3207,12.67,16857,66309,19670,20981,2018,12390,2116,8639,2750,297,217,30993,2105,320,1642,34,4082,1475
59337,A792023,Mix,hound,hound,N,Other,Stray,Aged,Male,4380,12,"(10.0, 12.5]",4/4/2019,4,4,2019,3,1,,,,,,,,,2,Fail,78757,21310,4335,4.92,10898,57429,10453,10857,1359,5756,926,5220,2528,514,461,18327,675,150,480,8,1120,550
134220,A792355,Mix,hound,hound,N,Black/Other,Owner Surrender,Normal,Female,365,1,"(-0.001, 2.5]",4/9/2019,4,9,2019,1,1,,,,,,,,,6,Fail,78746,26928,1197,22.49,11520,128936,13319,13609,170,3210,625,8101,3972,2097,966,23983,214,93,1788,12,309,529
1872,A794299,Mix,hound,hound,N,Black/Other,Stray,Sick,Female,31,0.08,"(-0.001, 2.5]",5/6/2019,5,6,2019,0,1,,,,,,,,,9,Fail,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
134587,A802892,Mix,hound,hound,N,Tan/White,Stray,Normal,Male,217,0.59,"(-0.001, 2.5]",8/24/2019,8,24,2019,5,1,,,,,,,,,4,Fail,78702,21334,4268,5,9032,36197,10887,10447,4304,5391,323,3205,1002,178,174,11323,3715,334,228,5,4985,744
92094,A813141,Mix,hound,hound,N,Brindle,Stray,Normal,Male,730,2,"(-0.001, 2.5]",2/4/2020,2,4,2020,1,1,,,,,,,,,16,Fail,78723,28330,4083,6.94,12398,42939,14569,13761,4418,7673,785,4098,1605,324,315,13892,6979,327,532,19,5472,1109
96304,A817397,Mix,hound,hound,N,Other,Stray,Normal,Male,155,0.42,"(-0.001, 2.5]",5/19/2020,5,19,2020,1,1,,,,,,,,,4,Fail,78748,40651,3207,12.67,16857,66309,19670,20981,2018,12390,2116,8639,2750,297,217,30993,2105,320,1642,34,4082,1475
38729,A819338,Mix,hound,hound,N,White/Black or Brown,Stray,Normal,Male,730,2,"(-0.001, 2.5]",6/26/2020,6,26,2020,4,1,,,,,,,,,32,Fail,78725,6083,346,17.57,1978,52381,2988,3095,1890,2481,120,597,127,0,15,2924,1838,96,55,13,970,187
31952,A819856,Mix,hound,hound,N,Brown/White,Stray,Sick,Male,730,2,"(-0.001, 2.5]",7/7/2020,7,7,2020,1,1,,,,,,,,,14,Fail,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
81187,A822031,Mix,hound,hound,N,Black/Other,Owner Surrender,Normal,Male,365,1,"(-0.001, 2.5]",8/25/2020,8,25,2020,1,1,,,,,,,,,4,Fail,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
141622,A828815,Mix,hound,hound,N,Brown/Other,Owner Surrender,Normal,Female,310,0.85,"(-0.001, 2.5]",1/26/2021,1,26,2021,1,1,,,,,,,,,72,Fail,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
5668,A832653,Mix,hound,hound,N,Black/Other,Stray,Normal,Female,730,2,"(-0.001, 2.5]",4/17/2021,4,17,2021,5,1,,,,,,,,,4,Fail,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
71846,A835277,Mix,hound,hound,N,Other,Stray,Injured,Male,730,2,"(-0.001, 2.5]",5/25/2021,5,25,2021,1,1,,,,,,,,,7,Fail,78759,38891,2794,13.92,20640,66828,19048,19843,892,8389,1484,11325,5109,1497,1299,31364,1210,139,4092,25,1030,1031
41506,A846564,Mix,hound,hound,N,Brown/White,Stray,Normal,Male,730,2,"(-0.001, 2.5]",11/17/2021,11,17,2021,2,1,,,,,,,,,22,Fail,78741,44935,5915,7.6,20500,30871,23969,20966,8387,10832,1107,3866,1351,225,237,24139,4743,550,1831,39,11893,1740
105392,A848105,Mix,hound,hound,N,Black,Stray,Normal,Male,365,1,"(-0.001, 2.5]",12/14/2021,12,14,2021,1,1,,,,,,,,,6,Fail,78727,26689,3112,8.58,12984,69570,13304,13385,1046,7241,1212,7164,2317,353,426,18493,2115,168,3661,14,1390,848
103319,A849021,Mix,hound,hound,N,Black/Other,Stray,Normal,Male,730,2,"(-0.001, 2.5]",12/31/2021,12,31,2021,4,1,,,,,,,,,4,Fail,78723,28330,4083,6.94,12398,42939,14569,13761,4418,7673,785,4098,1605,324,315,13892,6979,327,532,19,5472,1109
122060,A850947,Mix,hound,hound,N,Brindle,Stray,Normal,Male,365,1,"(-0.001, 2.5]",2/2/2022,2,2,2022,2,1,,,,,,,,,8,Fail,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
83146,A853221,Mix,hound,hound,N,Black,Stray,Medical,Female,365,1,"(-0.001, 2.5]",3/15/2022,3,15,2022,1,1,,,,,,,,,3,Fail,78721,11425,3077,3.71,4153,33798,5572,5853,2512,3484,249,783,187,38,19,4303,3976,176,79,4,2545,342
58111,A855920,Mix,hound,hound,N,White/Black or Brown,Stray,Normal,Female,365,1,"(-0.001, 2.5]",4/25/2022,4,25,2022,0,1,,,,,,,,,4,Fail,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
84482,A858619,Mix,hound,hound,N,White/Other,Stray,Normal,Female,31,0.08,"(-0.001, 2.5]",6/1/2022,6,1,2022,2,1,,,,,,,,,6,Fail,78723,28330,4083,6.94,12398,42939,14569,13761,4418,7673,785,4098,1605,324,315,13892,6979,327,532,19,5472,1109
136666,A568715,Purebred,hound,hound,N,Brown,Stray,Injured,Female,2190,6,"(5.0, 7.5]",7/26/2016,7,26,2016,1,1,,,,,,,,,7,Fail,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
78132,A608918,Purebred,hound,hound,N,Black/White,Public Assist,Normal,Male,1460,4,"(2.5, 5.0]",5/31/2015,5,31,2015,6,1,,,,,,,,,1,Fail,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
134567,A666922,Purebred,hound,hound,N,White,Stray,Normal,Male,365,1,"(-0.001, 2.5]",11/9/2013,11,9,2013,5,1,,,,,,,,,8,Fail,78723,28330,4083,6.94,12398,42939,14569,13761,4418,7673,785,4098,1605,324,315,13892,6979,327,532,19,5472,1109
31545,A666985,Purebred,hound,hound,N,Brown/White,Stray,Normal,Female,186,0.51,"(-0.001, 2.5]",11/10/2013,11,10,2013,6,1,,,,,,,,,4,Fail,78747,14808,623,23.78,5491,61599,7345,7463,1556,5071,584,2354,406,133,118,9664,1052,183,351,12,2998,548
94197,A668325,Purebred,hound,hound,N,Tan/White,Stray,Normal,Male,124,0.34,"(-0.001, 2.5]",12/2/2013,12,2,2013,0,1,,,,,,,,,4,Fail,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
51538,A671166,Purebred,hound,hound,N,Red/Other,Stray,Normal,Male,365,1,"(-0.001, 2.5]",1/20/2014,1,20,2014,0,1,,,,,,,,,4,Fail,78752,18064,5403,3.34,7944,34716,9778,8286,3976,4429,493,2095,807,88,120,10787,2124,334,333,10,3781,695
129751,A671226,Purebred,hound,hound,N,Black/White,Stray,Normal,Female,730,2,"(-0.001, 2.5]",1/21/2014,1,21,2014,1,1,,,,,,,,,6,Fail,78723,28330,4083,6.94,12398,42939,14569,13761,4418,7673,785,4098,1605,324,315,13892,6979,327,532,19,5472,1109
141771,A673592,Purebred,hound,hound,N,Red/Other,Stray,Injured,Female,2190,6,"(5.0, 7.5]",2/27/2014,2,27,2014,3,1,,,,,,,,,33,Fail,78734,17655,881,20.04,8345,87300,8943,8712,761,4984,591,4408,1497,301,242,15787,148,73,291,11,988,357
131883,A673622,Purebred,hound,hound,N,Black/Other,Stray,Normal,Female,310,0.85,"(-0.001, 2.5]",2/27/2014,2,27,2014,3,1,,,,,,,,,4,Fail,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
19810,A679756,Purebred,hound,hound,N,Other,Owner Surrender,Normal,Male,31,0.08,"(-0.001, 2.5]",5/25/2014,5,25,2014,6,1,,,,,,,,,6,Fail,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
11017,A683712,Purebred,hound,hound,N,Other,Stray,Normal,Female,310,0.85,"(-0.001, 2.5]",7/16/2014,7,16,2014,2,1,,,,,,,,,5,Fail,78752,18064,5403,3.34,7944,34716,9778,8286,3976,4429,493,2095,807,88,120,10787,2124,334,333,10,3781,695
35029,A684695,Purebred,hound,hound,N,Tan/Tan Mix,Stray,Normal,Female,1460,4,"(2.5, 5.0]",7/27/2014,7,27,2014,6,1,,,,,,,,,3,Fail,78723,28330,4083,6.94,12398,42939,14569,13761,4418,7673,785,4098,1605,324,315,13892,6979,327,532,19,5472,1109
21539,A686689,Purebred,hound,hound,N,Red/Other,Stray,Normal,Female,31,0.08,"(-0.001, 2.5]",8/25/2014,8,25,2014,0,1,,,,,,,,,2,Fail,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
44809,A687842,Purebred,hound,hound,N,Brown/White,Stray,Sick,Male,730,2,"(-0.001, 2.5]",9/10/2014,9,10,2014,2,1,,,,,,,,,55,Fail,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
99022,A693003,Purebred,hound,hound,N,Other,Stray,Normal,Female,1825,5,"(2.5, 5.0]",11/29/2014,11,29,2014,5,1,,,,,,,,,11,Fail,78722,5901,3896,1.51,3034,50923,2986,2915,304,1236,189,1978,859,102,197,4288,821,25,169,2,360,236
7184,A701098,Purebred,hound,hound,N,Red/Other,Stray,Normal,Male,730,2,"(-0.001, 2.5]",4/24/2015,4,24,2015,4,1,,,,,,,,,5,Fail,78721,11425,3077,3.71,4153,33798,5572,5853,2512,3484,249,783,187,38,19,4303,3976,176,79,4,2545,342
89665,A704281,Purebred,hound,hound,N,Other,Stray,Normal,Female,730,2,"(-0.001, 2.5]",6/3/2015,6,3,2015,2,1,,,,,,,,,4,Fail,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
78448,A710112,Purebred,hound,hound,N,Black/Other,Stray,Normal,Male,1095,3,"(2.5, 5.0]",8/17/2015,8,17,2015,0,1,,,,,,,,,7,Fail,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
38229,A710209,Purebred,hound,hound,N,Red/Other,Stray,Normal,Female,730,2,"(-0.001, 2.5]",8/19/2015,8,19,2015,2,1,,,,,,,,,2,Fail,78759,38891,2794,13.92,20640,66828,19048,19843,892,8389,1484,11325,5109,1497,1299,31364,1210,139,4092,25,1030,1031
6552,A719083,Purebred,hound,hound,N,Other,Stray,Normal,Male,730,2,"(-0.001, 2.5]",1/12/2016,1,12,2016,1,1,,,,,,,,,4,Fail,78727,26689,3112,8.58,12984,69570,13304,13385,1046,7241,1212,7164,2317,353,426,18493,2115,168,3661,14,1390,848
117480,A722428,Purebred,hound,hound,N,Other,Stray,Normal,Male,1095,3,"(2.5, 5.0]",3/16/2016,3,16,2016,2,1,,,,,,,,,4,Fail,78747,14808,623,23.78,5491,61599,7345,7463,1556,5071,584,2354,406,133,118,9664,1052,183,351,12,2998,548
38450,A723386,Purebred,hound,hound,N,Brown,Stray,Normal,Male,730,2,"(-0.001, 2.5]",3/31/2016,3,31,2016,3,1,,,,,,,,,4,Fail,78704,42117,4838,8.7,23575,50930,21261,20856,2025,9089,1546,11110,3834,1584,759,33444,1559,366,786,15,4472,1475
115258,A730780,Purebred,hound,hound,N,Other,Stray,Normal,Male,93,0.25,"(-0.001, 2.5]",7/10/2016,7,10,2016,6,1,,,,,,,,,3,Fail,78721,11425,3077,3.71,4153,33798,5572,5853,2512,3484,249,783,187,38,19,4303,3976,176,79,4,2545,342
57321,A739629,Purebred,hound,hound,N,Black/Other,Stray,Normal,Male,365,1,"(-0.001, 2.5]",12/5/2016,12,5,2016,0,1,,,,,,,,,4,Fail,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
7300,A742152,Purebred,hound,hound,N,Red/Other,Stray,Injured,Female,365,1,"(-0.001, 2.5]",1/16/2017,1,16,2017,0,1,,,,,,,,,4,Fail,78727,26689,3112,8.58,12984,69570,13304,13385,1046,7241,1212,7164,2317,353,426,18493,2115,168,3661,14,1390,848
78479,A750026,Purebred,hound,hound,N,Tan/White,Stray,Normal,Female,62,0.17,"(-0.001, 2.5]",5/22/2017,5,22,2017,0,1,,,,,,,,,3,Fail,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
72699,A760656,Purebred,hound,hound,N,Tan/Tan Mix,Stray,Normal,Female,730,2,"(-0.001, 2.5]",10/22/2017,10,22,2017,6,1,,,,,,,,,5,Fail,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
2448,A763282,Purebred,hound,hound,N,Black,Stray,Normal,Female,730,2,"(-0.001, 2.5]",12/6/2017,12,6,2017,2,1,,,,,,,,,4,Fail,78754,15036,1135,13.25,6492,54896,7464,7572,924,5038,698,2516,902,97,127,7504,3068,113,1808,19,1887,637
