index_id_intake,animal_id_intake,breed_category,breed_consolidated,breed_group,breed_contains_pitbull,color_consolidated,intake_type,intake_condition,sex_upon_intake_subtype,age_intake(days),age_intake(years),age_range_intake,intake_date,intake_month,intake_day1,intake_year,intake_numeric_weekday,intake_hour,outcome_date,outcome_month,outcome_day,outcome_year,outcome_weekday,age_outcome(days),age_upon_outcome(years),age_range_outcome,days_in_shelter,outcome,zipcode,population,population_density,land_area_in_sqmi,housing_units,median_household_income,Male_Population,Female_Population,Less_than_high_school,High_School_Graduate,Associates_degree,Bachelors_degree,Masters_degree,Professional_school_degree,Doctorate_degree,Race_white,Race_black_African_American,Race_American_Indian_Alaskan_native,Race_Asian,Race_Native_Hawaiian_Pacific_Islander,Race-Other,Race_Two_or_more
117804,A721841,Mix,toy,toy,N,Brown,Stray,Normal,Male,365,1,"(-0.001, 2.5]",3/5/2016,3,5,2016,5,15,3/8/2016,3,8,2016,Tuesday,369,1.01,"(-0.001, 2.5]",3,Success,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
28085,A721851,Mix,retriever,sporting,N,Black,Stray,Normal,Female,248,0.68,"(-0.001, 2.5]",3/5/2016,3,5,2016,5,17,3/24/2016,3,24,2016,Thursday,263,0.72,"(-0.001, 2.5]",18,Success,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
117750,A721877,Mix,pit bull,terrier,Y,White,Public Assist,Injured,Female,93,0.25,"(-0.001, 2.5]",3/6/2016,3,6,2016,6,13,7/26/2016,7,26,2016,Tuesday,263,0.72,"(-0.001, 2.5]",141,Success,78748,40651,3207,12.67,16857,66309,19670,20981,2018,12390,2116,8639,2750,297,217,30993,2105,320,1642,34,4082,1475
115374,A721929,Mix,Malinois/German Shepherd,working-herding,N,Black/Other,Stray,Normal,Female,2920,8,"(7.5, 10.0]",3/7/2016,3,7,2016,0,15,3/20/2016,3,20,2016,Sunday,2935,8.04,"(7.5, 10.0]",13,Success,78653,16375,156,104.97,5532,59763,8141,8234,1974,4831,778,1744,391,145,42,9143,3320,140,312,17,2782,661
58074,A722029,Mix,toy,toy,N,Other,Stray,Normal,Male,2920,8,"(7.5, 10.0]",3/9/2016,3,9,2016,2,13,3/22/2016,3,22,2016,Tuesday,3087,8.46,"(7.5, 10.0]",12,Success,78754,15036,1135,13.25,6492,54896,7464,7572,924,5038,698,2516,902,97,127,7504,3068,113,1808,19,1887,637
133153,A722055,Mix,working,working,N,Tan/Tan Mix,Stray,Normal,Male,365,1,"(-0.001, 2.5]",3/10/2016,3,10,2016,3,10,3/20/2016,3,20,2016,Sunday,376,1.03,"(-0.001, 2.5]",10,Success,78752,18064,5403,3.34,7944,34716,9778,8286,3976,4429,493,2095,807,88,120,10787,2124,334,333,10,3781,695
105894,A722101,Mix,pit bull,terrier,Y,Other,Stray,Normal,Male,365,1,"(-0.001, 2.5]",8/21/2016,8,21,2016,6,15,8/29/2016,8,29,2016,Monday,538,1.47,"(-0.001, 2.5]",8,Success,78728,20299,2503,8.11,10240,48612,10015,10284,1147,5940,1370,3850,1475,199,138,12596,2843,137,1976,25,1848,874
35990,A722185,Mix,pit bull,terrier,Y,Brown/White,Stray,Normal,Female,365,1,"(-0.001, 2.5]",3/12/2016,3,12,2016,5,11,4/4/2016,4,4,2016,Monday,389,1.07,"(-0.001, 2.5]",23,Success,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
68786,A722255,Purebred,retriever,sporting,N,Black,Stray,Normal,Female,365,1,"(-0.001, 2.5]",3/13/2016,3,13,2016,6,16,3/18/2016,3,18,2016,Friday,371,1.02,"(-0.001, 2.5]",5,Success,78748,40651,3207,12.67,16857,66309,19670,20981,2018,12390,2116,8639,2750,297,217,30993,2105,320,1642,34,4082,1475
59889,A722285,Mix,herding,working-herding,N,Brown,Stray,Normal,Female,365,1,"(-0.001, 2.5]",3/14/2016,3,14,2016,0,11,3/26/2016,3,26,2016,Saturday,378,1.04,"(-0.001, 2.5]",12,Success,78758,44072,4747,9.28,19577,43537,23014,21058,6267,12480,1690,6744,2167,169,200,25073,4810,467,2911,29,9196,1586
89052,A722298,Mix,herding,working-herding,N,White/Other,Stray,Normal,Female,31,0.08,"(-0.001, 2.5]",3/14/2016,3,14,2016,0,13,3/18/2016,3,18,2016,Friday,64,0.18,"(-0.001, 2.5]",4,Success,78759,38891,2794,13.92,20640,66828,19048,19843,892,8389,1484,11325,5109,1497,1299,31364,1210,139,4092,25,1030,1031
107346,A722322,Mix,Malinois/German Shepherd,working-herding,N,Black,Stray,Normal,Female,2920,8,"(7.5, 10.0]",3/14/2016,3,14,2016,0,16,4/2/2016,4,2,2016,Saturday,3123,8.56,"(7.5, 10.0]",19,Success,78741,44935,5915,7.6,20500,30871,23969,20966,8387,10832,1107,3866,1351,225,237,24139,4743,550,1831,39,11893,1740
44726,A722324,Mix,pit bull,terrier,Y,Other,Public Assist,Normal,Male,730,2,"(-0.001, 2.5]",8/9/2016,8,9,2016,1,16,10/8/2016,10,8,2016,Saturday,939,2.57,"(2.5, 5.0]",59,Success,78752,18064,5403,3.34,7944,34716,9778,8286,3976,4429,493,2095,807,88,120,10787,2124,334,333,10,3781,695
105160,A722328,Mix,working,working,N,White/Black or Brown,Stray,Normal,Male,155,0.42,"(-0.001, 2.5]",3/14/2016,3,14,2016,0,18,3/19/2016,3,19,2016,Saturday,187,0.51,"(-0.001, 2.5]",4,Success,78741,44935,5915,7.6,20500,30871,23969,20966,8387,10832,1107,3866,1351,225,237,24139,4743,550,1831,39,11893,1740
64956,A722352,Mix,retriever,sporting,N,Black/White,Stray,Normal,Female,217,0.59,"(-0.001, 2.5]",3/15/2016,3,15,2016,1,11,3/22/2016,3,22,2016,Tuesday,220,0.6,"(-0.001, 2.5]",7,Success,78660,68789,1519,45.3,23950,76007,33565,35224,4517,20539,4886,11731,4151,282,402,42256,10731,452,5723,85,6942,2600
10426,A722369,Mix,guardian,working,N,Brindle,Stray,Normal,Male,279,0.76,"(-0.001, 2.5]",3/15/2016,3,15,2016,1,14,3/21/2016,3,21,2016,Monday,280,0.77,"(-0.001, 2.5]",5,Success,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
98197,A722470,Mix,hound,hound,N,Other,Stray,Normal,Male,31,0.08,"(-0.001, 2.5]",3/17/2016,3,17,2016,3,13,3/21/2016,3,21,2016,Monday,64,0.18,"(-0.001, 2.5]",4,Success,78759,38891,2794,13.92,20640,66828,19048,19843,892,8389,1484,11325,5109,1497,1299,31364,1210,139,4092,25,1030,1031
53263,A722490,Mix,herding,working-herding,N,Black/Other,Stray,Normal,Female,365,1,"(-0.001, 2.5]",3/17/2016,3,17,2016,3,16,3/26/2016,3,26,2016,Saturday,375,1.03,"(-0.001, 2.5]",9,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
103437,A722505,Mix,pit bull,terrier,Y,Tan/White,Stray,Normal,Female,730,2,"(-0.001, 2.5]",3/17/2016,3,17,2016,3,17,4/9/2016,4,9,2016,Saturday,754,2.07,"(-0.001, 2.5]",23,Success,78660,68789,1519,45.3,23950,76007,33565,35224,4517,20539,4886,11731,4151,282,402,42256,10731,452,5723,85,6942,2600
103872,A722538,Mix,retriever,sporting,N,Black/White,Stray,Normal,Male,365,1,"(-0.001, 2.5]",3/18/2016,3,18,2016,4,11,4/3/2016,4,3,2016,Sunday,382,1.05,"(-0.001, 2.5]",16,Success,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
51343,A722542,Mix,pit bull,terrier,Y,Brown,Stray,Normal,Male,365,1,"(-0.001, 2.5]",3/18/2016,3,18,2016,4,11,5/1/2016,5,1,2016,Sunday,580,1.59,"(-0.001, 2.5]",44,Success,78741,44935,5915,7.6,20500,30871,23969,20966,8387,10832,1107,3866,1351,225,237,24139,4743,550,1831,39,11893,1740
41345,A722648,Mix,pit bull,terrier,Y,White/Black or Brown,Stray,Normal,Male,365,1,"(-0.001, 2.5]",3/20/2016,3,20,2016,6,11,7/6/2016,7,6,2016,Wednesday,474,1.3,"(-0.001, 2.5]",108,Success,78719,1764,95,18.65,586,38305,908,856,525,461,20,76,48,0,0,1008,62,31,10,0,611,42
139387,A722704,Mix,pit bull,terrier,Y,Tan/White,Stray,Normal,Male,365,1,"(-0.001, 2.5]",3/21/2016,3,21,2016,0,11,3/26/2016,3,26,2016,Saturday,371,1.02,"(-0.001, 2.5]",4,Success,78748,40651,3207,12.67,16857,66309,19670,20981,2018,12390,2116,8639,2750,297,217,30993,2105,320,1642,34,4082,1475
18580,A722708,Mix,herding,working-herding,N,Other,Stray,Normal,Male,730,2,"(-0.001, 2.5]",3/21/2016,3,21,2016,0,12,3/26/2016,3,26,2016,Saturday,736,2.02,"(-0.001, 2.5]",5,Success,78757,21310,4335,4.92,10898,57429,10453,10857,1359,5756,926,5220,2528,514,461,18327,675,150,480,8,1120,550
32260,A722754,Purebred,terrier,terrier,N,Brown/Other,Stray,Normal,Female,155,0.42,"(-0.001, 2.5]",3/21/2016,3,21,2016,0,17,3/25/2016,3,25,2016,Friday,186,0.51,"(-0.001, 2.5]",3,Success,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
16389,A722768,Mix,pit bull,terrier,Y,Brown/White,Stray,Normal,Male,341,0.93,"(-0.001, 2.5]",8/22/2016,8,22,2016,0,8,9/25/2016,9,25,2016,Sunday,369,1.01,"(-0.001, 2.5]",34,Success,78741,44935,5915,7.6,20500,30871,23969,20966,8387,10832,1107,3866,1351,225,237,24139,4743,550,1831,39,11893,1740
44133,A722782,Mix,pit bull,terrier,Y,Other,Stray,Normal,Female,93,0.25,"(-0.001, 2.5]",3/22/2016,3,22,2016,1,11,3/26/2016,3,26,2016,Saturday,102,0.28,"(-0.001, 2.5]",4,Success,78704,42117,4838,8.7,23575,50930,21261,20856,2025,9089,1546,11110,3834,1584,759,33444,1559,366,786,15,4472,1475
38823,A722813,Mix,guardian,working,N,Brindle,Stray,Normal,Female,155,0.42,"(-0.001, 2.5]",3/22/2016,3,22,2016,1,16,3/26/2016,3,26,2016,Saturday,186,0.51,"(-0.001, 2.5]",4,Success,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
98377,A722826,Mix,chihuahua ,toy,N,Tan/White,Stray,Normal,Male,1460,4,"(2.5, 5.0]",3/22/2016,3,22,2016,1,18,3/26/2016,3,26,2016,Saturday,1464,4.01,"(2.5, 5.0]",3,Success,78653,16375,156,104.97,5532,59763,8141,8234,1974,4831,778,1744,391,145,42,9143,3320,140,312,17,2782,661
129994,A722993,Purebred,hound,hound,N,Brindle,Stray,Normal,Male,365,1,"(-0.001, 2.5]",4/15/2017,4,15,2017,5,15,5/5/2017,5,5,2017,Friday,433,1.19,"(-0.001, 2.5]",20,Success,78702,21334,4268,5,9032,36197,10887,10447,4304,5391,323,3205,1002,178,174,11323,3715,334,228,5,4985,744
48982,A723013,Mix,working,working,N,Brown/White,Stray,Injured,Male,62,0.17,"(-0.001, 2.5]",3/25/2016,3,25,2016,4,0,5/14/2016,5,14,2016,Saturday,141,0.39,"(-0.001, 2.5]",49,Success,78728,20299,2503,8.11,10240,48612,10015,10284,1147,5940,1370,3850,1475,199,138,12596,2843,137,1976,25,1848,874
41928,A723047,Mix,pit bull,terrier,Y,Red/Other,Stray,Normal,Female,1460,4,"(2.5, 5.0]",8/6/2019,8,6,2019,1,15,9/29/2019,9,29,2019,Sunday,1649,4.52,"(2.5, 5.0]",54,Success,78741,44935,5915,7.6,20500,30871,23969,20966,8387,10832,1107,3866,1351,225,237,24139,4743,550,1831,39,11893,1740
37211,A723143,Mix,retriever,sporting,N,White,Stray,Normal,Female,155,0.42,"(-0.001, 2.5]",3/27/2016,3,27,2016,6,13,4/2/2016,4,2,2016,Saturday,173,0.47,"(-0.001, 2.5]",5,Success,78747,14808,623,23.78,5491,61599,7345,7463,1556,5071,584,2354,406,133,118,9664,1052,183,351,12,2998,548
117370,A723204,Mix,toy,toy,N,Black,Stray,Normal,Male,730,2,"(-0.001, 2.5]",3/28/2016,3,28,2016,0,14,4/1/2016,4,1,2016,Friday,735,2.01,"(-0.001, 2.5]",4,Success,78704,42117,4838,8.7,23575,50930,21261,20856,2025,9089,1546,11110,3834,1584,759,33444,1559,366,786,15,4472,1475
119703,A723244,Mix,retriever,sporting,N,Black/White,Stray,Normal,Male,365,1,"(-0.001, 2.5]",4/25/2016,4,25,2016,0,11,4/30/2016,4,30,2016,Saturday,399,1.09,"(-0.001, 2.5]",4,Success,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
38243,A723259,Mix,terrier,terrier,N,Tan/Tan Mix,Stray,Normal,Male,155,0.42,"(-0.001, 2.5]",3/29/2016,3,29,2016,1,9,4/2/2016,4,2,2016,Saturday,186,0.51,"(-0.001, 2.5]",4,Success,78741,44935,5915,7.6,20500,30871,23969,20966,8387,10832,1107,3866,1351,225,237,24139,4743,550,1831,39,11893,1740
93275,A723272,Purebred,herding,working-herding,N,Black/White,Stray,Normal,Female,31,0.08,"(-0.001, 2.5]",3/29/2016,3,29,2016,1,13,4/2/2016,4,2,2016,Saturday,58,0.16,"(-0.001, 2.5]",4,Success,78729,27108,2939,9.23,13284,60690,13427,13681,744,8049,1212,5694,1919,402,158,20603,1836,183,2233,25,1209,1019
9277,A723337,Mix,chihuahua ,toy,N,Tan/White,Stray,Normal,Female,730,2,"(-0.001, 2.5]",3/30/2016,3,30,2016,2,11,4/4/2016,4,4,2016,Monday,736,2.02,"(-0.001, 2.5]",5,Success,78752,18064,5403,3.34,7944,34716,9778,8286,3976,4429,493,2095,807,88,120,10787,2124,334,333,10,3781,695
102153,A723345,Mix,chihuahua ,toy,N,Tan/Tan Mix,Stray,Normal,Male,365,1,"(-0.001, 2.5]",3/30/2016,3,30,2016,2,13,4/3/2016,4,3,2016,Sunday,370,1.01,"(-0.001, 2.5]",4,Success,78754,15036,1135,13.25,6492,54896,7464,7572,924,5038,698,2516,902,97,127,7504,3068,113,1808,19,1887,637
137111,A723349,Mix,guardian,working,N,White/Black or Brown,Stray,Normal,Male,365,1,"(-0.001, 2.5]",3/30/2016,3,30,2016,2,13,4/3/2016,4,3,2016,Sunday,521,1.43,"(-0.001, 2.5]",4,Success,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
25467,A723465,Mix,chihuahua ,toy,N,Tan/White,Stray,Normal,Male,730,2,"(-0.001, 2.5]",4/1/2016,4,1,2016,4,15,4/14/2016,4,14,2016,Thursday,744,2.04,"(-0.001, 2.5]",13,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
25702,A723494,Mix,retriever,sporting,N,Black/White,Stray,Normal,Female,730,2,"(-0.001, 2.5]",4/2/2016,4,2,2016,5,11,6/9/2016,6,9,2016,Thursday,799,2.19,"(-0.001, 2.5]",68,Success,78653,16375,156,104.97,5532,59763,8141,8234,1974,4831,778,1744,391,145,42,9143,3320,140,312,17,2782,661
109027,A723528,Mix,retriever,sporting,N,Black/White,Stray,Normal,Female,730,2,"(-0.001, 2.5]",4/2/2016,4,2,2016,5,16,4/10/2016,4,10,2016,Sunday,739,2.02,"(-0.001, 2.5]",7,Success,78721,11425,3077,3.71,4153,33798,5572,5853,2512,3484,249,783,187,38,19,4303,3976,176,79,4,2545,342
66053,A723579,Mix,terrier,terrier,N,Black/Other,Stray,Normal,Male,365,1,"(-0.001, 2.5]",4/3/2016,4,3,2016,6,14,4/15/2016,4,15,2016,Friday,378,1.04,"(-0.001, 2.5]",12,Success,78702,21334,4268,5,9032,36197,10887,10447,4304,5391,323,3205,1002,178,174,11323,3715,334,228,5,4985,744
88414,A723688,Mix,Malinois/German Shepherd,working-herding,N,Brown/Other,Public Assist,Injured,Male,365,1,"(-0.001, 2.5]",4/5/2016,4,5,2016,1,7,4/28/2016,4,28,2016,Thursday,389,1.07,"(-0.001, 2.5]",23,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
32428,A723689,Mix,retriever,sporting,N,Brown/Other,Stray,Normal,Male,365,1,"(-0.001, 2.5]",4/5/2016,4,5,2016,1,9,4/21/2016,4,21,2016,Thursday,382,1.05,"(-0.001, 2.5]",16,Success,78758,44072,4747,9.28,19577,43537,23014,21058,6267,12480,1690,6744,2167,169,200,25073,4810,467,2911,29,9196,1586
72649,A723721,Mix,chihuahua ,toy,N,Black/Other,Stray,Normal,Male,365,1,"(-0.001, 2.5]",4/5/2016,4,5,2016,1,14,4/11/2016,4,11,2016,Monday,372,1.02,"(-0.001, 2.5]",6,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
99441,A723723,Mix,pit bull,terrier,Y,Other,Stray,Normal,Female,1825,5,"(2.5, 5.0]",4/5/2016,4,5,2016,1,14,1/24/2017,1,24,2017,Tuesday,2121,5.81,"(5.0, 7.5]",293,Success,78702,21334,4268,5,9032,36197,10887,10447,4304,5391,323,3205,1002,178,174,11323,3715,334,228,5,4985,744
36550,A723737,Mix,chihuahua ,toy,N,Other,Stray,Normal,Female,365,1,"(-0.001, 2.5]",4/5/2016,4,5,2016,1,17,4/10/2016,4,10,2016,Sunday,371,1.02,"(-0.001, 2.5]",5,Success,78703,19690,3529,5.58,10425,80569,9744,9946,109,1932,223,6595,3315,2016,611,17479,259,72,1167,7,307,399
70352,A723742,Mix,terrier,terrier,N,Black/White,Stray,Normal,Female,1825,5,"(2.5, 5.0]",4/5/2016,4,5,2016,1,18,4/10/2016,4,10,2016,Sunday,1832,5.02,"(5.0, 7.5]",4,Success,78747,14808,623,23.78,5491,61599,7345,7463,1556,5071,584,2354,406,133,118,9664,1052,183,351,12,2998,548
27135,A723763,Mix,Malinois/German Shepherd,working-herding,N,Black/Other,Stray,Normal,Female,31,0.08,"(-0.001, 2.5]",4/6/2016,4,6,2016,2,13,4/10/2016,4,10,2016,Sunday,64,0.18,"(-0.001, 2.5]",4,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
78697,A723846,Mix,pit bull,terrier,Y,White/Black or Brown,Stray,Normal,Male,365,1,"(-0.001, 2.5]",4/7/2016,4,7,2016,3,18,4/18/2016,4,18,2016,Monday,377,1.03,"(-0.001, 2.5]",10,Success,78731,24614,2865,8.59,12984,75269,12014,12600,295,3570,688,7528,3747,1642,1052,21368,333,67,1928,9,357,552
57169,A723972,Mix,toy,toy,N,White/Other,Stray,Normal,Female,365,1,"(-0.001, 2.5]",4/9/2016,4,9,2016,5,16,4/16/2016,4,16,2016,Saturday,373,1.02,"(-0.001, 2.5]",7,Success,78721,11425,3077,3.71,4153,33798,5572,5853,2512,3484,249,783,187,38,19,4303,3976,176,79,4,2545,342
87035,A723987,Mix,retriever,sporting,N,Other,Stray,Normal,Female,730,2,"(-0.001, 2.5]",4/10/2016,4,10,2016,6,11,5/3/2016,5,3,2016,Tuesday,754,2.07,"(-0.001, 2.5]",22,Success,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
80166,A724016,Purebred,chihuahua ,toy,N,Black/Other,Stray,Normal,Male,730,2,"(-0.001, 2.5]",4/10/2016,4,10,2016,6,15,4/16/2016,4,16,2016,Saturday,737,2.02,"(-0.001, 2.5]",6,Success,78758,44072,4747,9.28,19577,43537,23014,21058,6267,12480,1690,6744,2167,169,200,25073,4810,467,2911,29,9196,1586
94765,A724096,Mix,terrier,terrier,N,Tan/White,Stray,Normal,Male,186,0.51,"(-0.001, 2.5]",4/11/2016,4,11,2016,0,19,4/15/2016,4,15,2016,Friday,187,0.51,"(-0.001, 2.5]",3,Success,78748,40651,3207,12.67,16857,66309,19670,20981,2018,12390,2116,8639,2750,297,217,30993,2105,320,1642,34,4082,1475
11256,A724127,Mix,pit bull,terrier,Y,Black/Other,Stray,Injured,Male,730,2,"(-0.001, 2.5]",4/12/2016,4,12,2016,1,13,6/11/2016,6,11,2016,Saturday,1151,3.15,"(2.5, 5.0]",60,Success,78702,21334,4268,5,9032,36197,10887,10447,4304,5391,323,3205,1002,178,174,11323,3715,334,228,5,4985,744
103142,A724180,Purebred,chihuahua ,toy,N,Tan/Tan Mix,Stray,Normal,Male,31,0.08,"(-0.001, 2.5]",4/13/2016,4,13,2016,2,11,4/30/2016,4,30,2016,Saturday,68,0.19,"(-0.001, 2.5]",17,Success,78734,17655,881,20.04,8345,87300,8943,8712,761,4984,591,4408,1497,301,242,15787,148,73,291,11,988,357
25336,A724199,Mix,Malinois/German Shepherd,working-herding,N,Brown,Stray,Normal,Male,365,1,"(-0.001, 2.5]",4/13/2016,4,13,2016,2,16,4/19/2016,4,19,2016,Tuesday,554,1.52,"(-0.001, 2.5]",6,Success,78722,5901,3896,1.51,3034,50923,2986,2915,304,1236,189,1978,859,102,197,4288,821,25,169,2,360,236
14755,A724249,Mix,chihuahua ,toy,N,Black/Other,Stray,Normal,Male,730,2,"(-0.001, 2.5]",4/14/2016,4,14,2016,3,16,4/18/2016,4,18,2016,Monday,735,2.01,"(-0.001, 2.5]",4,Success,78730,7955,553,14.39,3647,120568,3985,3970,57,1103,356,2543,1220,320,279,6996,172,23,486,1,84,193
27675,A724268,Mix,hound,hound,N,Black/White,Stray,Normal,Female,730,2,"(-0.001, 2.5]",4/14/2016,4,14,2016,3,18,7/3/2016,7,3,2016,Sunday,990,2.71,"(2.5, 5.0]",79,Success,78746,26928,1197,22.49,11520,128936,13319,13609,170,3210,625,8101,3972,2097,966,23983,214,93,1788,12,309,529
52164,A724269,Purebred,herding,working-herding,N,Black,Stray,Normal,Male,730,2,"(-0.001, 2.5]",4/14/2016,4,14,2016,3,19,5/3/2016,5,3,2016,Tuesday,750,2.05,"(-0.001, 2.5]",18,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
103222,A724276,Mix,chihuahua ,toy,N,Tan/Tan Mix,Stray,Injured,Male,1825,5,"(2.5, 5.0]",4/14/2016,4,14,2016,3,22,4/23/2016,4,23,2016,Saturday,1836,5.03,"(5.0, 7.5]",8,Success,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
137420,A724320,Purebred,Malinois/German Shepherd,working-herding,N,Black/Other,Stray,Normal,Male,3285,9,"(7.5, 10.0]",4/15/2016,4,15,2016,4,16,5/8/2016,5,8,2016,Sunday,3311,9.07,"(7.5, 10.0]",22,Success,78723,28330,4083,6.94,12398,42939,14569,13761,4418,7673,785,4098,1605,324,315,13892,6979,327,532,19,5472,1109
106986,A724344,Mix,pit bull,terrier,Y,Other,Stray,Normal,Female,1095,3,"(2.5, 5.0]",4/15/2016,4,15,2016,4,22,10/9/2016,10,9,2016,Sunday,1273,3.49,"(2.5, 5.0]",176,Success,78746,26928,1197,22.49,11520,128936,13319,13609,170,3210,625,8101,3972,2097,966,23983,214,93,1788,12,309,529
25037,A724385,Mix,chihuahua ,toy,N,Black/White,Stray,Normal,Male,365,1,"(-0.001, 2.5]",4/16/2016,4,16,2016,5,15,4/20/2016,4,20,2016,Wednesday,370,1.01,"(-0.001, 2.5]",4,Success,78752,18064,5403,3.34,7944,34716,9778,8286,3976,4429,493,2095,807,88,120,10787,2124,334,333,10,3781,695
98567,A724424,Mix,pit bull,terrier,Y,Other,Stray,Normal,Female,124,0.34,"(-0.001, 2.5]",4/17/2016,4,17,2016,6,11,4/22/2016,4,22,2016,Friday,127,0.35,"(-0.001, 2.5]",5,Success,78724,21696,889,24.4,6138,38479,11181,10515,4341,5270,683,915,245,18,71,8339,6167,239,100,6,6165,680
74507,A724453,Mix,guardian,working,N,Brown,Stray,Normal,Male,186,0.51,"(-0.001, 2.5]",4/17/2016,4,17,2016,6,16,4/23/2016,4,23,2016,Saturday,189,0.52,"(-0.001, 2.5]",5,Success,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
32621,A724512,Mix,working,working,N,Tan/Tan Mix,Stray,Normal,Female,365,1,"(-0.001, 2.5]",4/25/2016,4,25,2016,0,16,5/1/2016,5,1,2016,Sunday,379,1.04,"(-0.001, 2.5]",6,Success,78739,16792,1469,11.43,5537,128597,8283,8509,101,2454,484,4754,2002,529,353,13983,340,72,1630,12,306,449
112101,A724553,Mix,pit bull,terrier,N,Brown/White,Stray,Normal,Male,365,1,"(-0.001, 2.5]",2/21/2017,2,21,2017,1,7,2/26/2017,2,26,2017,Sunday,373,1.02,"(-0.001, 2.5]",5,Success,78723,28330,4083,6.94,12398,42939,14569,13761,4418,7673,785,4098,1605,324,315,13892,6979,327,532,19,5472,1109
46388,A724563,Mix,toy,toy,N,Tan/White,Stray,Normal,Male,730,2,"(-0.001, 2.5]",4/19/2016,4,19,2016,1,12,4/23/2016,4,23,2016,Saturday,735,2.01,"(-0.001, 2.5]",4,Success,78753,49301,4495,10.97,19630,38884,25647,23654,9456,14429,1645,4746,1238,167,186,26031,6141,632,3373,24,11166,1934
17113,A724657,Mix,pit bull,terrier,Y,Brown/White,Owner Surrender,Normal,Male,730,2,"(-0.001, 2.5]",4/15/2017,4,15,2017,5,9,4/27/2017,4,27,2017,Thursday,1103,3.02,"(2.5, 5.0]",12,Success,78728,20299,2503,8.11,10240,48612,10015,10284,1147,5940,1370,3850,1475,199,138,12596,2843,137,1976,25,1848,874
120940,A724673,Mix,pit bull,terrier,Y,Brindle,Stray,Normal,Female,93,0.25,"(-0.001, 2.5]",4/20/2016,4,20,2016,2,13,4/24/2016,4,24,2016,Sunday,109,0.3,"(-0.001, 2.5]",4,Success,78744,42820,2001,21.4,13720,41721,21661,21159,8767,11387,1233,2478,664,201,35,22153,3663,802,401,50,14040,1711
44304,A724700,Mix,pit bull,terrier,Y,White,Stray,Normal,Male,730,2,"(-0.001, 2.5]",4/20/2016,4,20,2016,2,16,8/31/2016,8,31,2016,Wednesday,864,2.37,"(-0.001, 2.5]",132,Success,78719,1764,95,18.65,586,38305,908,856,525,461,20,76,48,0,0,1008,62,31,10,0,611,42
31976,A724704,Mix,pit bull,terrier,Y,Brindle,Stray,Normal,Female,365,1,"(-0.001, 2.5]",4/20/2016,4,20,2016,2,16,5/25/2016,5,25,2016,Wednesday,401,1.1,"(-0.001, 2.5]",34,Success,78731,24614,2865,8.59,12984,75269,12014,12600,295,3570,688,7528,3747,1642,1052,21368,333,67,1928,9,357,552
128258,A724745,Mix,retriever,sporting,N,Other,Stray,Normal,Male,365,1,"(-0.001, 2.5]",4/21/2016,4,21,2016,3,12,5/18/2016,5,18,2016,Wednesday,393,1.08,"(-0.001, 2.5]",27,Success,78745,55614,4166,13.35,25749,50672,27813,27801,5393,18935,2426,10258,3204,587,359,40450,2596,601,1133,32,8730,2072
